"","row.x","column.x","ID","SPAD_June","SPAD_July","SPAD_June_2022","SPAD_July_2022","row.y","column.y","SPAD.1","SPAD.2","SPAD.3","Aug_avg_SPAD","Comments","SPAD_aug_2022","row.x.x","column.x.x","SPAD1","SPAD2","SPAD3","SPADavg","SPAD_sep_2022","row.y.y","column.y.y","DS_1","DS_18","DS_32","DS_55","SPAD_18","SPAD_32","SPAD_55","SPAD_July_2023","SPAD_Aug_2023","SPAD_Sep_2023","avg_SPAD"
"305",11,28,"LCOR-096","28.13333333","33.86666667",28.13333333,33.86666667,11,28,40.2,45.5,40.5,42.06666667,"",42.06666667,11,28,44.1,44.4,44.9,"44.46666667",44.46666667,11,28,2,"2","2",3,"28","31.5",28.6,28,31.5,28.6,34.83750000125
"306",12,28,"LCOR-405","39.6","34.43333333",39.6,34.43333333,12,28,39.5,41.6,40.9,40.66666667,"",40.66666667,12,28,44.1,47.4,42.2,"44.56666667",44.56666667,12,28,1,"1","2",2,"32.6","25.1",26.2,32.6,25.1,26.2,35.4791666675
"307",13,28,"LCOR-559","32.63333333","28.3",32.63333333,28.3,13,28,33.7,36.4,36.1,35.4,"",35.4,13,28,44.9,49,44.1,"46",46,13,28,2,"2","2",2,"30.3","27.3",27.7,30.3,27.3,27.7,32.87916666625
"308",15,28,"LCOR-083","29.23333333","31",29.23333333,31,15,28,38.6,47.4,47.3,44.43333333,"",44.43333333,15,28,44,45.4,41.4,"43.6",43.6,15,28,3,"2","2",3,"29.2","31.5",27.9,29.2,31.5,27.9,35.16249999875
"309",3,46,"LCOR-190","25.96666667","29.1",25.96666667,29.1,3,46,46.6,48.9,49.5,48.33333333,"",48.33333333,3,46,38.9,39.4,42.7,"40.33333333",40.33333333,3,46,2,"3","3",2,"22.5","25.1",24.5,22.5,25.1,24.5,33.0208333325
"310",4,46,"LCOR-313","27.33333333","25.26666667",27.33333333,25.26666667,4,46,39.7,37.3,36.3,37.76666667,"",37.76666667,4,46,34.1,35.1,34.9,"34.7",34.7,4,46,1,"1","1",1,"34","27.3",34.1,34,27.3,34.1,32.2791666675
"311",5,46,"LCOR-446","29.2","33.7",29.2,33.7,5,46,39.9,42.7,52.7,45.1,"",45.1,5,46,36.7,43.5,39.4,"39.86666667",39.86666667,5,46,1,"1","1",2,"26.2","28.2",23.8,26.2,28.2,23.8,33.89583333375
"312",6,46,"LCOR-032","35.83333333","27.06666667",35.83333333,27.06666667,6,46,30.1,32.2,37,33.1,"11,12,13",33.1,6,46,42.2,39.4,41.5,"41.03333333",41.03333333,6,46,0,"1","1",1,"27.7","25.1",24.1,27.7,25.1,24.1,30.87916666625
"313",7,46,"LCOR-492","30.06666667","23.76666667",30.06666667,23.76666667,7,46,45,46,42.2,44.4,"",44.4,7,46,37.5,40.4,38,"38.63333333",38.63333333,7,46,1,"1","2",1,"34.4","38.6",26.1,34.4,38.6,26.1,35.04583333375
"314",8,46,"LCOR-311","32.46666667","21.33333333",32.46666667,21.33333333,8,46,36.4,39.6,40,38.66666667,"",38.66666667,8,46,39.9,38.9,40.3,"39.7",39.7,8,46,1,"1","2",1,"28.9","36.9",21.9,28.9,36.9,21.9,32.3166666675
"315",9,46,"LCOR-523","30.03333333","29.13333333",30.03333333,29.13333333,9,46,41.6,47.9,54,47.83333333,"",47.83333333,9,46,34.1,39.1,33,"35.4",35.4,9,46,1,"1","2",2,"28.1","28.9",24.3,28.1,28.9,24.3,33.941666665
"316",10,46,"LCOR-432","29.73333333","25.2",29.73333333,25.2,10,46,42.6,44.3,44,43.63333333,"",43.63333333,10,46,43.1,44.7,43.1,"43.63333333",43.63333333,10,46,1,"1","1",1,"30.1","28.2",31,30.1,28.2,31,34.391666665
"317",11,46,"LCOR-025","31.73333333","27.83333333",31.73333333,27.83333333,11,46,28.1,32.5,34.6,31.73333333,"",31.73333333,11,46,45.3,44.5,45.7,"45.16666667",45.16666667,11,46,0,"1","1",1,"29.8","34.3",30.9,29.8,34.3,30.9,32.89999999875
"318",13,46,"LCOR-102","35.16666667","27.5",35.16666667,27.5,13,46,29.6,33,33.7,32.1,"",32.1,13,46,43.9,43.9,46.4,"44.73333333",44.73333333,13,46,0,"0","0",1,"28","35.9",32.5,28,35.9,32.5,33.5
"319",14,46,"LCOR-155","30.23333333","27.86666667",30.23333333,27.86666667,14,46,32.8,35.6,35.4,34.6,"",34.6,14,46,42.8,41.9,44.1,"42.93333333",42.93333333,14,46,1,"0","0",0,"31.7","29.7",32.6,31.7,29.7,32.6,33.02916666625
"320",15,46,"LCOR-490","30.8","23.3",30.8,23.3,15,46,40.4,35.7,37.9,38,"",38,15,46,39.5,39.7,39.9,"39.7",39.7,15,46,1,"1","2",2,"26.2","33.7",27.1,26.2,33.7,27.1,32.1
"321",2,47,"LCOR-374","26.76666667","26.8",26.76666667,26.8,2,47,43,46.9,50.8,46.9,"",46.9,2,47,42.3,43.5,44.6,"43.46666667",43.46666667,2,47,1,"0","0",1,"34","30.6",29.7,34,30.6,29.7,35.6416666675
"322",3,47,"LCOR-521","28.76666667","23.96666667",28.76666667,23.96666667,3,47,44.1,50.5,49.3,47.96666667,"",47.96666667,3,47,41.2,41.2,39.8,"40.73333333",40.73333333,3,47,3,"3","3",3,"30.5","32.9",26.5,30.5,32.9,26.5,34.91250000125
"323",4,47,"LCOR-232","32.66666667","31.7",32.66666667,31.7,4,47,40.1,43.6,43.4,42.36666667,"",42.36666667,4,47,44.9,43.2,43.4,"43.83333333",43.83333333,4,47,1,"1","1",1,"29.9","32.2",23.4,29.9,32.2,23.4,34.8041666675
"324",5,47,"LCOR-315","41.3","29.4",41.3,29.4,5,47,27.6,28.5,30.2,28.76666667,"",28.76666667,5,47,39.2,38.1,41.8,"39.7",39.7,5,47,0,"0","0",2,"27","30.8",28.5,27,30.8,28.5,31.7791666675
"325",6,47,"LCOR-419","33.96666667","25.33333333",33.96666667,25.33333333,6,47,37.6,35.6,35.7,36.3,"",36.3,6,47,40.1,39.1,42,"40.4",40.4,6,47,0,"0","0",1,"31.8","29.7",30.3,31.8,29.7,30.3,33.0125
"326",7,47,"LCOR-365","31.23333333","30.5",31.23333333,30.5,7,47,46.2,51.4,49.6,49.06666667,"",49.06666667,7,47,40,39.9,42.2,"40.7",40.7,7,47,1,"1","1",2,"30.8","37.8",25.5,30.8,37.8,25.5,36.83333333375
"327",8,47,"LCOR-480","33.36666667","25.3",33.36666667,25.3,8,47,46.1,43.7,40.7,43.5,"",43.5,8,47,41,43.1,41.5,"41.86666667",41.86666667,8,47,1,"1","1",2,"26.4","34",25.3,26.4,34,25.3,34.1541666675
"328",9,47,"LCOR-433","36.9","24.53333333",36.9,24.53333333,9,47,38.3,41.6,41.1,40.33333333,"",40.33333333,9,47,40.2,40.6,37.3,"39.36666667",39.36666667,9,47,1,"1","1",1,"28.5","28.8",27.7,28.5,28.8,27.7,33.3083333325
"329",10,47,"LCOR-453","29.33333333","28.36666667",29.33333333,28.36666667,10,47,28.3,33.2,41.1,34.2,"",34.2,10,47,39.6,41.7,43.3,"41.53333333",41.53333333,10,47,1,"1","1",1,"29.6","28",27.9,29.6,28,27.9,31.64166666625
"330",11,47,"LCOR-223","33.6","23.46666667",33.6,23.46666667,11,47,27.1,40.3,39,35.46666667,"",35.46666667,11,47,34.5,34.8,33.7,"34.33333333",34.33333333,11,47,0,"0","0",0,"40.4","32",39,40.4,32,39,34.2166666675
"331",13,47,"LCOR-216","28.16666667","20.96666667",28.16666667,20.96666667,13,47,30.6,37.6,39.1,35.76666667,"",35.76666667,13,47,35.5,35.4,34.5,"35.13333333",35.13333333,13,47,1,"1","1",1,"32.5","40.2",30.9,32.5,40.2,30.9,32.42500000125
"332",14,47,"LCOR-159","30.53333333","27.86666667",30.53333333,27.86666667,14,47,35.6,42.1,45,40.9,"",40.9,14,47,38.2,38.9,38.9,"38.66666667",38.66666667,14,47,1,"1","1",1,"31.7","38.9",31.1,31.7,38.9,31.1,35.07083333375
"333",15,47,"LCOR-426","29.3","23.43333333",29.3,23.43333333,15,47,34.6,45.4,46,42,"",42,15,47,38.3,36.7,39,"38",38,15,47,1,"1","1",1,"24.4","30",29.4,24.4,30,29.4,32.31666666625
"334",3,48,"LCOR-505","37.56666667","32.76666667",37.56666667,32.76666667,3,48,27.1,31.5,33,30.53333333,"",30.53333333,3,48,40.9,44.3,42.8,"42.66666667",42.66666667,3,48,0,"0","0",0,"34.7","38.8",31.7,34.7,38.8,31.7,34.90833333375
"335",4,48,"LCOR-153","38.36666667","29.6",38.36666667,29.6,4,48,39,43,41,41,"",41,4,48,45.9,48.2,44.6,"46.23333333",46.23333333,4,48,0,"0","0",1,"32.5","29.8",28.4,32.5,29.8,28.4,35.8625
"336",6,48,"LCOR-412","36.8","24.53333333",36.8,24.53333333,6,48,33.5,39.3,40.5,37.76666667,"",37.76666667,6,48,45.5,43.4,46.1,"45",45,6,48,0,"1","1",2,"26.9","40.3",23,26.9,40.3,23,34.00833333375
"337",7,48,"LCOR-509","30.63333333","31.06666667",30.63333333,31.06666667,7,48,33.9,36.2,38.1,36.06666667,"",36.06666667,7,48,39.2,41.2,39.8,"40.06666667",40.06666667,7,48,1,"1","1",2,"25.3","39.6",21.8,25.3,39.6,21.8,32.57500000125
"338",8,48,"LCOR-549","33","27.7",33,27.7,8,48,38.1,38.4,43.4,39.96666667,"",39.96666667,8,48,42.9,45.9,45.8,"44.86666667",44.86666667,8,48,1,"1","1",2,"27.9","37.7",28,27.9,37.7,28,34.88750000125
"339",9,48,"LCOR-466","31.56666667","20.53333333",31.56666667,20.53333333,9,48,33.5,41.8,45.1,40.13333333,"",40.13333333,9,48,38.3,34.7,33.8,"35.6",35.6,9,48,1,"1","1",2,"30.9","35.5",28.5,30.9,35.5,28.5,32.8583333325
"340",10,48,"LCOR-547","31.6","25.86666667",31.6,25.86666667,10,48,32.3,43.6,32.4,36.1,"",36.1,10,48,33.7,32.6,29.7,"32",32,10,48,1,"1","1",2,"31.6","34.3",24.6,31.6,34.3,24.6,31.52083333375
"341",12,48,"LCOR-464","30.46666667","32.16666667",30.46666667,32.16666667,12,48,36.1,38.5,39.1,37.9,"",37.9,12,48,40.9,45.2,43.6,"43.23333333",43.23333333,12,48,0,"0","0",1,"36.3","31.9",34.8,36.3,31.9,34.8,35.58333333375
"342",13,48,"LCOR-555","29.2","22.36666667",29.2,22.36666667,13,48,37.4,41.7,41.3,40.13333333,"",40.13333333,13,48,39.3,37.5,32.6,"36.46666667",36.46666667,13,48,1,"0","0",1,"31.3","40.4",35.4,31.3,40.4,35.4,34.425
"343",14,48,"LCOR-189","26.2","33.2",26.2,33.2,14,48,49.6,42.4,44.5,45.5,"",45.5,14,48,40.4,39.7,38.4,"39.5",39.5,14,48,1,"2","2",2,"27.8","40.5",26.4,27.8,40.5,26.4,35.575
"344",15,48,"LCOR-447","27.86666667","22.76666667",27.86666667,22.76666667,15,48,37.6,36.9,35,36.5,"",36.5,15,48,35.8,35,35.3,"35.36666667",35.36666667,15,48,4,"3","3",2,"34","36.9",31.5,34,36.9,31.5,32.67500000125
"345",3,49,"LCOR-270","34.23333333","34.06666667",34.23333333,34.06666667,3,49,48,40.4,40.6,43,"",43,3,49,38.9,43.1,42.9,"41.63333333",41.63333333,3,49,1,"1","2",2,"28","37.8",21.7,28,37.8,21.7,35.42916666625
"346",6,49,"LCOR-029","32.8","27.2",32.8,27.2,6,49,38.4,43.3,40.9,40.86666667,"",40.86666667,6,49,40.1,40.1,42.9,"41.03333333",41.03333333,6,49,1,"1","1",1,"30.5","34.4",25.9,30.5,34.4,25.9,34.19583333375
"347",7,49,"LCOR-056","27.46666667","19.8",27.46666667,19.8,7,49,54.1,50.1,49.1,51.1,"",51.1,7,49,34.6,38,33.4,"35.33333333",35.33333333,7,49,1,"1","1",1,"28.5","30.2",26.5,28.5,30.2,26.5,33.75
"348",8,49,"LCOR-578","29.7","25.4",29.7,25.4,8,49,38.4,41.5,38.5,39.46666667,"",39.46666667,8,49,37.6,41,39.1,"39.23333333",39.23333333,8,49,1,"1","1",1,"28.4","30.4",26.9,28.4,30.4,26.9,32.37083333375
"349",9,49,"LCOR-586","32.33333333","30.06666667",32.33333333,30.06666667,9,49,41.7,40,45.6,42.43333333,"",42.43333333,9,49,37.7,39.8,38.3,"38.6",38.6,9,49,1,"1","1",1,"27.1","36.2",28.9,27.1,36.2,28.9,34.7583333325
"350",10,49,"LCOR-531","32.6","28",32.6,28,10,49,29,33.6,39.2,33.93333333,"",33.93333333,10,49,36.8,41.8,41.7,"40.1",40.1,10,49,1,"1","1",1,"28.7","37.6",29.2,28.7,37.6,29.2,33.0083333325
"351",11,49,"LCOR-477","28.86666667","23.83333333",28.86666667,23.83333333,11,49,39.6,42.7,45.4,42.56666667,"",42.56666667,11,49,36,35.9,35.5,"35.8",35.8,11,49,1,"0","0",1,"34","37.2",33.1,34,37.2,33.1,34.7416666675
"352",12,49,"LCOR-460","32.56666667","30.9",32.56666667,30.9,12,49,33.8,42.3,39.6,38.56666667,"",38.56666667,12,49,41.2,41.4,39.6,"40.73333333",40.73333333,12,49,1,"0","0",1,"37.1","32.8",32.9,37.1,32.8,32.9,35.5166666675
"353",13,49,"LCOR-615","27.93333333","28.2",27.93333333,28.2,13,49,32.2,32.1,32.9,32.4,"",32.4,13,49,40.2,43.3,43.6,"42.36666667",42.36666667,13,49,1,"0","0",1,"31.2","33.3",32.9,31.2,33.3,32.9,32.5875
"354",15,49,"LCOR-456","31.96666667","28.53333333",31.96666667,28.53333333,15,49,41.6,38.5,40.5,40.2,"",40.2,15,49,42.3,43.4,40.9,"42.2",42.2,15,49,1,"1","1",1,"32.2","39.4",27,32.2,39.4,27,35.2125
"355",2,50,"LCOR-500","31.46666667","30.2",31.46666667,30.2,2,50,39.9,43,47.9,43.6,"",43.6,2,50,36.9,36.2,37.7,"36.93333333",36.93333333,2,50,0,"1","1",2,"27.9","34.9",24.5,27.9,34.9,24.5,34.1375
"356",4,50,"LCOR-375","30.1","30",30.1,30,4,50,43.6,47.5,46.6,45.9,"",45.9,4,50,36.5,37.5,40.5,"38.16666667",38.16666667,4,50,1,"1","1",2,"30.8","36.7",24.5,30.8,36.7,24.5,35.25833333375
"357",5,50,"LCOR-208","33.76666667","23.9",33.76666667,23.9,5,50,35.3,34.6,34.6,34.83333333,"",34.83333333,5,50,42.6,44.5,43.9,"43.66666667",43.66666667,5,50,1,"1","1",1,"28.2","31.9",24.2,28.2,31.9,24.2,31.9125
"358",6,50,"LCOR-457","30.9","34.43333333",30.9,34.43333333,6,50,43.3,42,44.9,43.4,"",43.4,6,50,31.8,42.9,42.5,"39.06666667",39.06666667,6,50,1,"1","1",1,"26.5","38.5",24.3,26.5,38.5,24.3,35.0625
"359",7,50,"LCOR-440","30.56666667","34.6",30.56666667,34.6,7,50,51.7,50.3,47.1,49.7,"",49.7,7,50,39.5,41.6,42.2,"41.1",41.1,7,50,1,"1","1",2,"27.9","31.1",25.4,27.9,31.1,25.4,36.25833333375
"360",8,50,"LCOR-501","31.86666667","30.83333333",31.86666667,30.83333333,8,50,46.7,49.5,47.8,48,"",48,8,50,43.3,40.4,42.4,"42.03333333",42.03333333,8,50,1,"1","1",2,"27.2","37.5",24,27.2,37.5,24,36.17916666625
"361",10,50,"LCOR-262","28.26666667","25.33333333",28.26666667,25.33333333,10,50,43.4,56.2,50.9,50.16666667,"",50.16666667,10,50,36.2,34.7,36,"35.63333333",35.63333333,10,50,1,"1","1",1,"28.3","29.2",25.4,28.3,29.2,25.4,34.05833333375
"362",12,50,"LCOR-081","29.26666667","28.16666667",29.26666667,28.16666667,12,50,46,47.4,45.9,46.43333333,"",46.43333333,12,50,37.7,40.8,37.5,"38.66666667",38.66666667,12,50,1,"1","1",0,"31.6","37.2",29.9,31.6,37.2,29.9,35.95833333375
"363",13,50,"LCOR-210","32","27.8",32,27.8,13,50,29.6,33.5,44.2,35.76666667,"",35.76666667,13,50,40.5,39.4,39.5,"39.8",39.8,13,50,1,"1","1",1,"31.5","37.4",29.3,31.5,37.4,29.3,33.6666666675
"364",14,50,"LCOR-417","27.4","28.33333333",27.4,28.33333333,14,50,45.5,51.8,47,48.1,"",48.1,14,50,36.8,34.7,33.1,"34.86666667",34.86666667,14,50,1,"1","1",0,"32.7","34.3",31.3,32.7,34.3,31.3,35.6375
"365",15,50,"LCOR-390","31.13333333","33.76666667",31.13333333,33.76666667,15,50,43.1,42.9,49.2,45.06666667,"",45.06666667,15,50,39,35.5,39.3,"37.93333333",37.93333333,15,50,1,"1","1",1,"28","31.7",28.1,28,31.7,28.1,35.09583333375
"366",5,51,"LCOR-532","31.6","29.03333333",31.6,29.03333333,5,51,34.4,37.9,42.5,38.26666667,"",38.26666667,5,51,43.4,44.2,44.4,"44",44,5,51,0,"1","1",1,"28.6","36.5",25.7,28.6,36.5,25.7,33.99583333375
"367",6,51,"LCOR-431","29.6","33.2",29.6,33.2,6,51,49.2,45.4,44.2,46.26666667,"",46.26666667,6,51,40.1,38.3,41.1,"39.83333333",39.83333333,6,51,1,"1","1",1,"25.5","32.2",25.3,25.5,32.2,25.3,34.77083333375
"368",7,51,"LCOR-479","28.03333333","28.13333333",28.03333333,28.13333333,7,51,34.4,39.8,36.8,37,"",37,7,51,39.9,42.3,41.4,"41.2",41.2,7,51,0,"1","1",1,"26.4","33.8",27.4,26.4,33.8,27.4,32.3708333325
"369",9,51,"LCOR-108","22.36666667","32.73333333",22.36666667,32.73333333,9,51,42.1,38.7,49.1,43.3,"",43.3,9,51,39.8,40.7,41,"40.5",40.5,9,51,1,"1","1",1,"28","39.8",28.9,28,39.8,28.9,34.8625
"370",10,51,"LCOR-312","30.53333333","29.8",30.53333333,29.8,10,51,29.6,35.7,42.5,35.93333333,"",35.93333333,10,51,41.6,34.4,36.3,"37.43333333",37.43333333,10,51,1,"1","1",2,"26.9","37.8",24.8,26.9,37.8,24.8,32.391666665
"371",11,51,"LCOR-225","30.2","31.6",30.2,31.6,11,51,42.3,42,46.9,43.73333333,"",43.73333333,11,51,38.4,39.6,39.1,"39.03333333",39.03333333,11,51,1,"1","1",2,"29","29",29.7,29,29,29.7,34.49999999875
"372",13,51,"LCOR-478","29.96666667","28.73333333",29.96666667,28.73333333,13,51,46.8,50,47.8,48.2,"",48.2,13,51,37.2,3208,39.5,"1094.9",1094.9,13,51,1,"0","0",0,"33.3","29.3",35.6,33.3,29.3,35.6,168.525
"373",14,51,"LCOR-567","32.63333333","30.1",32.63333333,30.1,14,51,36.1,37.9,45.4,39.8,"",39.8,14,51,43.5,42.3,41.2,"42.33333333",42.33333333,14,51,2,"1","1",1,"31.2","40.9",32.8,31.2,40.9,32.8,36.1958333325
"374",15,51,"LCOR-413","33","27.26666667",33,27.26666667,15,51,37.8,34.1,42.6,38.16666667,"",38.16666667,15,51,37.5,37.4,41.7,"38.86666667",38.86666667,15,51,1,"0","0",0,"32","32",37.5,32,32,37.5,34.620833335
"375",3,52,"LCOR-389","33","26.2",33,26.2,3,52,43.1,41.5,42.8,42.46666667,"",42.46666667,3,52,38.9,38.3,41.8,"39.66666667",39.66666667,3,52,1,"1","1",1,"28.2","39.5",28.4,28.2,39.5,28.4,34.98750000125
"376",4,52,"LCOR-246","31.23333333","32.63333333",31.23333333,32.63333333,4,52,47.3,47.8,48.2,47.76666667,"",47.76666667,4,52,40,41.3,39.7,"40.33333333",40.33333333,4,52,1,"1","1",2,"28.2","28",25.8,28.2,28,25.8,35.21666666625
"377",6,52,"LCOR-430","31.7","36.4",31.7,36.4,6,52,38,45.2,36.7,39.96666667,"",39.96666667,6,52,43.7,39.8,39,"40.83333333",40.83333333,6,52,1,"1","1",1,"26.8","30.4",23,26.8,30.4,23,33.63333333375
"378",7,52,"LCOR-465","32.5","34.5",32.5,34.5,7,52,40.4,47.7,43.3,43.8,"",43.8,7,52,40,42,40.7,"40.9",40.9,7,52,1,"1","1",1,"27.7","35.5",24.4,27.7,35.5,24.4,35.3875
"379",9,52,"LCOR-183","31.4","22.83333333",31.4,22.83333333,9,52,43.9,43.4,47.5,44.93333333,"",44.93333333,9,52,37.4,37,37,"37.13333333",37.13333333,9,52,1,"1","1",2,"25.1","37.7",23.5,25.1,37.7,23.5,33.441666665
"380",12,52,"LCOR-215","28.46666667","29.96666667",28.46666667,29.96666667,12,52,43.4,46.4,48.8,46.2,"",46.2,12,52,36.6,38.9,37.7,"37.73333333",37.73333333,12,52,1,"0","0",0,"33.4","33.6",34.1,33.4,33.6,34.1,36.20833333375
"381",13,52,"LCOR-187","32.13333333","32",32.13333333,32,13,52,35,34.6,45.9,38.5,"",38.5,13,52,44,43.4,43.1,"43.5",43.5,13,52,1,"0","0",0,"34.6","35.2",33.1,34.6,35.2,33.1,35.94166666625
"382",15,52,"LCOR-576","27.53333333","37.7",27.53333333,37.7,15,52,33.6,42.6,45.1,40.43333333,"",40.43333333,15,52,39,40.6,43,"40.86666667",40.86666667,15,52,2,"0","0",1,"34.3","32.9",32,34.3,32.9,32,35.7708333325
"383",3,53,"LCOR-288","34.06666667","19.13333333",34.06666667,19.13333333,3,53,34,33.2,27.6,31.6,"",31.6,3,53,46.3,44.7,40.5,"43.83333333",43.83333333,3,53,3,"3","3",2,"39.1","35",28.4,39.1,35,28.4,32.84166666625
"384",4,53,"LCOR-407","37.8","23.63333333",37.8,23.63333333,4,53,38.3,36,41.7,38.66666667,"",38.66666667,4,53,35.6,36.3,41.8,"37.9",37.9,4,53,1,"1","1",1,"37.6","35.4",24.5,37.6,35.4,24.5,34.27083333375
"385",5,53,"LCOR-580","27.4","31.83333333",27.4,31.83333333,5,53,45,42.5,40.5,42.66666667,"",42.66666667,5,53,40.2,40.6,41.3,"40.7",40.7,5,53,1,"1","1",1,"29.4","28.4",26.2,29.4,28.4,26.2,33.65833333375
"386",6,53,"LCOR-566","30.16666667","27.7",30.16666667,27.7,6,53,41.9,30.6,34.8,35.76666667,"",35.76666667,6,53,41.7,42.6,41.9,"42.06666667",42.06666667,6,53,1,"1","1",2,"33.8","36.2",26.6,33.8,36.2,26.6,33.508333335
"387",7,53,"LCOR-097","34.2","34.63333333",34.2,34.63333333,7,53,44.7,42.8,37.9,41.8,"",41.8,7,53,41.5,41.6,42.7,"41.93333333",41.93333333,7,53,1,"1","1",2,"35.2","38.8",21.8,35.2,38.8,21.8,36.2708333325
"388",10,53,"LCOR-451","33.9","28.13333333",33.9,28.13333333,10,53,32.6,37.1,32.4,34.03333333,"",34.03333333,10,53,43.2,43.6,45.5,"44.1",44.1,10,53,1,"0","1",1,"35.4","30.2",23.9,35.4,30.2,23.9,32.96249999875
"389",13,53,"LCOR-050","26.86666667","27.53333333",26.86666667,27.53333333,13,53,38.3,40.9,34.4,37.86666667,"",37.86666667,13,53,47.1,45.5,43.9,"45.5",45.5,13,53,1,"1","1",2,"32.5","34.3",24.9,32.5,34.3,24.9,33.4166666675
"390",14,53,"LCOR-444","25.86666667","32.93333333",25.86666667,32.93333333,14,53,49.1,47.8,45.3,47.4,"",47.4,14,53,40.9,37.6,44.5,"41",41,14,53,1,"1","1",1,"27.4","36.2",32.7,27.4,36.2,32.7,36.3625
