"","date","SPAD","Midday_WP","ID","Response_curve","E","Emm","A","Ca","Ci","CO2_r_sp","Qin","gsw","RHcham","VPcham","VPDleaf","Fm","Fv.Fm","Fs","Fm.","PhiPS2","ETR","PhiCO2","NPQ","Fmin","Fo.","Fv..Fm.","qP","qN","qP_Fo","qN_Fo","Tleaf","sample_date"
"591","20230721 08:33:34",32.4,1.15,"LCOR-307","Q",0.002794051,2.794051163,15.77525115,409.7191333,280.314311,427.239,999.9971667,0.214074898,62.33655825,2.331467168,1.339956327,2503.65,"0.778270341",674.8258077,1107.28,"0.390555408","164.2659509",0.020606567,"1.261081208",512.43,"512.43","0.537217325","0.726997045","0.701263547","0.783223587","0.716632357",27.43404667,"July20"
"592","20230721 08:34:43",32.4,1.15,"LCOR-307","Q",0.002455278,2.455277991,13.42595195,409.8714667,288.677495,424.549,499.9975,0.194456317,62.37275618,2.343897197,1.291954704,2503.65,"0.778270341",803.8368462,1905.75,"0.578204462","121.7657991",0.035577564,"0.31373475",585.57,"585.57","0.692735144","0.834668874","0.311717968","0.815859367","0.30684882",27.26784333,"July20"
"593","20230721 08:36:12",32.4,1.15,"LCOR-307","Q",0.002209437,2.209437366,8.788541446,410.0150323,317.5733798,419.838,250.027129,0.170571059,61.79534013,2.382596105,1.31895526,2503.65,"0.778270341",830.71292,2302.28,"0.639178154","67.35596292",0.049095922,"0.087465469",646.78,"646.78","0.719069792","0.88889585","0.108445933","0.842268835","0.103345287",27.57371935,"July20"
"594","20230721 08:38:22",32.4,1.15,"LCOR-307","Q",0.001847288,1.847288207,4.676355876,410.0462258,352.770297,415.421,125.0127419,0.154032564,64.14076628,2.49437045,1.216726242,2503.65,"0.778270341",810.2983462,2546.44,"0.681791699","35.92037919",0.059173789,"-0.016803852",662.65,"662.65","0.739773959","0.921621653","-0.023242803","0.87186057","-0.021960296",27.61776452,"July20"
"595","20230721 08:40:25",32.4,1.15,"LCOR-307","Q",0.002299443,2.299443143,1.375350743,409.9263,389.2808983,412.071,50.01264333,0.18302245,63.05964245,2.423002446,1.28184073,2503.65,"0.778270341",774.3623846,2747.34,"0.718141044","15.13326431",0.069619715,"-0.088700343",667.11,"667.11","0.757179672","0.948442055","-0.132689732","0.899996228","-0.125064373",27.58892,"July20"
"596","20230721 08:42:24",32.4,1.15,"LCOR-307","Q",0.002661105,2.661104579,-1.720489225,410.1249667,415.0086115,409.411,0.0499931,0.210879699,62.09002958,2.34642513,1.294859805,3011.7,"0.774800969",0,0,"#DIV/0!","#DIV/0!",0,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.29065404",27.29332,"July20"
"611","20230721 09:19:55",35.2,1.5,"LCOR-101","Q",0.001306382,1.306381799,12.04695835,410.0015484,212.4240556,422.527,1500.033548,0.102510003,66.06651232,2.369994312,1.281684696,3011.7,"0.774800969",985.2501538,1317.78,"0.252340942","159.1311454",0.01091581,"1.285434595",634.49,"634.49","0.518515989","0.486659905","0.712566412","0.519945033","0.725923794",27.34196774,"July20"
"612","20230721 09:22:04",35.2,1.5,"LCOR-101","Q",0.001026977,1.026977292,11.66548772,410.0298,167.6876217,422.2,999.9502667,0.079992547,65.46065522,2.406420882,1.285380342,3011.7,"0.774800969",843.2727692,1391.72,"0.394078716","165.7400662",0.015913861,"1.164012876",602.84,"602.84","0.566838157","0.695222633","0.672508988","0.768684507","0.694237053",27.52862667,"July20"
"613","20230721 09:23:14",35.2,1.5,"LCOR-101","Q",0.001242698,1.242698117,10.39100586,410.0039667,224.8970298,420.75,499.9938667,0.094643668,63.13544681,2.336797471,1.318851513,3011.7,"0.774800969",935.1037308,2224.66,"0.579664429","122.0724226",0.028755892,"0.353779903",670.39,"670.39","0.698655075","0.829686135","0.336153692","0.833893466","0.33728338",27.36051667,"July20"
"614","20230721 09:24:23",35.2,1.5,"LCOR-101","Q",0.00094832,0.948320476,7.570409671,410.0305,232.252594,417.841,250.0008,0.071691155,63.06048771,2.383210152,1.32238917,3011.7,"0.774800969",933.7763846,2603.48,"0.641335296","67.57600431",0.044087997,"0.156797824",714.77,"714.77","0.725455928","0.884044462","0.17772418","0.867266736","0.174941326",27.59241,"July20"
"615","20230721 09:25:48",35.2,1.5,"LCOR-101","Q",0.001183221,1.183221136,3.948239862,410.3593548,332.7266134,414.717,124.9963548,0.091766817,63.24143482,2.393193384,1.293866513,3011.7,"0.774800969",894.8320385,2681.69,"0.666317867","35.10046075",0.053805212,"0.123060458",725.4,"725.4","0.729498935","0.913391144","0.144342387","0.891886874","0.14142469",27.50666129,"July20"
"616","20230721 09:28:22",35.2,1.5,"LCOR-101","Q",0.0008075,0.807500065,1.348454222,409.9783,365.5372406,411.679,49.97722,0.060401697,62.81873573,2.360140397,1.333932061,3011.7,"0.774800969",823.12552,2783.36,"0.704269114","14.83038341",0.072869393,"0.082037537",723.17,"723.17","0.740180932","0.951482378","0.099775839","0.931171125","0.097854349",27.53914,"July20"
"617","20230721 09:29:51",35.2,1.5,"LCOR-101","Q",0.000766097,0.7660974,-1.263304922,410.3485484,436.5120604,409.178,0.0499931,0.057953335,63.45889332,2.389932154,1.318116986,2940.07,"0.768718877",0,0,"#DIV/0!","#DIV/0!",1.06e-14,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.300865675",27.6037129,"July20"
"632","20230721 10:06:33",30.4,1.16,"LCOR-204","Q",0.002271216,2.271215544,13.10621045,409.9919333,263.8620278,424.029,1500.005333,0.155676804,59.50837722,2.185275701,1.482254259,2940.07,"0.768718877",621.07996,821.106,"0.243605625","153.6195424",0.01139339,"2.580621747",480,"480","0.415422613","0.586404344","0.86134297","1.417384862","0.937558471",27.41592333,"July20"
"633","20230721 10:08:23",30.4,1.16,"LCOR-204","Q",0.001888024,1.888024305,12.54738926,410.0142258,241.1936959,423.376,999.9829355,0.127297108,58.50717326,2.18379133,1.499006152,2940.07,"0.768718877",671.1850385,1040.37,"0.354859292","149.2501946",0.016418247,"1.825984986",505.93,"505.93","0.513701856","0.690788417","0.780439909","1.024411664","0.84054275",27.48689355,"July20"
"634","20230721 10:09:55",30.4,1.16,"LCOR-204","Q",0.001794755,1.794755371,10.49235708,409.9972,259.0924056,421.188,499.9696667,0.119878742,57.64376328,2.196543972,1.510679315,2940.07,"0.768718877",768.8371154,1568.7,"0.509889007","107.3730538",0.027912417,"0.874207943",573,"573","0.634729394","0.803317148","0.579353378","0.900019475","0.606777444",27.59990333,"July20"
"635","20230721 10:11:59",30.4,1.16,"LCOR-204","Q",0.001860924,1.860924155,6.732313957,410.0015484,314.8967391,417.696,250.01,0.127153964,57.42451523,2.180712074,1.479094336,2940.07,"0.768718877",762.3291538,1790.8,"0.574308045","60.51583839",0.037940053,"0.641763458",632.73,"632.73","0.646677463","0.888090397","0.498093042","0.925868583","0.508506904",27.37992258,"July20"
"636","20230721 10:14:05",30.4,1.16,"LCOR-204","Q",0.001681672,1.681672035,3.429838967,410.0650667,351.0779473,414.189,124.9957667,0.112386388,57.48850102,2.205311401,1.507521071,2940.07,"0.768718877",752.6250769,1964.02,"0.616793578","32.49152983",0.044545471,"0.496965408",653.33,"653.33","0.667350638","0.924242134","0.426830335","0.943426578","0.431863847",27.62576333,"July20"
"637","20230721 10:16:15",30.4,1.16,"LCOR-204","Q",0.0018779,1.877900495,0.518685635,409.9872667,393.4416247,411.395,50.03604667,0.125592221,56.90177426,2.148407787,1.510877967,2940.07,"0.768718877",738.6282692,2122.25,"0.651959821","13.74508525",0.042261878,"0.385355166",660.95,"660.95","0.688561668","0.946843038","0.358831479","0.959337928","0.361853278",27.37749333,"July20"
"638","20230721 10:17:24",30.4,1.16,"LCOR-204","Q",0.00160283,1.602829654,-1.648875494,410.2852333,424.9786899,409.255,0.0499931,0.108516245,57.49091228,2.186286942,1.487385374,2373.62,"0.702287645",0,0,"#DIV/0!","#DIV/0!",2.7e-12,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.423917973",27.44450667,"July20"
"654","20230721 11:10:23",27.6,1.25,"LCOR-291","Q",0.001121067,1.12106713,6.753742147,409.9573226,256.1899438,417.19,1500.007419,0.075054883,59.66222575,2.167878878,1.494982662,2373.62,"0.702287645",593.009,712.649,"0.167880682","105.8669836",0.006662309,"2.330699966",445.29,"445.29","0.375162247","0.447488209","0.861352051","19.96329051","0.996404841",27.39417097,"July20"
"655","20230721 11:12:15",27.6,1.25,"LCOR-291","Q",0.000805923,0.805922534,6.618392276,410.0224194,203.2351696,417.097,1000.011516,0.053579085,59.42002709,2.197857968,1.499048748,2373.62,"0.702287645",555.96972,761.422,"0.269827087","113.4897684",0.009827903,"2.117351482",431.82,"431.82","0.432876907","0.623334446","0.830259553","3.751456743","0.967146261",27.55225161,"July20"
"656","20230721 11:14:05",27.6,1.25,"LCOR-291","Q",0.000884144,0.884144259,6.211804501,409.9871613,227.4800412,416.732,500.0016774,0.057453771,57.70207692,2.156050243,1.535043709,2373.62,"0.702287645",655.76664,1285.38,"0.489826635","103.1549477",0.018663043,"0.846629012",484.42,"484.42","0.623130903","0.786073412","0.576032183","1.08793373","0.652827536",27.52535161,"July20"
"657","20230721 11:15:42",27.6,1.25,"LCOR-291","Q",0.000934922,0.934921886,4.930382304,410.0083871,273.6257096,415.356,250.0103226,0.062206537,58.19866798,2.180355154,1.500338444,2373.62,"0.702287645",717.99268,1771.17,"0.59462238","62.6564662",0.031219235,"0.340142392",573.42,"573.42","0.676247904","0.879296448","0.33465726","0.98935037","0.361405525",27.47712903,"July20"
"658","20230721 11:17:07",27.6,1.25,"LCOR-291","Q",0.000847434,0.847434335,3.014223245,409.9848667,314.4595496,413.266,124.9629333,0.056130266,57.92107883,2.176812359,1.505450631,2373.62,"0.702287645",694.4642308,1846.19,"0.623839241","32.85416645",0.044271767,"0.285685655",605.08,"605.08","0.672254752","0.927980412","0.298229048","1.010698908","0.316401554",27.48441333,"July20"
"659","20230721 11:18:48",27.6,1.25,"LCOR-291","Q",0.000790555,0.79055481,0.597532926,410.0904194,381.8900646,411,50.00543548,0.052096746,58.06557407,2.197494565,1.511635241,2373.62,"0.702287645",663.5450769,1952.21,"0.660105687","13.90818626",0.053309143,"0.215863048",590.9,"590.9","0.697317399","0.946635904","0.236385972","1.034611846","0.2528009",27.60869677,"July20"
"660","20230721 11:20:27",27.6,1.25,"LCOR-291","Q",0.001030756,1.030755868,-1.734461745,410.1427667,440.8271718,408.923,0.0499931,0.068314785,57.8227049,2.169662879,1.507986151,2188.17,"0.722568173",0,0,"#DIV/0!","#DIV/0!",-2.69e-12,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.383952458",27.46299,"July20"
"675","20230727 10:00:19",22.9,1.46,"LCOR-203","Q",0.000473182,0.473181742,5.548066862,410.8282,152.0874285,416.376,1499.975,0.035331474,70.97530039,2.974852785,1.318832642,3791.37,"0.835655206",532.1835385,628.663,"0.153467695","96.77596884",0.00552963,"5.030846415",412.75,"412.75","0.34344792","0.446844153","0.936094323","17.31791947","0.998241607",30.13535333,"July27"
"676","20230727 10:02:40",22.9,1.46,"LCOR-203","Q",0.000725527,0.725526953,5.389518674,410.2689355,248.0354774,416.021,999.9836452,0.056008869,70.11386409,2.92634981,1.281513556,3791.37,"0.835655206",516.2218462,669.351,"0.228772578","96.21949192",0.008102147,"4.664247906",419.19,"419.19","0.373736649","0.612122409","0.925816238","3.310250961","0.9853993",29.78394839,"July27"
"677","20230727 10:05:02",22.9,1.46,"LCOR-203","Q",0.00283208,2.832080491,2.830633,410.0432581,381.9506883,417.329,499.9890645,0.23353224,69.13057696,2.83323948,1.240622189,3791.37,"0.835655206",531.9139615,862.587,"0.383350362","80.72951073",0.010106115,"3.395347948",428.1,"428.1","0.503702235","0.761065437","0.870814118","1.380709127","0.924408442",29.22257097,"July27"
"678","20230727 10:07:43",22.9,1.46,"LCOR-203","Q",0.000107861,0.1078611,3.700928687,410.2473226,-282.829458,413.158,249.9821613,0.008571431,67.68481637,2.752266813,1.236389779,3791.37,"0.835655206",568.4787692,1125.5,"0.494910023","52.1437324",0.024329799,"2.368609507",474.98,"474.98","0.577983119","0.856270723","0.803846954","1.108702778","0.841425511",28.8571871,"July27"
"679","20230727 10:10:25",22.9,1.46,"LCOR-203","Q",0.00093092,0.930920002,1.739771755,409.6954839,360.1261477,412.085,125.0002258,0.068468501,65.68706075,2.672076334,1.351210879,3791.37,"0.835655206",570.9122308,1255.16,"0.545147845","28.7182904",0.030045846,"2.020626852",520.4,"520.4","0.585391504","0.931253429","0.775369386","1.082553912","0.800501073",29.00650645,"July27"
"680","20230727 10:12:08",22.9,1.46,"LCOR-203","Q",0.000285366,0.285365994,-0.167194086,409.9324545,413.7418796,409.98,49.96667273,0.02093207,65.71008457,2.676737185,1.342892928,3791.37,"0.835655206",562.6370385,1324.72,"0.57527852","12.1115979",0.029891862,"1.862016124",539.37,"539.37","0.592842261","0.97037367","0.75850246","1.086163719","0.778545929",28.99079091,"July27"
"681","20230727 10:13:17",22.9,1.46,"LCOR-203","Q",0.000792411,0.792411371,-2.747998895,410.3272333,474.8295561,407.711,0.0499931,0.060040171,66.80484581,2.748856939,1.308852329,1522.73,"0.630220459",0,0,"#DIV/0!","#DIV/0!",2.71e-12,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.586746329",29.15382,"July27"
"695","20230727 10:53:37",26.3,1.42,"LCOR-610","Q",0.00201524,2.015240095,11.58670853,410.0589667,262.5745594,422.42,1499.989,0.135961607,60.58422035,2.315041614,1.495606038,1522.73,"0.630220459",548.0326,702.249,"0.219603588","138.4821741",0.011365915,"1.168361934",419.9,"419.9","0.40206394","0.546190707","0.743977766","1.108078629","0.85497443",28.07132667,"July27"
"696","20230727 10:54:58",26.3,1.42,"LCOR-610","Q",0.001971471,1.971471035,11.36553704,409.9362903,259.3394634,422.004,1000.00329,0.130441448,59.32785089,2.278915842,1.523793038,1522.73,"0.630220459",564.45252,874.745,"0.354723354","149.1961268",0.016777918,"0.740770167",434.39,"434.39","0.503409565","0.704641664","0.59538839","0.99557828","0.675226613",28.03553871,"July27"
"697","20230727 10:56:08",26.3,1.42,"LCOR-610","Q",0.002085617,2.085617298,9.783709368,409.8707333,285.1609172,420.66,499.9935,0.137809664,58.40406294,2.247789496,1.528329147,1522.73,"0.630220459",693.2182692,1592.38,"0.5646653","118.9135481",0.029753636,"-0.04373956",495.34,"495.34","0.688931034","0.819625292","-0.067793146","0.873561487","-0.072578121",27.91519333,"July27"
"698","20230727 10:58:00",26.3,1.42,"LCOR-610","Q",0.001884243,1.884242578,6.44049445,409.9547742,318.1019253,417.195,249.9884839,0.126666288,59.1589546,2.297648617,1.49866782,1522.73,"0.630220459",712.9871154,1879.37,"0.620624403","65.39046587",0.04360424,"-0.189765719",552.91,"552.91","0.705800348","0.879320058","-0.367738343","0.886110145","-0.371633323",28.00667419,"July27"
"699","20230727 10:59:10",26.3,1.42,"LCOR-610","Q",0.001890283,1.890283442,3.19272375,410.1224333,359.3704059,413.907,124.9804667,0.126086557,58.42363752,2.267925724,1.510559304,1522.73,"0.630220459",680.0740769,1936.28,"0.648772865","34.17203245",0.056393773,"-0.213579648",564.04,"564.04","0.708699155","0.915441849","-0.43136989","0.914798136","-0.430935848",27.92593333,"July27"
"700","20230727 11:01:51",26.3,1.42,"LCOR-610","Q",0.001708115,1.708114882,0.643829658,409.9350645,390.8299373,411.121,50.00246774,0.113218224,58.46779844,2.280564986,1.516406123,1522.73,"0.630220459",643.04576,2061.93,"0.688134049","14.4979821",0.080495089,"-0.261502573",570.74,"570.74","0.723201079","0.95151137","-0.566392504","0.946645054","-0.561868237",28.00963226,"July27"
"701","20230727 11:03:49",26.3,1.42,"LCOR-610","Q",0.004377899,4.377898989,-1.734257349,409.9559333,409.2624732,409.984,0.0499931,0.139103891,13.15628853,0.512551998,3.208180422,2296.48,"0.744561416",0,0,"#DIV/0!","#DIV/0!",-2.73e-12,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.343072551",27.66212667,"July27"
"716","20230727 11:35:28",30.1,1.73,"LCOR-275","Q",0.003357257,3.357256821,17.34694388,1976.010323,1587.100829,2000,1500.00129,0.097479384,9.745719736,0.377705034,3.483895778,2296.48,"0.744561416",772.8154615,915.234,"0.155608881","98.12789462",0.015129257,"1.509172518",486.93,"486.93","0.467972125","0.332517414","0.76330911","0.433377858","0.807807422",28.2994871,"July27"
"717","20230727 11:36:44",30.1,1.73,"LCOR-275","Q",0.003081064,3.081064218,16.67180567,1977.236,1592.62043,2000,1000.023667,0.093621901,9.396940189,0.35006209,3.330014975,2296.48,"0.744561416",693.3126,906.834,"0.235458088","99.03527657",0.021880367,"1.532414973",481.25,"481.25","0.469307503","0.50171388","0.765548167","0.666786791","0.812720075",27.47426667,"July27"
"718","20230727 11:37:57",30.1,1.73,"LCOR-275","Q",0.003025289,3.025288758,16.43934441,1977.563871,1579.180527,2000,500.0133548,0.088885072,8.893504354,0.344180947,3.43926128,2296.48,"0.744561416",702.1492308,1260.25,"0.442849252","93.26385378",0.043147295,"0.822241619",531.31,"531.31","0.578409046","0.765633343","0.587042608","0.828484707","0.606028387",27.9484129,"July27"
"719","20230727 11:39:10",30.1,1.73,"LCOR-275","Q",0.002991022,2.991022452,10.56074699,1983.552667,1682.125649,2000,249.9912,0.086339554,8.605153204,0.340483562,3.497987538,2296.48,"0.744561416",696.08308,1629.54,"0.572834616","60.35588685",0.058345627,"0.409281147",587.91,"587.91","0.639217202","0.896150188","0.390349825","0.895032804","0.390052954",28.19624333,"July27"
"720","20230727 11:40:19",30.1,1.73,"LCOR-275","Q",0.002914455,2.914454635,5.116630389,1989.076333,1785.932561,2000,125.0025667,0.084767546,8.44301238,0.332545351,3.47141101,2296.48,"0.744561416",692.4065,1766.95,"0.608134639","32.03705823",0.065022545,"0.299685899",606.24,"606.24","0.656900308","0.925763972","0.313286871","0.910367467","0.309690138",28.04116667,"July27"
"721","20230727 11:42:04",30.1,1.73,"LCOR-275","Q",0.002844672,2.84467154,1.059904328,1993.285,1865.325981,2000,50.01063333,0.082971069,8.362605861,0.325864594,3.460830539,2296.48,"0.744561416",680.51124,1966.37,"0.653925131","13.7795678",0.066300067,"0.167877866",611.32,"611.32","0.689112425","0.948938238","0.195892378","0.931943517","0.193061416",27.96315,"July27"
"722","20230727 11:43:51",30.1,1.73,"LCOR-275","Q",0.002794507,2.79450719,-1.738851395,1996.177097,1921.39864,2000,0.0499931,0.080957297,8.219989936,0.321413676,3.482734583,2255.79,"0.718181793",0,0,"#DIV/0!","#DIV/0!",3.25e-11,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.392405111",28.04203226,"July27"
"737","20230728 09:20:42",21.8,1.68,"LCOR-516","Q",0.000581178,0.581177586,5.013981405,410.434,169.4930264,415.863,1499.94,0.034606593,62.77548495,2.325961756,1.661833322,0,"#DIV/0!",390.58148,429.7,"0.091036816","57.40602756",0.004768608,"-1",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0.091036816","#DIV/0!",27.9745,"July27"
"738","20230728 09:22:51",21.8,1.68,"LCOR-516","Q",0.000646723,0.646723072,4.989795779,410.017,217.8880685,415.366,999.92,0.043548114,64.05128086,2.323253888,1.473454296,0,"#DIV/0!",381.3547308,442.79,"0.138745837","58.35140025",0.007121159,"-1",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0.138745837","#DIV/0!",27.3278,"July27"
"739","20230728 09:25:11",21.8,1.68,"LCOR-516","Q",0.000639022,0.639022121,4.569412588,410.074,232.7290492,415.122,500.018,0.043379036,62.40919858,2.312430653,1.461773759,0,"#DIV/0!",439.22,599.81,"0.267734783","56.38532232",0.013222639,"-1",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0.267734783","#DIV/0!",27.489,"July27"
"740","20230728 09:27:32",21.8,1.68,"LCOR-516","Q",0.001799153,1.799153427,3.383605021,409.755,355.6832123,414.021,250.023,0.122877995,59.13463356,2.205438412,1.475889048,0,"#DIV/0!",515.81024,875.57,"0.410886348","43.29791543",0.020799656,"-1",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0.410886348","#DIV/0!",27.5669,"July27"
"741","20230728 09:30:05",21.8,1.68,"LCOR-516","Q",0.000732694,0.732693806,2.107971196,410.046,332.4485703,412.279,125.087,0.049464649,60.09234762,2.239572656,1.472475586,0,"#DIV/0!",519.9101538,1003.49,"0.481898022","25.40407398",0.029478051,"-1",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0.481898022","#DIV/0!",27.5536,"July27"
"742","20230728 09:32:10",21.8,1.68,"LCOR-516","Q",0.000802891,0.802890899,0.398998823,410.079,388.3214866,410.726,49.7729,0.053365157,58.83754999,2.189312332,1.497215173,0,"#DIV/0!",517.1198,1104.5,"0.531806428","11.1529502",0.033354249,"-1",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0.531806428","#DIV/0!",27.4855,"July27"
"743","20230728 09:34:08",21.8,1.68,"LCOR-516","Q",0.000959926,0.959926179,-1.584001402,410.022,439.5907269,408.838,0.0499931,0.064304637,58.54103853,2.177973793,1.488993346,1295.03,"0.610249599",0,0,"#DIV/0!","#DIV/0!",-1.06e-14,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.638673751",27.4977,"July27"
"758","20230728 10:24:24",33.4,1.7,"LCOR-003","Q",0.00081168,0.811680285,9.769344194,389.699,27.55375633,400,1499.99,0.044222412,60.12730403,2.321432554,1.817920567,2079.73,"0.724243243",532.35828,642.32,"0.171194607","107.955576",0.00935505,"2.237840952",0,"354.6470125","0.44786553","0.382245552","0.833241073","1.597807046","0.954309513",28.6962,"July27"
"759","20230728 10:14:11",33.4,1.7,"LCOR-003","Q",0.000896466,0.896466094,8.222558611,401.259,204.4005559,410,500.023,0.069812146,68.08788765,2.607129146,1.27777731,1295.03,"0.610249599",657.764,1221.77,"0.461630258","97.22101839",0.023282027,"0.059962186",0,"493.211957","0.59631358","0.774140105","0.091367363","0.786584648","0.092699968",27.9648,"July27"
"760","20230728 10:16:21",33.4,1.7,"LCOR-003","Q",0.00166536,1.665360401,6.740568447,402.545,278.4676359,410,250.075,0.095681586,54.156497,2.111170572,1.744843514,1295.03,"0.610249599",684.5566923,1662.09,"0.588135003","61.98874927",0.039490803,"-0.220842433",0,"552.2746317","0.667722788","0.880807146","-0.494186936","0.844629549","-0.464461508",28.1039,"July27"
"761","20230728 10:17:23",33.4,1.7,"LCOR-003","Q",0.001711057,1.711056534,3.157628724,406.107,342.5854339,410,124.972,0.097163771,52.76736666,2.054080396,1.766745398,1295.03,"0.610249599",654.0441923,1728.24,"0.621554765","32.73619796",0.045014128,"-0.250665417",0,"559.3890652","0.676324431","0.91901865","-0.588887839","0.877968498","-0.548164796",28.0636,"July27"
"762","20230728 10:19:30",33.4,1.7,"LCOR-003","Q",0.001532554,1.532554342,0.600818487,408.811,386.3996718,410,50.2285,0.087614533,52.57463127,2.028181818,1.752407581,1295.03,"0.610249599",637.2321923,1865.43,"0.658399301","13.93401313",0.051617717,"-0.305774004",0,"573.0295703","0.692816364","0.950322965","-0.790027231","0.902627651","-0.721758961",27.8867,"July27"
"763","20230728 10:21:54",33.4,1.7,"LCOR-003","Q",0.00165978,1.659780296,-2.029273102,411.335,433.8823213,410,0.0499931,0.095677064,52.66873221,2.042842371,1.740293422,2079.73,"0.724243243",0,0,"#DIV/0!","#DIV/0!",0,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.380751577",28.0433,"July27"
"778","20230728 11:05:24",30.1,1.47,"LCOR-578","Q",0.001481098,1.481097664,8.830323499,400.609,229.4278367,410,1500.09,0.088129027,63.85515938,2.530208682,1.675513232,2079.73,"0.724243243",690.7526154,803.71,"0.140544954","88.63374037",0.008609935,"1.587662216",0,"398.8706191","0.503713256","0.279017778","0.759147383","0.490670207","0.847161231",28.8922,"July27"
"779","20230728 11:06:26",30.1,1.47,"LCOR-578","Q",0.001627632,1.62763161,8.663215332,400.719,252.8426909,410,999.878,0.101106262,62.30798911,2.460271073,1.610454091,2079.73,"0.724243243",648.5294,834.29,"0.22265711","93.63747115",0.012712638,"1.492814249",0,"406.2608515","0.513046001","0.433990537","0.744226448","0.712298459","0.826858892",28.6118,"July27"
"780","20230728 11:08:02",30.1,1.47,"LCOR-578","Q",0.001294873,1.294873139,8.027866001,401.432,230.0849087,410,500.101,0.079792071,60.74951476,2.450015954,1.617195408,2079.73,"0.724243243",645.0876154,1117.44,"0.422709393","89.03805257",0.023873204,"0.861155856",0,"463.4454252","0.585261468","0.722257344","0.595371641","0.868389964","0.638873044",28.7413,"July27"
"781","20230728 11:09:04",30.1,1.47,"LCOR-578","Q",0.001538284,1.538283875,6.141177346,403.226,287.7511636,410,249.921,0.09385154,58.87780238,2.397759112,1.638319328,2079.73,"0.724243243",711.09156,1706.55,"0.583316305","61.44322776",0.03878342,"0.218675105",0,"540.8836977","0.683054292","0.853982343","0.24250635","0.878565014","0.247757581",28.6942,"July27"
"782","20230728 11:11:06",30.1,1.47,"LCOR-578","Q",0.00137352,1.373519622,3.302709331,406.156,335.2809856,410,125.155,0.08726144,60.79044127,2.519899767,1.569947553,2079.73,"0.724243243",696.67752,1981.34,"0.648380631","34.19880928",0.050544949,"0.049658312",0,"565.7524043","0.714459707","0.907511823","0.064987752","0.912505764","0.065322012",28.9396,"July27"
"783","20230728 11:12:24",30.1,1.47,"LCOR-578","Q",0.000671174,0.671173697,0.63056645,409.122,381.8908708,410,50.0078,0.053097253,68.53732229,2.7898952,1.251434956,2079.73,"0.724243243",662.53628,2098.08,"0.684217818","14.41699899",0.063116798,"-0.008746092",0,"574.8861068","0.725994191","0.942456326","-0.012193956","0.941599223","-0.012182731",28.7456,"July27"
"784","20230728 11:13:51",30.1,1.47,"LCOR-578","Q",0.000919423,0.919422671,-1.737640178,411.442,440.4402428,410,0.0499931,0.075165371,68.61312044,2.779277681,1.216249602,2256.61,"0.741423817",0,0,"#DIV/0!","#DIV/0!",2.12e-14,"#DIV/0!",0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","0","1.34875624",28.7545,"July27"
"799","20230728 11:54:25",33.3,1.91,"LCOR-417","Q",0.002246372,2.246371819,12.31669529,396.66,239.899371,410,1500.08,0.135919407,60.88451444,2.300038182,1.665703865,2256.61,"0.741423817",689.4788462,848.82,"0.187720782","118.3840179",0.011142935,"1.658525954",0,"408.3727693","0.518893559","0.36177127","0.761693346","0.600574842","0.841423882",28.0493,"July27"
"800","20230728 11:55:33",33.3,1.91,"LCOR-417","Q",0.001674375,1.674375262,11.75727388,397.593,216.4521358,410,999.855,0.110318784,62.87711097,2.38287422,1.522365664,2256.61,"0.741423817",660.08176,922.67,"0.284596053","119.6829561",0.016044888,"1.445738997",0,"424.72798","0.539675095","0.527347019","0.728180082","0.774221115","0.797284377",27.9889,"July27"
"801","20230728 11:57:12",33.3,1.91,"LCOR-417","Q",0.001378826,1.378825603,10.11241412,399.295,213.8267723,410,500.021,0.092232557,61.57898312,2.351850838,1.495171184,2256.61,"0.741423817",732.3145385,1421.17,"0.484710106","102.0813162",0.028133655,"0.58785367",0,"506.5130978","0.643594294","0.7531299","0.477367853","0.822352557","0.499335248",27.9392,"July27"
