Obs#,Time,Date,configName,configAuthor,remark,Observation,ID,time(hour),gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
85,12:40:50,9/2/22,Auto gsw+F,LI-COR Default,,85,LCOR-365,12,0.293358,2.91844,0.266563,7.479652,1.847895,1.639434,4.576352,2.728456,16.320894,18.396172,45.558506,0.441786,PSF-00281_20220902124050,0,0,0,125.746964,271.03009,0.536041,0.5,0.8,378.778442,41.25,36.6,30.88,31.25,100.45,156.3,133.3,14.7,1767,3.921,1,172,182,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:21,9/2/22,-0.66,0.002,-0.001,-9999,-0.339,1.857,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,235.329514,25,-26.11282,227.723831,233.623398,-5.899567,2.471016,2.502764,1.657243,0.874534,0.216071,0.004833,0.669686,1.749222,125.746964,0.001069,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902124050,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
86,12:41:40,9/2/22,Auto gsw+F,LI-COR Default,,86,LCOR-480,12,0.617401,2.920063,0.509644,10.82793,1.985161,1.684164,4.055317,2.070157,16.76494,19.761202,40.368488,0.441786,PSF-00281_20220902124140,0,0,0,113.202812,328.74649,0.655653,0.5,0.8,295.995178,44.3,37.58,30.88,29.14,100.46,156.5,156.3,0.1,1129,3.919,25,-157,204,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:21,9/2/22,-0.66,-0.002,0,0.01,0.624,0.458,-0.278,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,288.209442,25,-28.032721,285.658112,288.589539,-2.931427,2.47232,2.506867,1.658971,0.931392,0.216009,-0.020047,0.671477,1.156017,113.202812,0.001051,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902124140,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
87,12:43:09,9/2/22,Auto gsw+F,LI-COR Default,,87,LCOR-433,12,0.47755,2.918822,0.410404,7.57721,1.862775,1.651731,3.665972,1.803197,16.44647,18.547857,36.502487,0.441786,PSF-00281_20220902124309,0,0,0,107.605934,391.788605,0.725347,0.5,0.8,313.402557,41.41,36.72,30.95,27.41,100.43,156.3,156,0.2,1080,3.917,24,-173,185,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:21,9/2/22,-0.66,-0.001,0.001,0.017,-0.048,0.372,0.772,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,370.445251,25,-14.571643,375.650177,370.914673,4.735504,2.471168,2.502971,1.657649,0.930763,0.215456,-0.040812,0.675457,1.110968,107.605934,0.00109,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902124309,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
88,12:44:33,9/2/22,Auto gsw+F,LI-COR Default,,88,LCOR-453,12,0.450773,2.918543,0.390465,9.769424,1.947326,1.675344,4.381404,2.434078,16.678434,19.38607,43.617867,0.441786,PSF-00281_20220902124433,0,0,0,121.566299,279.365875,0.564849,0.5,0.8,360.930511,43.28,37.23,30.95,30.49,100.45,156.3,147.8,5.4,1597,3.917,19,-177,197,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:21,9/2/22,-0.66,-0.003,-0.004,0.013,-0.66,0.463,2.248,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,238.457672,25,-29.319307,230.69072,237.365875,-6.675156,2.471849,2.505489,1.657353,0.909943,0.215413,-0.005129,0.678723,1.591985,121.566299,0.001049,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902124433,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
89,12:45:20,9/2/22,Auto gsw+F,LI-COR Default,,89,LCOR-223,12,0.504563,2.919747,0.430217,10.708835,2.00603,1.708329,4.426559,2.420529,17.005281,19.968699,44.063454,0.441786,PSF-00281_20220902124520,0,0,0,111.308815,242.390594,0.540787,0.5,0.8,309.033905,44.49,37.88,30.99,30.67,100.46,156.5,154.8,1.1,1429,3.915,-6,-174,209,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:21,9/2/22,-0.66,0.003,0.003,0.016,-1.544,-3.711,-5.004,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,209.707977,25,-23.859024,201.516144,208.212463,-6.69632,2.472705,2.507104,1.658634,0.927558,0.215089,-0.003466,0.680506,1.434986,111.308815,0.001048,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902124520,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
90,12:46:52,9/2/22,Auto gsw+F,LI-COR Default,,90,LCOR-216,12,0.409626,2.919751,0.359229,8.460745,1.958856,1.723534,4.25183,2.292974,17.156246,19.498674,42.323189,0.441786,PSF-00281_20220902124652,0,0,0,107.795479,288.089722,0.625827,0.5,0.8,245.795654,42.83,37.68,31.24,29.96,100.46,156.5,156.3,0.1,982,3.914,7,-154,206,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:37:21,9/2/22,-0.66,0.003,0,-0.013,0.195,0.136,0.532,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,255.226135,25,-23.051504,250.34523,255.068375,-4.723145,2.472399,2.504837,1.658638,0.931527,0.212992,-0.014706,0.683963,1.019562,107.795479,0.001068,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902124652,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
92,12:48:14,9/2/22,Auto gsw+F,LI-COR Default,,92,LCOR-159,12,0.291619,2.920319,0.265142,6.175652,1.835873,1.663994,4.106268,2.270395,16.565891,18.277033,40.879948,0.441786,PSF-00281_20220902124814,0,0,0,104.130867,344.275665,0.697536,0.5,0.8,361.596985,39.86,36.13,31.36,29.36,100.45,156.5,156.3,0.1,1296,3.913,13,-171,182,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:48,9/2/22,-0.68,0,0,0.009,0.054,-0.099,0.002,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,317.712677,25,-18.101139,320.231079,318.345734,1.885345,2.470318,2.500821,1.659245,0.931508,0.211973,-0.023231,0.686569,1.311636,104.130867,0.001088,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902124814,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
93,12:49:07,9/2/22,Auto gsw+F,LI-COR Default,,93,LCOR-426,12,0.168708,2.919181,0.15949,4.313021,1.790148,1.669929,4.422842,2.632694,16.622786,17.819464,44.025791,0.441786,PSF-00281_20220902124907,0,0,0,110.008118,266.693268,0.587511,0.5,0.8,242.810379,38.75,36.14,31.42,30.65,100.46,156.4,154.3,1.3,1033,3.911,24,-135,221,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:48,9/2/22,-0.68,0,0.002,0.015,1.184,1.736,10.916,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,239.604599,25,-19.345989,234.273438,238.980072,-4.706635,2.470328,2.499293,1.658031,0.926332,0.211509,-0.008725,0.688165,1.067296,110.008118,0.001073,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902124907,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
95,12:51:19,9/2/22,Auto gsw+F,LI-COR Default,,95,LCOR-113,12,0.506097,2.917931,0.431292,10.995076,2.095928,1.790191,4.571321,2.475393,17.82468,20.86887,45.516018,0.441786,PSF-00281_20220902125119,0,0,0,122.251511,264.326904,0.537499,0.5,0.8,44.738522,45.24,38.64,31.47,31.23,100.43,156.2,156.5,-0.2,208,3.909,3,175,200,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:48,9/2/22,-0.68,0,-0.004,-0.008,-1.238,-0.098,12.285,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,229.074234,25,-26.297915,220.384247,226.65506,-6.270813,2.473627,2.508051,1.656703,0.931932,0.211108,-0.002442,0.692013,0.300014,122.251511,0.001054,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902125119,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
96,12:52:19,9/2/22,Auto gsw+F,LI-COR Default,,96,LCOR-505,12,0.259449,2.919896,0.238277,7.304566,1.838092,1.634767,4.814851,2.976759,16.277836,18.302401,47.942837,0.441786,PSF-00281_20220902125219,0,0,0,114.224556,266.314392,0.571091,0.5,0.8,375.351257,39.62,35.24,31.49,32.15,100.43,156.5,156.3,0.1,1643,3.907,7,177,188,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:48,9/2/22,-0.68,0,0.003,0.008,-0.648,-1.193,-0.295,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,232.481003,25,-23.474318,230.465775,232.687363,-2.221588,2.469113,2.50048,1.658793,0.931422,0.210925,0.008226,0.69391,1.63445,114.224556,0.001081,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902125219,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
97,12:54:00,9/2/22,Auto gsw+F,LI-COR Default,,97,LCOR-153,12,0.311017,2.917948,0.28106,9.270641,1.976085,1.718014,5.17063,3.194545,17.107777,19.677614,51.48851,0.441786,PSF-00281_20220902125400,0,0,0,112.997528,266.538788,0.576056,0.5,0.8,429.164642,42.55,37,31.51,33.41,100.42,156.2,154.7,1,1863,3.905,-14,164,175,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:48,9/2/22,-0.68,0.003,0.002,0.015,-0.613,-0.803,4.318,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,218.921188,25,-35.104412,206.923126,216.251602,-9.328476,2.471449,2.504443,1.65672,0.92742,0.210773,0.023328,0.697666,1.838451,112.997528,0.001053,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902125400,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
98,12:55:18,9/2/22,Auto gsw+F,LI-COR Default,,98,LCOR-336,12,0.411668,2.918907,0.360785,8.122909,1.900343,1.674184,4.094183,2.193841,16.668789,18.920509,40.763191,0.441786,PSF-00281_20220902125518,0,0,0,95.576408,319.806,0.701142,0.5,0.8,492.019958,40.87,36.01,31.53,29.31,100.44,156.4,148.2,5.2,1754,3.904,-7,-176,165,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:48,9/2/22,-0.68,0,-0.002,-9999,1.099,0.282,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,295.980347,25,-15.901782,299.231873,297.026642,2.205231,2.470129,2.502165,1.65774,0.910993,0.210585,-0.025819,0.700666,1.737872,95.576408,0.001088,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902125518,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
99,12:56:34,9/2/22,Auto gsw+F,LI-COR Default,,99,LCOR-412,12,0.320899,2.919238,0.289117,8.063167,1.949121,1.724756,4.658582,2.709461,17.169312,19.402786,46.37447,0.441786,PSF-00281_20220902125634,0,0,0,109.03215,256.338715,0.574656,0.5,0.8,360.522766,41.93,37.11,31.53,31.56,100.46,156.4,156.1,0.2,1568,3.903,-2,-176,144,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:48,9/2/22,-0.68,0.002,-0.003,0.009,-0.664,-2.421,-2.869,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,217.713837,25,-27.896622,210.190765,216.376724,-6.185959,2.47159,2.503601,1.658093,0.930997,0.210628,0.000826,0.703035,1.564985,109.03215,0.001065,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902125634,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
100,12:57:41,9/2/22,Auto gsw+F,LI-COR Default,,100,LCOR-509,12,0.192131,2.92027,0.180271,5.722754,1.803214,1.643884,4.885709,3.082495,16.365965,17.952206,48.640514,0.441786,PSF-00281_20220902125741,0,0,0,146.848083,285.783966,0.486157,0.5,0.8,318.99942,38.83,35.39,31.51,32.41,100.45,156.5,154.2,1.5,1640,3.902,0,175,203,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:47:48,9/2/22,-0.68,0.004,0.001,-9999,-0.541,0.838,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,260.678894,25,-18.197315,257.59436,259.716248,-2.121887,2.469315,2.499388,1.659192,0.926105,0.210747,0.011079,0.704696,1.631923,146.848083,0.001054,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902125741,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
101,12:58:42,9/2/22,Auto gsw+F,LI-COR Default,,101,LCOR-549,12,0.627956,2.918321,0.516761,12.704231,1.966831,1.613171,4.358443,2.391612,16.060322,19.581266,43.391552,0.441786,PSF-00281_20220902125842,0,0,0,147.012955,321.925201,0.543332,0.5,0.8,356.894714,42.3,34.69,31.53,30.4,100.44,156.3,156.6,-0.2,1642,3.901,12,-178,159,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:58:29,9/2/22,-0.63,0.003,0.001,0.004,0.111,2.685,9.03,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,287.738098,25,-24.330833,283.570648,287.071198,-3.500549,2.468372,2.504037,1.657117,0.932186,0.210576,-0.013092,0.706062,1.633545,147.012955,0.001047,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902125842,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
102,12:59:33,9/2/22,Auto gsw+F,LI-COR Default,,102,LCOR-466,12,0.32221,2.92083,0.290197,7.80416,1.904415,1.687428,4.519586,2.615171,16.797514,18.95751,44.990257,0.441786,PSF-00281_20220902125933,0,0,0,130.222321,290.565552,0.551832,0.5,0.8,289.570435,40.92,36.26,31.55,31.03,100.46,156.6,155.3,0.8,1312,3.9,30,-157,210,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:58:29,9/2/22,-0.63,-0.002,0,0.019,-2.018,-2.798,0.244,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,259.394287,25,-22.603287,253.328201,258.186279,-4.858078,2.470461,2.502173,1.65979,0.928813,0.21045,-0.005764,0.707997,1.326404,130.222321,0.001065,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902125933,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
103,13:00:11,9/2/22,Auto gsw+F,LI-COR Default,,103,LCOR-547,12,0.486658,2.919059,0.417117,11.459877,1.995946,1.677149,4.664549,2.668603,16.694319,19.867619,46.430862,0.441786,PSF-00281_20220902130011,0,0,0,103.667381,196.333939,0.471984,0.5,0.8,310.270569,42.83,35.99,31.57,31.59,100.46,156.4,155.7,0.5,1643,3.899,11,-159,207,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:58:29,9/2/22,-0.63,0,0.001,0.009,0.215,0.088,-2.092,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,170.201904,25,-19.277033,162.959213,168.719528,-5.760315,2.470098,2.504746,1.657901,0.929763,0.210253,0.000554,0.709566,1.634734,103.667381,0.001066,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902130011,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
104,13:01:16,9/2/22,Auto gsw+F,LI-COR Default,,104,LCOR-598,12,0.400364,2.917845,0.352058,10.052383,2.207209,1.927947,4.972748,2.765539,19.193964,21.974199,49.506927,0.441786,PSF-00281_20220902130116,0,0,0,127.682808,275.003784,0.535705,0.5,0.8,387.422729,47.12,41.16,31.66,32.72,100.45,156.2,156.4,-0.1,1808,3.831,-1,165,183,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,12:58:29,9/2/22,-0.63,0.001,-0.001,0.009,-0.979,-0.798,0.448,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,239.820236,25,-25.16013,235.243683,238.961823,-3.71814,2.476894,2.510469,1.656612,0.931637,0.209502,0.013051,0.712307,1.787763,127.682808,0.001049,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902130116,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
105,14:05:40,9/2/22,Auto gsw+F,LI-COR Default,,105,LCOR-599,14,0.038712,2.917955,0.038205,1.378714,1.491572,1.453009,4.997942,3.50637,14.470907,14.854967,49.775841,0.441786,PSF-00281_20220902140540,0,0,0,155.770538,234.454041,0.335603,0.5,0.8,188.973175,31.53,30.71,31.84,32.81,100.41,156.2,155.4,0.5,1408,3.829,-8,-173,200,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:04:44,9/2/22,-0.63,0.001,0.002,0.003,-1.383,-3.966,-11.226,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,224.047775,25,-7.372925,222.789291,223.892303,-1.103012,2.462939,2.489175,1.656728,0.929066,0.208076,0.012048,0.82202,1.415537,155.770538,0.001082,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902140540,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
106,14:06:18,9/2/22,Auto gsw+F,LI-COR Default,,106,LCOR-316,14,0.165817,2.918835,0.156904,4.991782,1.59716,1.457775,4.691777,3.094616,14.517392,15.905476,46.723515,0.441786,PSF-00281_20220902140618,0,0,0,187.673096,314.099274,0.402504,0.5,0.8,215.432953,33.8,30.85,31.82,31.69,100.42,156.3,152.2,2.6,1338,3.829,-22,-178,71,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:04:44,9/2/22,-0.63,-0.001,0,0.004,-1.129,-3.026,-11.424,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,299.446808,25,-10.285439,298.402893,299.365356,-0.962463,2.463128,2.49236,1.657663,0.921059,0.208239,-0.001158,0.82303,1.350785,187.673096,0.001045,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902140618,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
107,14:07:35,9/2/22,Auto gsw+F,LI-COR Default,,107,LCOR-100,14,0.084878,2.921425,0.082482,3.123584,1.524056,1.436949,5.199513,3.675457,14.309893,15.177345,51.779472,0.441786,PSF-00281_20220902140735,0,0,0,167.758942,229.241867,0.268201,0.5,0.8,195.788483,32.32,30.47,31.78,33.51,100.42,156.7,151.8,3.1,1825,3.826,-41,174,200,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:04:44,9/2/22,-0.63,-0.001,0,0,-1.977,-4.418,-11.751,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,222.891571,25,-4.349717,224.225525,223.01088,1.214645,2.462618,2.490297,1.660426,0.919879,0.208547,0.021295,0.825178,1.803583,167.758942,0.001054,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902140735,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
108,14:08:13,9/2/22,Auto gsw+F,LI-COR Default,,108,LCOR-304,14,0.133805,2.918593,0.12794,4.568217,1.560834,1.433188,5.029088,3.468254,14.270732,15.541745,50.076309,0.441786,PSF-00281_20220902140813,0,0,0,126.789093,190.792816,0.335462,0.5,0.8,251.336502,33.16,30.45,31.75,32.92,100.43,156.3,156,0.2,1873,3.826,11,164,185,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:04:44,9/2/22,-0.63,0,0,0.001,-1.69,-3.708,-11.682,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,179.367538,25,-8.307469,178.022858,178.892334,-0.869476,2.462585,2.491474,1.657406,0.930543,0.208796,0.014441,0.826055,1.848262,126.789093,0.001051,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902140813,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
109,14:09:04,9/2/22,Auto gsw+F,LI-COR Default,,109,LCOR-494,14,0.190408,2.918019,0.178745,5.784698,1.616981,1.455368,4.763765,3.146785,14.492128,16.101416,47.436165,0.441786,PSF-00281_20220902140904,0,0,0,206.098083,306.36142,0.327271,0.5,0.8,221.139282,34.36,30.93,31.74,31.96,100.42,156.2,155.5,0.5,1689,3.826,-11,-177,151,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:04:44,9/2/22,-0.63,0.001,0.002,0.004,-2.065,-3.966,-11.469,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,295.296539,25,-7.643308,296.322235,295.412354,0.909882,2.463243,2.493152,1.656796,0.929402,0.20884,0.002934,0.827018,1.677349,206.098083,0.001053,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902140904,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
111,14:11:10,9/2/22,Auto gsw+F,LI-COR Default,,111,LCOR-439,14,0.459577,2.919198,0.397066,11.191473,1.767411,1.455495,4.509608,2.742197,14.492672,17.598484,44.903111,0.441786,PSF-00281_20220902141110,0,0,0,139.494537,254.897278,0.452742,0.5,0.8,308.676788,37.84,31.16,31.61,30.99,100.43,156.4,156.6,-0.1,1704,3.822,-23,-177,166,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:04:44,9/2/22,-0.63,0.001,0.003,0.011,-2.197,-4.584,-8.092,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,232.520706,25,-16.286488,229.04277,231.566833,-2.524063,2.463585,2.497973,1.658049,0.932082,0.209931,-0.006975,0.828043,1.691502,139.494537,0.001093,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902141110,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
112,14:12:35,9/2/22,Auto gsw+F,LI-COR Default,,112,LCOR-378,14,0.414157,2.920632,0.362722,8.114709,1.772165,1.54627,3.954868,2.182703,15.396691,17.645992,39.379837,0.441786,PSF-00281_20220902141235,0,0,0,105.307816,323.143158,0.674114,0.5,0.8,66.35791,37.94,33.1,31.61,28.71,100.43,156.6,153.9,1.7,246,3.821,43,-167,199,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:04:44,9/2/22,-0.63,0.003,0.003,0.016,-0.577,2.05,-2.15,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,296.44455,25,-20.060961,297.013519,294.405762,2.607758,2.466223,2.498109,1.659579,0.925286,0.209922,-0.03372,0.830212,0.335356,105.307816,0.0011,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902141235,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
113,14:13:20,9/2/22,Auto gsw+F,LI-COR Default,,113,LCOR-595,14,0.440199,2.919629,0.382525,8.575888,1.773589,1.53467,3.960841,2.187252,15.281147,17.660133,39.43922,0.441786,PSF-00281_20220902141320,0,0,0,125.803825,356.927673,0.647537,0.5,0.8,245.068512,37.93,32.82,31.63,28.74,100.43,156.4,156.2,0.2,946,3.821,32,-164,199,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:04:44,9/2/22,-0.63,0.001,0.002,0.014,1.002,2.985,14.278,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,322.571045,25,-23.693892,323.217621,322.986115,0.231506,2.465841,2.498096,1.658509,0.931153,0.209777,-0.033628,0.831199,0.986339,125.803825,0.001096,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902141320,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
114,14:14:49,9/2/22,Auto gsw+F,LI-COR Default,,114,LCOR-371,14,0.256569,2.920069,0.235846,5.660928,1.616227,1.458328,3.959754,2.343526,14.521674,16.093996,39.430256,0.441786,PSF-00281_20220902141449,0,0,0,100.542068,395.805786,0.745981,0.5,0.8,300.348846,34.45,31.08,31.69,28.73,100.42,156.5,155.7,0.5,1007,3.819,35,-175,182,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,14:04:44,9/2/22,-0.63,0.002,0.002,0.012,0.604,0.308,1.69,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,377.403259,25,-12.230744,384.401306,378.285217,6.116089,2.463465,2.493282,1.658978,0.929965,0.209277,-0.034408,0.833309,1.042504,100.542068,0.001098,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20220902141449,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
