Obs#,Time,Date,configName,configAuthor,remark,Observation,ID,leaf,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
89,13:29:31,9/19/22,Auto gsw+F,LI-COR Default,,89,LCOR-567,12,0.605551,2.917077,0.501455,10.663188,1.663533,1.365676,3.740631,2.077098,13.604894,16.572145,37.264236,0.441786,PSF-00336_20220919132931,0,0,0,143.347977,302.143616,0.525563,0.5,0.8,312.156067,42.41,34.82,28.57,27.75,100.38,156.1,154.5,1,1485,3.982,-13,151,99,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:26:31,9/19/22,-0.13,-0.003,0.001,0.017,-0.597,-0.185,6.58,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,274.869568,25,-19.640665,271.973846,274.085175,-2.111328,2.443368,2.441738,1.656984,0.925566,0.236662,-0.010714,0.462946,1.459191,143.347977,0.000625,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919132931,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
92,13:31:35,9/19/22,Auto gsw+F,LI-COR Default,,92,LCOR-478,14,0.695863,2.917269,0.561845,10.335888,1.732617,1.444124,3.531005,1.798388,14.385169,17.258902,35.172962,0.441786,PSF-00336_20220919133135,0,0,0,112.70285,283.819336,0.602906,0.5,0.8,280.297455,44.33,36.95,28.51,26.77,100.39,156.2,155.5,0.4,1162,3.98,-13,-177,85,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:26:31,9/19/22,-0.13,0.001,-0.001,0.014,-0.806,-1.633,-3.856,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,258.611786,25,-17.462423,258.793823,258.872711,-0.078888,2.446424,2.444437,1.657187,0.928052,0.237234,-0.02178,0.46691,1.165378,112.70285,0.000625,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919133135,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
93,13:32:32,9/19/22,Auto gsw+F,LI-COR Default,,93,LCOR-329,14,0.347382,2.916594,0.31041,7.192141,1.509626,1.308343,3.77415,2.264525,13.034164,15.039407,37.599377,0.441786,PSF-00336_20220919133232,0,0,0,160.844925,329.860016,0.512384,0.5,0.8,247.14238,38.66,33.5,28.49,27.91,100.38,156.1,154.8,0.8,1206,3.979,-9,157,82,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:26:31,9/19/22,-0.13,0.001,0.003,0.005,-1.955,-2.043,10.063,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,306.097626,25,-17.146814,304.185028,305.364258,-1.17923,2.441493,2.436449,1.656473,0.926286,0.237391,-0.007916,0.468472,1.205061,160.844925,0.00062,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919133232,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
94,13:33:15,9/19/22,Auto gsw+F,LI-COR Default,,94,LCOR-225,13,0.314365,2.917067,0.283782,6.440556,1.516435,1.336266,3.734962,2.218527,13.31234,15.107241,37.208969,0.441786,PSF-00336_20220919133315,0,0,0,120.810272,315.731964,0.617364,0.5,0.8,286.368286,38.83,34.21,28.5,27.73,100.38,156.1,155.3,0.5,1160,3.978,3,165,87,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:26:31,9/19/22,-0.13,-0.002,0,0.012,1.423,3.657,7.62,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,281.080841,25,-24.934853,276.263245,280.110321,-3.847076,2.442514,2.436685,1.656974,0.927577,0.237357,-0.010122,0.469547,1.162978,120.810272,0.000623,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919133315,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
95,13:34:07,9/19/22,Auto gsw+F,LI-COR Default,,95,LCOR-312,13,0.394609,2.916346,0.347579,7.082122,1.490665,1.292386,3.485228,1.994563,12.875219,14.850552,34.721127,0.441786,PSF-00336_20220919133407,0,0,0,110.527039,295.564636,0.626048,0.5,0.8,212.738373,38.13,33.06,28.51,26.55,100.38,156,153.7,1.5,850,3.976,-8,-161,82,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:26:31,9/19/22,-0.13,-0.005,-0.001,0.008,-0.841,-0.546,-2.152,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,268.735168,25,-18.708437,266.842255,268.837982,-1.995728,2.440845,2.435693,1.656211,0.923641,0.237216,-0.024445,0.471043,0.880528,110.527039,0.000608,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919133407,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
96,13:35:21,9/19/22,Auto gsw+F,LI-COR Default,,96,LCOR-108,12,0.583493,2.916834,0.486227,9.429251,1.662757,1.399345,3.558579,1.895823,13.941833,16.566235,35.454525,0.441786,PSF-00336_20220919133521,0,0,0,112.624168,310.757904,0.637582,0.5,0.8,281.951111,42.59,35.84,28.49,26.9,100.37,156.1,155.8,0.2,1106,3.975,-8,-169,104,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:26:31,9/19/22,-0.13,0.003,0.004,-0.011,-0.587,-1.855,2.113,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,283.523804,25,-18.828842,283.475525,283.859222,-0.383698,2.44485,2.442004,1.656727,0.928805,0.237408,-0.019974,0.473055,1.11371,112.624168,0.00062,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919133521,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
97,13:36:15,9/19/22,Auto gsw+F,LI-COR Default,,97,LCOR-479,15,0.33642,2.919659,0.301661,7.148265,1.468791,1.269158,3.784882,2.316092,12.645145,14.634164,37.710331,0.441786,PSF-00336_20220919133615,0,0,0,76.207283,206.311264,0.63062,0.5,0.8,309.535583,37.52,32.42,28.54,27.95,100.37,156.4,142.6,8.9,1227,3.974,-45,-170,101,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:26:31,9/19/22,-0.13,0.002,0.004,0.011,0.225,0.639,0.986,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,175.881027,25,-21.079144,174.55423,176.197845,-1.643616,2.439905,2.434804,1.659724,0.896135,0.23697,-0.007877,0.474656,1.224428,76.207283,0.000624,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919133615,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
98,13:37:16,9/19/22,Auto gsw+F,LI-COR Default,,98,LCOR-431,13,0.535245,2.917744,0.452277,9.831205,1.594837,1.320195,3.718917,2.12408,13.152829,15.889029,37.050793,0.441786,PSF-00336_20220919133716,0,0,0,139.643677,278.777802,0.499086,0.5,0.8,273.56546,40.52,33.54,28.63,27.65,100.37,156.2,155.6,0.4,1370,3.973,11,170,84,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:37:05,9/19/22,-0.2,0.002,0.004,0.012,-1.729,-2.209,-2.534,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,258.048187,25,-14.521614,257.238495,258.032379,-0.793884,2.441518,2.439162,1.65769,0.928297,0.236104,-0.012646,0.47633,1.354876,139.643677,0.000625,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919133716,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
102,13:39:32,9/19/22,Auto gsw+F,LI-COR Default,,102,LCOR-532,15,0.679269,2.916732,0.550958,12.081039,1.727448,1.390149,3.866982,2.139533,13.850106,17.210632,38.526878,0.441786,PSF-00336_20220919133932,0,0,0,117.827293,235.503967,0.49968,0.5,0.8,337.364929,43.66,35.13,28.72,28.32,100.37,156.1,155.1,0.7,1688,3.97,-36,-172,113,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:37:05,9/19/22,-0.2,0,0.002,0.014,-1.173,-2.975,-4.626,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,212.227463,25,-16.247423,210.579865,212.293076,-1.713211,2.443794,2.443554,1.65662,0.926988,0.235262,-0.005647,0.479757,1.64412,117.827293,0.000623,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919133932,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
103,13:40:17,9/19/22,Auto gsw+F,LI-COR Default,,103,LCOR-219,13,0.610175,2.915792,0.504583,11.911526,1.645987,1.312853,3.949696,2.303709,13.078175,16.396746,39.345478,0.441786,PSF-00336_20220919134017,0,0,0,135.542389,252.676117,0.463573,0.5,0.8,350.715973,41.53,33.12,28.75,28.69,100.39,156,155,0.6,1891,3.97,7,-146,98,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:37:05,9/19/22,-0.2,0,0.003,0.014,-0.287,1.706,10.298,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,223.128326,25,-22.508501,215.305923,220.520721,-5.214798,2.440891,2.44056,1.655626,0.926901,0.234989,-0.001571,0.480749,1.829442,135.542389,0.000618,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919134017,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
105,13:41:44,9/19/22,Auto gsw+F,LI-COR Default,,105,LCOR-389,12,0.179198,2.916142,0.168824,4.14013,1.434219,1.318227,3.831152,2.396934,13.13322,14.28882,38.168964,0.441786,PSF-00336_20220919134144,0,0,0,110.907555,309.304749,0.641429,0.5,0.8,241.681793,36.09,33.17,28.79,28.16,100.37,156,133.8,14.2,942,3.968,-8,156,82,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:37:05,9/19/22,-0.2,0.001,0.001,-9999,-0.82,0.4,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,275.578369,25,-23.71438,272.224915,275.426666,-3.201752,2.440956,2.43281,1.655996,0.875098,0.234578,-0.008489,0.482533,0.964719,110.907555,0.000632,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919134144,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
106,13:42:17,9/19/22,Auto gsw+F,LI-COR Default,,106,LCOR-246,12,0.414203,2.91717,0.362704,8.197361,1.492278,1.262941,3.702053,2.209775,12.58264,14.867511,36.883419,0.441786,PSF-00336_20220919134217,0,0,0,104.84111,254.766525,0.588482,0.5,0.8,294.257751,37.51,31.74,28.81,27.58,100.37,156.1,154.2,1.3,1250,3.967,-6,-179,287,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:37:05,9/19/22,-0.2,0.001,0.001,0.01,-0.756,-0.973,-1.916,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,229.22551,25,-17.655802,227.601532,229.54364,-1.942108,2.438871,2.434837,1.657082,0.924753,0.234379,-0.015849,0.483168,1.245343,104.84111,0.00061,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919134217,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
107,13:43:10,9/19/22,Auto gsw+F,LI-COR Default,,107,LCOR-430,14,0.181771,2.917739,0.171111,4.267313,1.430398,1.310989,3.867518,2.43712,13.061173,14.250823,38.53146,0.441786,PSF-00336_20220919134310,0,0,0,122.427109,243.655228,0.49754,0.5,0.8,238.910721,35.84,32.85,28.87,28.33,100.37,156.2,153,2.1,1200,3.965,0,151,77,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:37:05,9/19/22,-0.2,-0.001,0,0.012,-1.022,-3.635,-1.704,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,225.161072,25,-13.343102,222.730988,224.59343,-1.862442,2.440468,2.432427,1.657685,0.921808,0.233874,-0.007452,0.484075,1.200157,122.427109,0.000633,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919134310,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
108,13:44:07,9/19/22,Auto gsw+F,LI-COR Default,,108,LCOR-465,15,0.570204,2.915579,0.47693,10.783979,1.550422,1.248511,3.759982,2.20956,12.438494,15.446335,37.459442,0.441786,PSF-00336_20220919134407,0,0,0,98.769669,219.725601,0.550486,0.5,0.8,286.121857,38.81,31.25,28.89,27.84,100.37,155.9,153.6,1.5,1299,3.965,0,170,79,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:37:05,9/19/22,-0.2,0,0.001,-9999,-0.129,0.218,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,197.623016,25,-15.244046,196.113464,197.948135,-1.834671,2.438138,2.436678,1.655401,0.92337,0.233718,-0.013519,0.484718,1.290275,98.769669,0.000621,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919134407,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
109,13:44:53,9/19/22,Auto gsw+F,LI-COR Default,,109,LCOR-183,15,0.746699,2.916711,0.594502,12.812324,1.609148,1.251013,3.714808,2.10566,12.464481,16.032757,37.012516,0.441786,PSF-00336_20220919134453,0,0,0,102.605942,187.815018,0.453686,0.5,0.8,273.59137,40.23,31.27,28.91,27.63,100.37,156.1,154.8,0.8,1508,3.964,9,174,79,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:37:05,9/19/22,-0.2,0.003,0.004,0.011,-1.059,-2.266,-6.249,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,170.977951,25,-11.792426,169.275635,170.968491,-1.692856,2.438171,2.43869,1.656597,0.926249,0.233525,-0.016272,0.485621,1.479902,102.605942,0.000623,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919134453,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
111,13:46:21,9/19/22,Auto gsw+F,LI-COR Default,,111,LCOR-215,14,0.448826,2.918632,0.389005,9.335248,1.686655,1.42632,4.026594,2.339939,14.211577,16.805506,40.120201,0.441786,PSF-00336_20220919134621,0,0,0,114.919067,260.879456,0.559494,0.5,0.8,323.122009,42.01,35.52,28.97,29.02,100.36,156.3,152,2.8,1444,3.962,-6,153,84,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:37:05,9/19/22,-0.2,-0.001,-0.001,-9999,0.637,0.673,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,229.596024,25,-22.320597,224.776276,228.992508,-4.216232,2.444302,2.441182,1.658633,0.919209,0.232922,-0.000247,0.487892,1.421804,114.919067,0.000608,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919134621,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
113,13:47:49,9/19/22,Auto gsw+F,LI-COR Default,,113,LCOR-187,13,0.688637,2.917451,0.557131,11.195878,1.589891,1.277083,3.554979,1.965088,12.72508,15.841959,35.422447,0.441786,PSF-00336_20220919134749,0,0,0,129.726288,289.755707,0.552291,0.5,0.8,311.619232,39.54,31.76,29,26.88,100.36,156.2,155.7,0.3,1411,3.96,13,178,94,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:47:21,9/19/22,-0.25,0.001,0.004,0.015,-0.596,-0.678,-3.038,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,259.351013,25,-21.842623,255.029434,258.551575,-3.522141,2.438866,2.437768,1.65738,0.928484,0.232698,-0.026368,0.490322,1.39153,129.726288,0.000625,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919134749,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
114,13:48:31,9/19/22,Auto gsw+F,LI-COR Default,,114,LCOR-576,13,0.403221,2.916491,0.354244,7.844757,1.616999,1.397709,3.779764,2.162765,13.926674,16.111668,37.661312,0.441786,PSF-00336_20220919134831,0,0,0,102.722168,286.642792,0.641637,0.5,0.8,274.04715,40.14,34.7,29.03,27.93,100.36,156.1,154.1,1.3,1068,3.959,18,-168,103,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:47:21,9/19/22,-0.25,0.002,0.003,0.028,-0.121,0.418,1.71,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,249.454742,25,-25.826946,247.555374,249.746704,-2.19133,2.443108,2.438609,1.656365,0.924437,0.232403,-0.014183,0.491394,1.079298,102.722168,0.000632,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919134831,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
115,13:49:28,9/19/22,Auto gsw+F,LI-COR Default,,115,LCOR-444,13,0.349618,2.917248,0.312202,8.521958,1.565934,1.327712,4.226614,2.66068,13.228142,15.601574,42.110222,0.441786,PSF-00336_20220919134928,0,0,0,97.859863,157.338104,0.378028,0.5,0.8,281.466614,38.74,32.84,29.09,29.86,100.37,156.2,154.1,1.3,1861,3.959,23,-150,100,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:47:21,9/19/22,-0.25,-0.001,0.001,0.012,-0.702,-1.685,-3.892,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,143.555756,25,-10.026482,141.180389,143.014389,-1.834,2.440426,2.436607,1.657165,0.924643,0.231853,0.008658,0.493011,1.802152,97.859863,0.000608,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919134928,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
116,13:50:05,9/19/22,Auto gsw+F,LI-COR Default,,116,LCOR-050,10,0.255887,2.917755,0.235255,6.80601,1.500266,1.309957,4.319891,2.819625,13.050952,14.946982,43.038597,0.441786,PSF-00336_20220919135005,0,0,0,112.290504,206.343353,0.455808,0.5,0.8,315.125214,37.11,32.4,29.09,30.24,100.37,156.2,154.7,1,1728,3.958,46,-174,83,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:47:21,9/19/22,-0.25,0.002,0.001,-9999,-1.384,-2.712,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,184.967636,25,-15.222154,182.351593,184.597153,-2.24556,2.439785,2.434285,1.657701,0.925974,0.231844,0.013355,0.49407,1.680995,112.290504,0.000627,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919135005,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
117,13:50:55,9/19/22,Auto gsw+F,LI-COR Default,,117,LCOR-597,13,0.601812,2.916872,0.498882,12.22464,1.681701,1.340291,4.070581,2.38888,13.354136,16.755808,40.557671,0.441786,PSF-00336_20220919135055,0,0,0,166.424988,233.433975,0.287058,0.5,0.8,212.970505,41.53,33.1,29.12,29.21,100.37,156.1,149.3,4.4,1855,3.957,19,-137,106,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:47:21,9/19/22,-0.25,0,0.004,0.014,-1.1,-2.368,-5.1,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,224.138977,25,-6.44351,225.154999,224.228851,0.926147,2.440792,2.440553,1.656767,0.912656,0.23159,0.000271,0.495556,1.796104,166.424988,0.000616,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919135055,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
120,13:52:29,9/19/22,Auto gsw+F,LI-COR Default,,120,LCOR-451,10,0.629904,2.915918,0.518004,10.150815,1.60233,1.318431,3.518679,1.916349,13.137904,15.966894,35.062931,0.441786,PSF-00336_20220919135229,0,0,0,95.719818,259.665344,0.631372,0.5,0.8,177.243546,39.53,32.53,29.13,26.71,100.35,156,153.5,1.6,702,3.955,-12,137,107,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:47:21,9/19/22,-0.25,-0.003,-0.002,0.012,0.471,0.93,1.864,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,232.771759,25,-18.569788,232.157349,233.136749,-0.979401,2.439957,2.437724,1.655759,0.923024,0.231426,-0.030147,0.49749,0.745993,95.719818,0.000641,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919135229,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
122,13:55:16,9/19/22,Auto gsw+F,LI-COR Default,,122,LCOR-592,10,0.411631,2.917279,0.360732,8.595349,1.496218,1.255838,3.823852,2.327633,12.514987,14.91048,38.106384,0.441786,PSF-00336_20220919135516,0,0,0,118.545769,223.224182,0.468938,0.5,0.8,268.306763,37.42,31.41,28.9,28.13,100.35,156.2,154.7,0.9,1430,3.952,-14,165,91,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:47:21,9/19/22,-0.25,0.002,0.005,0.014,-2.879,-3.607,-1.59,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,204.231979,25,-14.087425,200.730438,203.099045,-2.368607,2.438364,2.434762,1.657197,0.926088,0.233577,-0.010212,0.499307,1.40958,118.545769,0.000624,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919135516,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
123,13:56:13,9/19/22,Auto gsw+F,LI-COR Default,,123,LCOR-097,10,0.225309,2.916796,0.209153,5.655496,1.568134,1.410027,4.203469,2.635335,14.051613,15.627232,41.889648,0.441786,PSF-00336_20220919135613,0,0,0,124.430893,304.315033,0.591112,0.5,0.8,357.165009,39.25,35.29,28.88,29.77,100.35,156.1,155.1,0.7,1511,3.95,-34,174,110,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:47:21,9/19/22,-0.25,-0.004,-0.003,-9999,3.765,0.464,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,267.858612,25,-26.00573,262.774597,267.163544,-4.388947,2.443993,2.437382,1.656686,0.926957,0.233725,0.009984,0.50113,1.4826,124.430893,0.000632,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919135613,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
124,13:57:15,9/19/22,Auto gsw+F,LI-COR Default,,124,LCOR-566,13,0.414127,2.918453,0.362665,9.042888,1.594744,1.342331,4.026792,2.432048,13.376756,15.892137,40.128277,0.441786,PSF-00336_20220919135715,0,0,0,135.361069,230.446564,0.412614,0.5,0.8,278.131012,39.71,33.42,28.98,29.02,100.35,156.3,151.7,2.9,1685,3.95,19,-177,90,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:47:21,9/19/22,-0.25,0.001,0.004,0.017,-2.455,-2.881,4.8,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,210.146072,25,-15.703775,204.755905,208.012329,-3.256424,2.441284,2.43801,1.658442,0.918658,0.232886,-0.000284,0.503279,1.641636,135.361069,0.000626,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919135715,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
125,13:58:04,9/19/22,Auto gsw+F,LI-COR Default,,125,LCOR-580,13,0.272588,2.917282,0.249294,7.438906,1.528794,1.320809,4.434386,2.905592,13.161464,15.233974,44.187328,0.441786,PSF-00336_20220919135804,0,0,0,91.908577,159.526138,0.423865,0.5,0.8,269.642273,37.9,32.74,29.05,30.7,100.35,156.2,153.9,1.4,1590,3.948,7,144,76,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:57:50,9/19/22,-0.2,0.001,0.003,0.016,-1.215,-2.346,1.049,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,145.090698,25,-10.055671,143.753525,145.160721,-1.407196,2.44028,2.435348,1.657201,0.924038,0.232172,0.019485,0.50488,1.555294,91.908577,0.000623,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919135804,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
126,13:58:50,9/19/22,Auto gsw+F,LI-COR Default,,126,LCOR-407,12,0.464193,2.918548,0.400495,9.722787,1.566934,1.295504,3.936126,2.369192,12.910914,15.615974,39.2272,0.441786,PSF-00336_20220919135850,0,0,0,131.484741,227.358612,0.421686,0.5,0.8,261.797913,38.7,32,29.11,28.63,100.34,156.3,155.5,0.5,1552,3.948,16,-163,83,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,13:57:50,9/19/22,-0.2,0,0.002,0.008,-0.995,-3.605,-8.452,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,212.918396,25,-10.132292,212.165955,212.883728,-0.717773,2.439193,2.436488,1.658543,0.928099,0.231614,-0.006786,0.505961,1.520422,131.484741,0.000628,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220919135850,PFA-00364,PSA-00381,PSF-00336,RHS-00170,2.0.0,2021-01-19T12:57:14.097Z
