obs,time,elapsed,date,hhmmss,mdh,Air_temp,Air_VPD,averaging,instrument,row,column,spad1,spad2,spad,operator,temp,event,event_short,block,leaf,tree,TIME,E,Emm,A,Csetpoint,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,PhiPS2_PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,,
20,1658856228,3310.1,20220726 10:23:47,10:23:47,7 26 10,25.85,1.2325,5,Gandalf,14,13,40,37.2,38.6,jg,30,LC-102 5A,5A,large,12,LCOR-156,1658856220,0.008306173,8.306172646,3.801487639,A_100,101.0885333,87.87361098,8.851155038,10.18224096,0.609651996,2.940257619,0.547155608,0.347051887,241.73798,30.10521135,30.10521135,4.286264652,62.89829505,2.81105074,4.469200219,1.475213912,-366.3022137,115.7391083,8.793364941,-0.031760493,0,0,1,0,52529.35406,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-65-20220726-10_23_50,10152.8,775.50228,1028.31,0.24584777,0.5,1261.213661,3.801487639,155.0332827,0.011126522,22.09565307,2.136379107,709.1566733,-,0,709.1566733,0.310366841,0.792119959,0.873151178,-0.817900065,1.163735123,0.72435268,0.27564732,1500.003,1261.213661,0.840807425,0.161158331,6,0.5,0: Broadleaf,2,1658856220,101.0885333,105.7295333,27.90790333,19.83379333,102.2255333,27.75049,600.0189333,100.6259,0.100073807,30.83535667,30.33551667,999.9,0,0,9998.586667,0,1509.228,,
21,1658856331,3413,20220726 10:25:30,10:25:30,7 26 10,25.85,1.2325,5,Gandalf,14,13,40,37.2,38.6,jg,30,LC-102 5A,5A,large,12,LCOR-156,1658856323,0.0082155,8.215500326,-1.163775322,A_50,51.08244,53.21168587,5.359661095,5.145196244,0.606393974,2.940406318,0.544530353,0.345362233,241.7364205,29.92347922,29.92347922,4.241759683,62.82450754,2.775046753,4.417140478,1.466712931,-362.3035644,112.0416686,8.495753272,-0.029721963,0,0,1,0,52569.04692,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-66-20220726-10_25_33,10152.9,763.11796,964.48,0.208777828,0.5,1261.205279,-1.163775322,131.6558497,0.007189677,29.03855458,2.343946997,678.2031865,-,0,678.2031865,0.296819855,0.703382288,0.887600886,-0.539955129,1.19754757,0.625114509,0.374885491,1499.993,1261.205279,0.840807443,0.161158366,6,0.5,0: Broadleaf,2,1658856323,51.08244,50.33836667,27.55116667,19.56238,52.28444,27.39375,600.0275667,100.6233333,0.10005114,30.63026333,30.07813667,999.9,0,0,9999.687667,0,1518.977333,,
22,1658856431,3513.5,20220726 10:27:11,10:27:11,7 26 10,25.85,1.2325,5,Gandalf,14,13,40,37.2,38.6,jg,30,LC-102 5A,5A,large,12,LCOR-156,1658856423,0.008383411,8.383411394,-5.553402009,A_0,9.667132258,24.99804322,2.517759974,0.973656956,0.620670158,2.940084348,0.556018923,0.352757629,241.7361647,29.77729501,29.77729501,4.206252972,62.39706967,2.740033073,4.391284858,1.466219899,-369.7084425,118.9307809,9.008026014,-0.033470835,0,0,1,0,52577.47697,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-67-20220726-10_27_14,10153.1,768.86428,929.06,0.172427744,0.5,1261.203852,-5.553402009,108.7332676,0.00370918,46.48675556,2.471433492,660.4963166,-,0,660.4963166,0.289070333,0.596490627,0.895283488,-0.392306133,1.216310485,0.512417955,0.487582045,1499.99129,1261.203852,0.84080745,0.161158379,6,0.5,0: Broadleaf,2,1658856423,9.667132258,4.194896774,27.20492258,19.04976452,10.60313226,27.04751613,600.0134839,100.6182581,0.100024242,30.52761935,29.95933871,999.9,0,0,9998.360323,0,1520.49129,,
23,1658856566,3648,20220726 10:29:25,10:29:25,7 26 10,25.85,1.2325,5,Gandalf,14,13,40,37.2,38.6,jg,30,LC-102 5A,5A,large,12,LCOR-156,1658856558,0.008243002,8.243001578,31.02379929,A_400b,398.9403,299.166852,30.13207065,40.18124745,0.595658544,2.940602425,0.535854122,0.339780264,241.7356152,30.00099125,30.00099125,4.260692355,62.30357072,2.765365966,4.438535278,1.495326389,-363.5163696,113.1633113,8.587110688,-0.030332416,0,0,1,0,52559.96567,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-68-20220726-10_29_28,10153,820.07232,1256.23,0.347195721,0.5,1261.201581,31.02379929,218.9418957,0.032711054,10.61401815,1.567340376,810.577182,-,0,810.577182,0.35475416,0.978693868,0.815433553,-5.373143326,1.042999842,0.967362143,0.032637857,1499.988667,1261.201581,0.840807406,0.161158294,6,0.5,0: Broadleaf,2,1658856558,398.9403,433.2525,27.45599,19.43932333,400.2933,27.29856667,600.0011333,100.6199333,0.100017613,30.71480333,30.13646667,999.9,0,0,10001.14133,0,1512.603667,,
24,1658856700,3782.5,20220726 10:31:40,10:31:40,7 26 10,25.85,1.2325,5,Gandalf,14,13,40,37.2,38.6,jg,30,LC-102 5A,5A,large,12,LCOR-156,1658856692,0.008523045,8.523045329,32.59533338,A_400c,399.6108333,298.8811185,30.10356065,40.24914327,0.621413269,2.940165006,0.556617342,0.353142791,241.735973,29.84084467,29.84084467,4.221656601,61.8752926,2.732639955,4.416366921,1.489016647,-375.866299,124.6453221,9.448220024,-0.036783828,0,0,1,0,52562.60385,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-69-20220726-10_31_43,10153.9,891.77328,1401.69,0.363787086,0.5,1261.203281,32.59533338,229.4047329,0.033957069,10.71314742,1.300915324,868.7487851,-,0,868.7487851,0.380213325,0.956797309,0.773834486,7.931959985,0.965945814,0.932093973,0.067906027,1499.990667,1261.203281,0.840807419,0.161158318,6,0.5,0: Broadleaf,2,1658856692,399.6108333,435.6128,27.13082667,18.83885,400.9238333,26.97339667,599.9878,100.6209333,0.099917833,30.6272,30.00362667,999.9,0,0,9998.553333,0,1458.849667,,
25,1658856834,3916,20220726 10:33:53,10:33:53,7 26 10,25.85,1.2325,5,Gandalf,14,13,40,37.2,38.6,jg,30,LC-102 5A,5A,large,12,LCOR-156,1658856826,0.008419325,8.419325002,43.96948385,A_600,598.5481,457.4899182,46.08066061,60.28874246,0.602279046,2.940754968,0.541213466,0.343227503,241.7355058,29.98202013,29.98202013,4.256051777,61.71901587,2.743579775,4.445274663,1.512472002,-371.2922326,120.3872479,9.135151215,-0.034327662,0,0,1,0,52559.85237,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-70-20220726-10_33_56,10154.6,937.9481154,1565.48,0.400855894,0.5,1261.198495,43.96948385,252.7794249,0.042975723,9.327496224,1.060179625,928.9899128,-,0,928.9899128,0.40657823,0.985925621,0.722804805,2.751411521,0.879181899,0.976509193,0.023490807,1499.984667,1261.198495,0.840807591,0.161158651,6,0.5,0: Broadleaf,2,1658856826,598.5481,647.555,27.23832667,19.04865667,600.0071,27.08091667,600.0239333,100.6249667,0.100008413,30.74136,30.13793,999.9,0,0,10001.509,0,1508.435667,,
26,1658856966,4048.5,20220726 10:36:06,10:36:06,7 26 10,25.85,1.2325,5,Gandalf,14,13,40,37.2,38.6,jg,30,LC-102 5A,5A,large,12,LCOR-156,1658856958,0.008698308,8.698307877,49.66019117,A_800,797.840129,641.9574135,64.65998169,80.36098198,0.632272308,2.939771947,0.565314347,0.358744663,241.7387858,29.88063014,29.88063014,4.2313251,61.6309513,2.735125815,4.437909455,1.496199285,-383.5953774,131.8161356,9.999288075,-0.041167899,0,0,1,0,52536.64593,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-71-20220726-10_36_09,10154,937.1941154,1564.6,0.401000821,0.5,1261.217913,49.66019117,252.8747094,0.047487134,8.444409827,1.061338361,928.6799505,-,0,928.6799505,0.406442573,0.986611265,0.72309044,2.761513981,0.879648058,0.977648158,0.022351842,1500.008065,1261.217913,0.840807422,0.161158324,6,0.5,0: Broadleaf,2,1658856958,797.840129,854.4377419,27.15488387,18.69314194,799.736129,26.99744839,600.0258387,100.6231613,0.100002481,30.71233548,30.10690645,999.9,0,0,9996.096129,0,1490.905161,,
27,1658857104,4186.5,20220726 10:38:24,10:38:24,7 26 10,25.85,1.2325,5,Gandalf,14,13,40,37.2,38.6,jg,30,LC-102 5A,5A,large,12,LCOR-156,1658857096,0.0087004,8.700400198,50.89042869,A_1000,998.7243,833.7959301,83.97732395,100.5883947,0.628680297,2.940108433,0.562445137,0.356895896,241.7374819,29.92370985,29.92370985,4.241815906,61.53852164,2.737821506,4.448955602,1.5039944,-383.6876487,131.9001433,10.00880081,-0.041222736,0,0,1,0,52538.63528,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-72-20220726-10_38_27,10153.7,923.49176,1541.53,0.400925211,0.5,1261.211131,50.89042869,252.8256691,0.048462831,8.272839261,1.092187632,920.5031456,-,0,920.5031456,0.402863943,0.995187625,0.730535087,3.027724023,0.89186885,0.991966987,0.008033013,1500,1261.211131,0.84080742,0.161158321,6,0.5,0: Broadleaf,2,1658857096,998.7243,1058.304,27.18334333,18.71945333,1000.782,27.02592667,600.0003,100.6169667,0.09991251,30.75585,30.17201667,999.9,0,0,9998.625667,0,1562.867333,,
28,1658857243,4325,20220726 10:40:42,10:40:42,7 26 10,25.85,1.2325,5,Gandalf,14,13,40,37.2,38.6,jg,30,LC-102 5A,5A,large,12,LCOR-156,1658857235,0.008639296,8.639296123,49.4315163,A_1200,1200.016065,1033.935678,104.127901,120.853895,0.626436582,2.940292925,0.560650604,0.355739789,241.7375002,30.04989313,30.04989313,4.272674714,61.98470551,2.775090232,4.47705641,1.497584482,-380.992959,129.3868146,9.828952347,-0.03969196,0,0,1,0,52524.7099,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-73-20220726-10_40_45,10152.2,904.9212692,1518.65,0.404127831,0.5,1261.214071,49.4315163,254.8458537,0.047305966,8.542851255,1.123708557,912.2957143,-,0,912.2957143,0.39927191,1.012161941,0.737835174,3.386157823,0.903988994,1.020410319,-0.020410319,1500.003871,1261.214071,0.840807211,0.161157918,6,0.5,0: Broadleaf,2,1658857235,1200.016065,1259.812258,27.55519677,19.15432581,1201.998065,27.39777742,600.0262581,100.6100968,0.1001342,30.86612581,30.26935161,999.9,0,0,10000.35806,0,1589.654194,,
29,1658857402,4484.5,20220726 10:43:22,10:43:22,7 26 10,25.85,1.2325,5,Gandalf,14,13,40,37.2,38.6,jg,30,LC-102 5A,5A,large,12,LCOR-156,1658857394,0.008698825,8.698825369,52.6864045,A_1500,1496.649,1313.409746,132.267429,150.720608,0.623518872,2.939885708,0.558302194,0.354228191,241.7402629,29.9724562,29.9724562,4.253713987,61.39781868,2.739115202,4.461258169,1.514598786,-383.6181988,131.8278609,10.00887799,-0.041196968,0,0,1,0,52523.63981,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-74-20220726-10_43_25,10153.1,928.35716,1467.28,0.367293795,0.5,1261.225951,52.6864045,231.6202331,0.049886254,7.362625284,1.198060357,893.5038047,-,0,893.5038047,0.391047513,0.939256185,0.753920095,4.149507271,0.931201048,0.903993647,0.096006353,1500.017667,1261.225951,0.840807398,0.161158277,6,0.5,0: Broadleaf,2,1658857394,1496.649,1562.354,27.19929333,18.73713333,1498.78,27.04187333,600.0045,100.6053,0.10008114,30.80420333,30.18972667,999.9,0,0,9998.518,0,1602.334333,,
30,1658857529,4611,20220726 10:45:28,10:45:28,7 26 10,25.85,1.2325,5,Gandalf,14,13,40,37.2,38.6,jg,30,LC-102 5A,5A,large,12,LCOR-156,1658857521,0.008380448,8.380447614,45.7601275,A_2000,1995.81671,1816.394749,182.9190366,200.9876268,0.603909628,2.940488812,0.542525996,0.344072411,241.7375225,30.06527991,30.06527991,4.276450986,62.1726082,2.77532502,4.463903156,1.501125966,-369.5777398,118.7853826,9.021391619,-0.033443135,0,0,1,0,52539.11638,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-75-20220726-10_45_31,10152.4,926.9337308,1427.86,0.350823098,0.5,1261.21164,45.7601275,221.2310876,0.044395056,7.902301058,1.258743854,878.7307527,-,0,878.7307527,0.384581995,0.912219248,0.765973379,5.537768152,0.95208287,0.864781462,0.135218538,1500.000645,1261.21164,0.840807398,0.161158279,6,0.5,0: Broadleaf,2,1658857521,1995.81671,2058.301935,27.55910968,19.40971613,1998.01871,27.40169355,600.0070968,100.6044839,0.099967487,30.81458387,30.21567419,999.9,0,0,10002.03065,0,1599.919355,,
31,1658858246,5328.6,20220726 10:57:26,10:57:26,7 26 10,25.85,1.2325,5,Gandalf,13,23,23.8,24.2,24,jg,30,CT717 3,CT3,large,11,LCOR-202,1658858238,0.004984052,4.984052036,14.61890932,A_410,409.4578065,328.2786681,33.05992463,41.2352234,0.342251711,2.940140074,0.321558698,0.202729028,241.7323689,31.6523821,31.6523821,4.681932463,68.46008058,3.181953176,4.64789575,1.499979287,-219.7966948,-20.37168369,-1.564980816,-0.000990375,0,0,1,0,52406.82256,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-76-20220726-10_57_29,10214.2,753.2223462,901.94,0.164886416,0.5,1261.187961,14.61890932,103.9763812,0.019703917,8.368204961,2.575814356,646.6726526,-,0,646.6726526,0.28302032,0.58259568,0.901001509,-0.341515652,1.23067667,0.500182577,0.499817423,1499.972903,1261.187961,0.840807163,0.161157824,6,0.5,0: Broadleaf,2,1658858238,409.4578065,426.1171935,31.59618065,26.7696871,410.8688065,31.43875161,600.010129,100.606871,0.100021787,31.52386129,31.33532903,999.9,0,0,9999.809032,0,688.5720323,,
32,1658858473,5555.6,20220726 11:01:13,11:01:13,7 26 11,28.225,1.8375,5,Gandalf,13,23,23.8,24.2,24,jg,30,CT717 3,CT3,large,11,LCOR-202,1658858465,0.00506319,5.063190368,14.31525758,A_400a,400.270129,321.2382979,32.35138175,40.31054775,0.344951237,2.940244248,0.323941949,0.204244601,241.7450063,31.57502195,31.57502195,4.661418943,67.95756755,3.148387594,4.632872699,1.513031349,-223.2866952,-17.14298226,-1.316029753,-0.00070098,0,0,1,0,52419.64098,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-77-20220726-11_01_16,10219.1,730.21556,872.44,0.163019165,0.5,1261.251184,14.31525758,102.8040572,0.019462175,8.376204869,2.69672413,631.3661975,-,0,631.3661975,0.276321354,0.589962238,0.907057811,-0.305882919,1.246303604,0.510098983,0.489901017,1500.047742,1261.251184,0.840807362,0.161158208,6,0.5,0: Broadleaf,2,1658858465,400.270129,416.6115806,31.26242581,26.35765806,401.622129,31.10500645,600.0165161,100.6082581,0.100100694,31.46687419,31.18623548,999.9,0,0,10000.26387,0,726.8450323,,
33,1658858610,5692.6,20220726 11:03:30,11:03:30,7 26 11,28.225,1.8375,5,Gandalf,13,23,23.8,24.2,24,jg,30,CT717 3,CT3,large,11,LCOR-202,1658858602,0.005372316,5.372316231,10.25416561,A_300,300.6489355,247.2379359,24.89358663,30.27136711,0.372328161,2.940077539,0.34797673,0.219540478,241.7340361,31.58481674,31.58481674,4.664011882,68.07641778,3.170010574,4.65654727,1.494001308,-236.9191458,-4.471484107,-0.343453961,-4.77E-05,0,0,1,0,52399.30835,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-78-20220726-11_03_33,10217.6,712.6194231,835.82,0.147400848,0.5,1261.195665,10.25416561,92.95065535,0.016242998,9.074731647,2.85868967,611.9628615,-,0,611.9628615,0.267829363,0.550353577,0.914336244,-0.245623189,1.265702191,0.472616854,0.527383146,1499.981935,1261.195665,0.840807236,0.161157965,6,0.5,0: Broadleaf,2,1658858602,300.6489355,312.5287742,31.4838871,26.2761129,301.8979355,31.32646129,599.4700968,100.6025806,0.084179026,31.55660645,31.23746774,999.9,0,0,9999.879677,0,727.1364839,,
34,1658858768,5850.6,20220726 11:06:08,11:06:08,7 26 11,28.225,1.8375,5,Gandalf,13,23,23.8,24.2,24,jg,30,CT717 3,CT3,large,11,LCOR-202,1658858760,0.00428296,4.28295972,5.57674883,A_200,201.3515484,169.2462249,17.04321905,20.27624869,0.334590317,2.939883158,0.314782985,0.19842119,241.739718,31.901991,31.901991,4.748657971,73.60042165,3.434184783,4.665985202,1.314473188,-188.8785237,-49.08958164,-3.777369338,-0.005756621,0,0,1,0,52387.57473,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-79-20220726-11_06_11,10217,714.0313077,823.95,0.133404566,0.5,1261.225481,5.57674883,84.12661907,0.012533986,10.64342708,2.914278779,605.5753695,-,0,605.5753695,0.265033838,0.503349185,0.916638007,-0.214077145,1.271990046,0.426894263,0.573105737,1500.017419,1261.225481,0.840807223,0.161157941,6,0.5,0: Broadleaf,2,1658858760,201.3515484,207.790871,34.10287742,29.96585484,202.3235161,33.89072903,599.982,100.6006452,0.100088697,31.59226774,31.34166129,999.9,0,0,9998.966129,0,529.659871,,
35,1658858853,5935.1,20220726 11:07:32,11:07:32,7 26 11,28.225,1.8375,5,Gandalf,13,23,23.8,24.2,24,jg,30,CT717 3,CT3,large,11,LCOR-202,1658858845,0.005466282,5.466282028,1.040371475,A_100,100.9441333,93.81543153,9.447433421,10.16531037,0.374250446,2.940587134,0.349659788,0.220611953,241.7343451,31.58944246,31.58944246,4.665236869,67.57965077,3.152047,4.664195455,1.51318987,-241.0630374,-0.623423928,-0.047884698,-9.27E-07,0,0,1,0,52408.90285,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-80-20220726-11_07_35,10215.5,722.6061923,809.74,0.107607143,0.5,1261.199408,1.040371475,67.8570323,0.008937369,12.04013653,2.982969842,597.8642328,-,0,597.8642328,0.261659011,0.411249521,0.919356258,-0.165131343,1.27951746,0.340256396,0.659743604,1499.986667,1261.199408,0.840807079,0.161157663,6,0.5,0: Broadleaf,2,1658858845,100.9441333,102.5362667,31.30063333,26.00554,102.1571333,31.08851333,600.0102667,100.6023667,0.099972677,31.58551,31.26230333,999.9,0,0,10002.80067,0,663.5370333,,
36,1658858997,6079.1,20220726 11:09:56,11:09:56,7 26 11,28.225,1.8375,5,Gandalf,13,23,23.8,24.2,24,jg,30,CT717 3,CT3,large,11,LCOR-202,1658858989,0.005415933,5.415933374,-0.879971162,A_50,50.173,52.95425872,5.332716452,5.052632008,0.365940402,2.940272792,0.342390476,0.215983496,241.7363724,31.59690283,31.59690283,4.667213123,67.2566025,3.135989323,4.662723371,1.5312238,-238.8426618,-2.687294881,-0.206432988,-1.72E-05,0,0,1,0,52400.90989,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-81-20220726-11_09_59,10214.7,727.86852,801.97,0.092399317,0.5,1261.211061,-0.879971162,58.26752009,0.007414669,12.46169141,3.02155941,593.6177754,-,0,593.6177754,0.259800522,0.355654854,0.920825351,-0.13839526,1.283633436,0.290056566,0.709943434,1500.000667,1261.211061,0.840807,0.16115751,6,0.5,0: Broadleaf,2,1658858989,50.173,49.56478,31.1406,25.89347333,51.385,30.92845667,600.0173,100.6042,0.100003617,31.57995,31.22856667,999.9,0,0,10000.82967,0,617.9518667,,
37,1658859147,6229.6,20220726 11:12:27,11:12:27,7 26 11,28.225,1.8375,5,Gandalf,13,23,23.8,24.2,24,jg,30,CT717 3,CT3,large,11,LCOR-202,1658859139,0.00608624,6.086239866,-3.539688777,A_0,11.57666774,25.23122656,2.540885065,1.165816576,0.429399499,2.940392824,0.397358154,0.251028099,241.7384396,31.69335216,31.69335216,4.692828258,67.81823034,3.210899138,4.734566387,1.48192912,-268.4031781,24.75805353,1.905220256,-0.001464745,0,0,1,0,52357.99746,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-82-20220726-11_12_30,10212.1,730.25544,789.66,0.075228022,0.5,1261.216268,-3.539688777,47.43940271,0.005305787,14.17848511,3.08425145,586.8461804,-,0,586.8461804,0.256836891,0.292901934,0.923127776,-0.108453214,1.29015437,0.235381172,0.764618828,1500.006129,1261.216268,0.84080741,0.161158301,6,0.5,0: Broadleaf,2,1658859139,11.57666774,8.107455806,31.88452903,25.99237742,12.66666774,31.6723871,600.0031935,100.6040645,0.099920639,31.84953226,31.57441935,999.9,0,0,10001.52613,0,640.9647742,,
38,1658859300,6382.1,20220726 11:14:59,11:14:59,7 26 11,28.225,1.8375,5,Gandalf,13,23,23.8,24.2,24,jg,30,CT717 3,CT3,large,11,LCOR-202,1658859292,0.005630104,5.630103853,12.75546938,A_400b,399.344,333.2574408,33.56003283,40.21514935,0.380742419,2.940361722,0.355320494,0.224217763,241.7400501,31.65917215,31.65917215,4.683736719,67.11094804,3.150147425,4.693939688,1.533589294,-248.2875799,6.079988491,0.46745304,-8.83E-05,0,0,1,0,52383.20651,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-83-20220726-11_15_02,10213.4,708.29408,824.05,0.140471962,0.5,1261.224831,12.75546938,88.58336301,0.018225857,7.707289814,2.913803774,605.6293852,-,0,605.6293852,0.265057478,0.529967925,0.916618733,-0.225489619,1.271937073,0.453150969,0.546849031,1500.016333,1261.224831,0.840807398,0.161158279,6,0.5,0: Broadleaf,2,1658859292,399.344,414.3475,31.28155667,25.82768667,400.759,31.06941333,600.0127,100.6030333,0.099993003,31.69752667,31.31419667,999.9,0,0,10001.45167,0,150.9820333,,
39,1658859446,6528.1,20220726 11:17:25,11:17:25,7 26 11,28.225,1.8375,5,Gandalf,13,23,23.8,24.2,24,jg,30,CT717 3,CT3,large,11,LCOR-202,1658859438,0.005727,5.727000174,13.88614166,A_400c,399.9030968,329.859136,33.2179721,40.27164466,0.387716947,2.939902302,0.361385835,0.228082703,241.7365907,31.6842546,31.6842546,4.690406901,67.05963687,3.15670316,4.707307267,1.533703741,-252.5607077,10.05072962,0.773146002,-0.000241361,0,0,1,0,52361.46814,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-84-20220726-11_17_28,10212.4,707.35656,834.11,0.151962499,0.5,1261.206271,13.88614166,95.82802835,0.019122625,7.946738432,2.866600328,611.0456726,-,0,611.0456726,0.26742795,0.568237161,0.91466958,-0.25184788,1.266608024,0.490868224,0.509131776,1499.994194,1261.206271,0.840807436,0.161158351,6,0.5,0: Broadleaf,2,1658859438,399.9030968,416.079,31.34650645,25.79919355,401.3870968,31.13434516,600.0179355,100.6034839,0.100024023,31.74766774,31.38776452,999.9,0,0,9998.792903,0,155.2276774,,
40,1658859592,6674.6,20220726 11:19:52,11:19:52,7 26 11,28.225,1.8375,5,Gandalf,13,23,23.8,24.2,24,jg,30,CT717 3,CT3,large,11,LCOR-202,1658859584,0.00585973,5.859729522,18.75393611,A_600,599.5541,505.1129074,50.86534664,60.37566389,0.396329457,2.940227427,0.368862785,0.232848193,241.7387394,31.66015822,31.66015822,4.68399879,66.80365062,3.14646746,4.710023226,1.53753133,-258.4140719,15.48388508,1.190874719,-0.000572706,0,0,1,0,52368.95915,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-85-20220726-11_19_55,10212.7,736.6302,888.79,0.171198821,0.5,1261.217841,18.75393611,107.9595036,0.022982049,7.449240971,2.628719945,639.8847562,-,0,639.8847562,0.280049555,0.611316169,0.903722328,-0.339177817,1.237642575,0.531028863,0.468971137,1500.008,1261.217841,0.840807409,0.1611583,6,0.5,0: Broadleaf,2,1658859584,599.5541,621.8216333,31.24566,25.56892667,601.4341,31.03352333,599.9899667,100.6010333,0.09991073,31.75784,31.41094667,999.9,0,0,10000.88633,0,169.1096,,
41,1658859719,6801.1,20220726 11:21:58,11:21:58,7 26 11,28.225,1.8375,5,Gandalf,13,23,23.8,24.2,24,jg,30,CT717 3,CT3,large,11,LCOR-202,1658859711,0.005972195,5.972195383,21.22166424,A_800,798.6662581,690.3974515,69.52378863,80.42657746,0.404000818,2.939564907,0.375495608,0.237078017,241.7393289,31.68530456,31.68530456,4.690686295,66.70336875,3.151415526,4.724522292,1.539270769,-263.3738164,20.08762015,1.545902733,-0.00096461,0,0,1,0,52340.71448,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-86-20220726-11_22_02,10212.1,743.49268,902.67,0.176340545,0.5,1261.221126,21.22166424,111.2022106,0.024938607,7.070986162,2.572922552,647.0478304,-,0,647.0478304,0.283184519,0.622705457,0.900849474,-0.366149062,1.23028997,0.54192896,0.45807104,1500.011935,1261.221126,0.840807394,0.16115827,6,0.5,0: Broadleaf,2,1658859711,798.6662581,824.6571613,31.29474516,25.50957097,800.788871,31.08260323,600.0127419,100.6009677,0.100140703,31.81205806,31.46552581,999.9,0,0,9997.123548,0,155.9466452,,
42,1658859855,6937.6,20220726 11:24:15,11:24:15,7 26 11,28.225,1.8375,5,Gandalf,13,23,23.8,24.2,24,jg,30,CT717 3,CT3,large,11,LCOR-202,1658859847,0.006152345,6.152344745,21.56338097,A_1000,998.7602258,886.8068839,89.3024153,100.5762383,0.417337593,2.940850572,0.387007282,0.244420666,241.7376814,31.59162616,31.59162616,4.665815257,66.36149031,3.126887903,4.711901267,1.538927354,-271.3184033,27.46746831,2.111452268,-0.001801248,0,0,1,0,52385.5582,RECT-316-20201105-17_55_35,10214.9,1337.403655,3225.17,0.585323051,-10.23143349,RECT-87-20220726-11_24_18,10212.1,740.8425385,896.98,0.174070171,0.5,1261.212455,21.56338097,109.7697336,0.025209721,6.904882882,2.595587416,644.1189411,-,0,644.1189411,0.281902672,0.617483223,0.902031749,-0.35451652,1.233304114,0.536865284,0.463134716,1500.001613,1261.212455,0.840807399,0.161158281,6,0.5,0: Broadleaf,2,1658859847,998.7602258,1026.47,31.05118387,25.08951613,1001.000226,30.83902581,599.9637097,100.6009677,0.100117152,31.76487097,31.40652581,999.9,0,0,10004.43903,0,628.5728387,,
