SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
85,12:28:46,8/15/22,Auto gsw+F,LI-COR Default,,85,-,-,0.360054,2.9161,0.320483,9.309769,1.96989,1.708722,4.80647,2.83658,16.912048,19.496964,47.571972,0.441786,PSF-00336_20220815122846,0,0,0,117.667076,197.332275,0.403711,0.5,0.8,323.333405,43.73,37.93,30.97,32.12,101.04,156,152.5,2.2,2002,3.924,12:17:55,8/15/22,-0.51,0.003,0.003,-0.001,-1.4,-3.558,-11.894,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,177.513245,25,-14.295398,173.936249,176.910034,-2.973785,2.447314,2.443549,1.655951,0.920619,0.215248,0.013396,0.510889,1.930434,117.667076,0.00272,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815122846,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
86,12:29:21,8/15/22,Auto gsw+F,LI-COR Default,,86,LCOR-025,11,0.371286,2.916818,0.329361,9.052089,1.873651,1.6196,4.56214,2.688489,16.029493,18.543886,45.152386,0.441786,PSF-00336_20220815122921,0,0,0,131.019119,238.419357,0.450468,0.5,0.8,328.486633,41.61,35.97,30.97,31.2,101.04,156.1,153.5,1.6,1823,3.922,12:29:09,8/15/22,-0.49,-0.001,0.001,0.002,-3.226,-4.525,1.827,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,208.557129,25,-22.82411,199.801682,205.813095,-6.011414,2.444541,2.440564,1.65671,0.923136,0.215294,0.001915,0.511348,1.767194,131.019119,0.002666,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815122921,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
87,12:31:40,8/15/22,Auto gsw+F,LI-COR Default,,87,LCOR-432,12,0.791807,2.916396,0.622734,13.454994,2.00451,1.627239,4.121542,2.117032,16.104101,19.837795,40.789169,0.441786,PSF-00336_20220815123140,0,0,0,215.329529,307.002441,0.298606,0.5,0.8,248.181244,44.69,36.28,30.9,29.42,101.04,156,155.4,0.4,2078,3.921,12:29:09,8/15/22,-0.49,0.003,0.005,0.008,-1.951,-3.923,-10.656,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,293.121094,25,-10.081211,292.410492,292.600525,-0.190033,2.444991,2.444855,1.656264,0.927828,0.215865,-0.019168,0.514274,1.999264,215.329529,0.002857,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815123140,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
88,12:32:25,8/15/22,Auto gsw+F,LI-COR Default,,88,LCOR-523,13,0.748189,2.917942,0.595497,14.13639,2.04455,1.648787,4.367298,2.322747,16.316223,20.232653,43.218319,0.441786,PSF-00336_20220815123225,0,0,0,140.122528,260.448792,0.461996,0.5,0.8,369.065491,45.67,36.83,30.86,30.43,101.05,156.2,154.8,0.9,1997,3.92,12:29:09,8/15/22,-0.49,0,0.001,0.012,-0.664,-1.962,-3.562,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,230.649597,25,-21.550732,225.118164,229.661667,-4.543503,2.445786,2.446228,1.657901,0.926332,0.216177,-0.006296,0.514974,1.925759,140.122528,0.002849,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815123225,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
89,12:33:09,8/15/22,Auto gsw+F,LI-COR Default,,89,-,-,0.508275,2.91734,0.43286,11.488111,1.961655,1.639641,4.556833,2.595178,16.227201,19.414106,45.098068,0.441786,PSF-00336_20220815123309,0,0,0,124.046089,211.989899,0.414849,0.5,0.8,342.777649,43.9,36.69,30.83,31.18,101.04,156.2,154.7,0.9,2066,3.919,12:29:09,8/15/22,-0.49,-0.001,0.001,0.007,-1.544,-3.979,-12.641,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,187.947037,25,-17.805395,181.901688,186.553314,-4.651627,2.44559,2.443777,1.657262,0.926007,0.216425,0.003324,0.51583,1.988196,124.046089,0.002872,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815123309,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
90,12:33:49,8/15/22,Auto gsw+F,LI-COR Default,,90,LCOR-311,12,0.776732,2.916273,0.613366,14.345898,2.178803,1.777244,4.464297,2.285495,17.589685,21.563976,44.183903,0.441786,PSF-00336_20220815123349,0,0,0,205.635315,317.393707,0.352113,0.5,0.8,291.361298,48.68,39.71,30.86,30.82,101.04,156,155.6,0.3,2069,3.918,12:29:09,8/15/22,-0.49,0.003,0.001,0.022,-1.04,-3.363,-6.788,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,298.552399,25,-13.810128,297.18161,297.664703,-0.483093,2.449819,2.450354,1.656134,0.928323,0.216201,-0.001492,0.517112,1.990917,205.635315,0.002862,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815123349,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
91,12:34:51,8/15/22,Auto gsw+F,LI-COR Default,,91,LCOR-492,14,1.122903,2.916002,0.810712,13.508946,2.091389,1.712831,3.726591,1.635201,16.95163,20.698168,36.881508,0.441786,PSF-00336_20220815123451,0,0,0,106.494781,298.660492,0.643425,0.5,0.8,489.838196,46.62,38.18,30.9,27.69,101.04,156,154.5,1,1903,3.914,12:29:09,8/15/22,-0.49,0.003,0.005,-0.01,1.548,0.677,-2.761,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,270.192871,25,-19.31776,273.135071,271.063354,2.071716,2.447672,2.447516,1.655848,0.925476,0.215847,-0.040241,0.518985,1.840252,106.494781,0.002868,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815123451,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
92,12:40:26,8/15/22,Auto gsw+F,LI-COR Default,,92,LCOR-032,10,0.708135,2.915859,0.569764,9.382666,1.855123,1.591584,3.474871,1.619748,15.754439,18.363102,34.396317,0.441786,PSF-00336_20220815124026,0,0,0,105.199814,402.848755,0.73886,0.5,0.8,35.091862,40.25,34.53,31.38,26.5,101.02,156,155.2,0.5,119,3.909,12:29:09,8/15/22,-0.49,-0.003,0.001,0.017,-0.087,0.36,4.413,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,370.627991,25,-21.888231,382.061005,371.579468,10.481537,2.442419,2.438565,1.655697,0.927199,0.211855,-0.060382,0.525856,0.214922,105.199814,0.0029,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815124026,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
93,12:42:29,8/15/22,Auto gsw+F,LI-COR Default,,93,LCOR-446,13,0.655819,2.918032,0.535473,13.326264,1.961866,1.588577,4.397087,2.435222,15.723657,19.418451,43.522156,0.441786,PSF-00336_20220815124229,0,0,0,148.108368,296.920898,0.501186,0.5,0.8,395.725677,42.59,34.49,31.37,30.55,101.03,156.2,155.6,0.4,1974,3.908,12:41:51,8/15/22,-0.46,0.001,0,-0.009,-1.363,-0.595,5.672,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,259.789459,25,-26.923365,253.744125,258.458496,-4.714371,2.442362,2.441803,1.657995,0.9282,0.211956,-0.011095,0.526847,1.904648,148.108368,0.002954,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815124229,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
94,12:43:30,8/15/22,Auto gsw+F,LI-COR Default,,94,LCOR-313,12,0.647306,2.917898,0.52978,12.437791,2.057766,1.709641,4.354586,2.29682,16.920816,20.366306,43.098602,0.441786,PSF-00336_20220815124330,0,0,0,140.274521,280.157593,0.499301,0.5,0.8,394.263062,44.65,37.09,31.38,30.38,101.04,156.2,155.5,0.5,1974,3.905,12:41:51,8/15/22,-0.46,0.003,0.002,0.016,-2.938,-0.396,-3.378,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,246.069427,25,-25.015121,238.850357,244.42128,-5.570923,2.446052,2.444648,1.657854,0.928077,0.211869,-0.013328,0.527896,1.904764,140.274521,0.002708,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815124330,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
95,12:45:13,8/15/22,Auto gsw+F,LI-COR Default,,95,LCOR-190,11,0.432664,2.915249,0.376749,11.230414,1.926346,1.61101,4.836715,2.910369,15.948024,19.069664,47.880562,0.441786,PSF-00336_20220815124513,0,0,0,116.824509,214.438644,0.455208,0.5,0.8,369.439728,41.8,34.96,31.37,32.23,101.02,155.9,154.9,0.6,2029,3.905,12:41:51,8/15/22,-0.46,0.002,0.001,-0.005,-0.923,-2.978,-7.929,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,184.716217,25,-22.342487,175.892822,182.520416,-6.627594,2.443028,2.440698,1.655054,0.926638,0.211881,0.009763,0.530361,1.954756,116.824509,0.002721,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815124513,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
96,12:45:54,8/15/22,Auto gsw+F,LI-COR Default,,96,LCOR-112,13,0.712029,2.917285,0.572337,10.928996,1.982385,1.676163,3.855671,1.873286,16.592308,19.623594,38.167213,0.441786,PSF-00336_20220815124554,0,0,0,93.014,273.918823,0.660432,0.5,0.8,475.312988,43.08,36.43,31.35,28.27,101.02,156.2,155,0.7,1799,3.903,12:41:51,8/15/22,-0.46,0.002,0.001,0.009,0.253,0.648,1.626,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,244.659302,25,-19.985462,247.843262,245.367813,2.475449,2.445115,2.442486,1.657204,0.926813,0.212103,-0.038749,0.531262,1.745534,93.014,0.002781,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815124554,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
97,12:47:55,8/15/22,Auto gsw+F,LI-COR Default,,97,LCOR-374,12,0.583557,2.919771,0.486352,12.99407,2.015545,1.652247,4.626185,2.61064,16.353373,19.949177,45.788403,0.441786,PSF-00336_20220815124755,0,0,0,139.564987,237.59639,0.412596,0.5,0.8,342.794128,43.55,35.7,31.45,31.44,101.03,156.5,154.8,1.1,2077,3.901,12:41:51,8/15/22,-0.46,0.004,0.004,0.009,-1.433,-3.471,-12.732,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,217.356567,25,-14.07283,216.723557,217.492111,-0.768555,2.444063,2.443106,1.659844,0.926264,0.211244,-0.001075,0.534471,1.998559,139.564987,0.002659,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815124755,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
98,12:48:58,8/15/22,Auto gsw+F,LI-COR Default,,98,LCOR-521,11,0.347487,2.918651,0.310517,9.472193,1.924384,1.659064,4.902379,2.977995,16.4202,19.046143,48.520153,0.441786,PSF-00336_20220815124858,0,0,0,162.81366,221.822571,0.266019,0.5,0.8,222.304489,41.39,35.68,31.53,32.47,101.04,156.3,155.1,0.8,2089,3.9,12:41:51,8/15/22,-0.46,0.006,0,-0.002,-1.907,-4.383,-11.165,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,213.425522,25,-5.804997,214.498764,213.529617,0.969147,2.444031,2.440093,1.658653,0.927124,0.210597,0.010838,0.535506,2.009605,162.81366,0.002654,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815124858,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
99,12:49:59,8/15/22,Auto gsw+F,LI-COR Default,,99,LCOR-232,11,0.433511,2.916195,0.377407,9.677295,1.995305,1.723936,4.502518,2.507213,17.063902,19.749971,44.566921,0.441786,PSF-00336_20220815124959,0,0,0,162.200333,316.059113,0.486804,0.5,0.8,379.356201,42.65,36.85,31.64,30.97,101.03,156,155.1,0.6,1948,3.899,12:41:51,8/15/22,-0.46,-0.002,0,0.01,-0.37,1.834,5.219,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,270.983582,25,-35.42836,255.1521,265.446564,-10.294464,2.445648,2.441812,1.656051,0.927014,0.209674,-0.009401,0.536448,1.881197,162.200333,0.002611,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815124959,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
100,12:52:59,8/15/22,Auto gsw+F,LI-COR Default,,100,LCOR-315,12,0.205838,2.91708,0.192271,6.514675,1.85963,1.676855,5.163195,3.303565,16.600672,18.410122,51.115044,0.441786,PSF-00336_20220815125259,0,0,0,119.136574,173.416733,0.313004,0.5,0.8,262.14975,38.76,34.95,32.08,33.39,101.01,156.1,154,1.4,2094,3.895,12:41:51,8/15/22,-0.46,0.001,0.002,0.002,-1.766,-3.655,-12.143,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,161.330933,25,-8.877157,159.080032,160.734924,-1.654892,2.442889,2.436288,1.656987,0.924314,0.206078,0.015594,0.53997,2.013829,119.136574,0.002578,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815125259,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
101,12:54:10,8/15/22,Auto gsw+F,LI-COR Default,,101,LCOR-419,11,0.590812,2.919669,0.491379,11.711907,1.978698,1.651134,4.311607,2.332909,16.344057,19.586515,42.679245,0.441786,PSF-00336_20220815125410,0,0,0,136.963959,295.261017,0.536126,0.5,0.8,372.94455,41.14,34.33,32.13,30.21,101.02,156.4,153.9,1.7,1739,3.894,12:53:45,8/15/22,-0.48,0.002,-0.002,-0.004,-0.676,0.666,17.027,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,253.038162,25,-31.50424,242.228867,250.25441,-8.025543,2.441988,2.439638,1.659735,0.923971,0.205699,-0.02492,0.540816,1.690724,136.963959,0.002567,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815125410,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
102,12:54:54,8/15/22,Auto gsw+F,LI-COR Default,,102,LCOR-365,12,0.597364,2.918232,0.495861,9.184569,1.972021,1.71482,3.789965,1.817944,16.973537,19.519358,37.513634,0.441786,PSF-00336_20220815125454,0,0,0,105.411888,370.214081,0.715268,0.5,0.8,597.682495,41,35.66,32.13,27.98,101.03,156.3,146.6,6.2,2089,3.894,12:53:45,8/15/22,-0.48,0.003,0.002,0.023,-1.228,-0.041,-2.744,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,323.06958,25,-32.620728,324.710358,323.612488,1.09787,2.443874,2.439452,1.658208,0.906086,0.205717,-0.052067,0.54168,2.009454,105.411888,0.00263,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815125454,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
103,12:55:41,8/15/22,Auto gsw+F,LI-COR Default,,103,LCOR-480,10,0.737746,2.915917,0.588781,15.219632,2.153401,1.727171,4.676837,2.523436,17.094652,21.313259,46.288937,0.441786,PSF-00336_20220815125541,0,0,0,120.999817,255.558502,0.526528,0.5,0.8,409.599548,44.74,35.89,32.14,31.63,101.04,156,155.4,0.3,1945,3.892,12:53:45,8/15/22,-0.48,0.001,0.002,0.018,-0.094,-0.504,-2.276,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,213.342194,25,-30.679646,203.427673,211.729904,-8.302231,2.444199,2.444632,1.655758,0.927926,0.205617,-0.007332,0.542403,1.878114,120.999817,0.002605,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815125541,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
104,12:56:41,8/15/22,Auto gsw+F,LI-COR Default,,104,LCOR-433,12,0.645607,2.918218,0.528652,13.561886,2.04502,1.665502,4.552244,2.507224,16.484894,20.241308,45.057446,0.441786,PSF-00336_20220815125641,0,0,0,121.692894,206.833466,0.411638,0.5,0.8,319.696075,42.4,34.53,32.18,31.16,101.03,156.3,155.4,0.6,1942,3.891,12:53:45,8/15/22,-0.48,-0.001,0,-0.006,-0.83,-2.464,-8.276,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,183.810349,25,-17.150463,177.652008,182.332504,-4.680496,2.442269,2.441382,1.658193,0.927702,0.205306,-0.013754,0.543461,1.875194,121.692894,0.002553,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815125641,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
105,12:57:41,8/15/22,Auto gsw+F,LI-COR Default,,105,LCOR-453,11,0.64408,2.919175,0.527659,14.299777,2.050746,1.650886,4.697433,2.646687,16.339544,20.297131,46.49255,0.441786,PSF-00336_20220815125741,0,0,0,119.229195,202.946945,0.412511,0.5,0.8,344.077759,42.55,34.25,32.16,31.71,101.04,156.4,153.8,1.6,2085,3.89,12:53:45,8/15/22,-0.48,0,-0.003,0.008,-0.799,-1.868,-6.141,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,178.194168,25,-18.319855,171.544434,176.775406,-5.230972,2.441877,2.441594,1.659209,0.923846,0.205413,-0.00668,0.543713,2.006038,119.229195,0.002594,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815125741,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
106,12:58:21,8/15/22,Auto gsw+F,LI-COR Default,,106,LCOR-223,11,0.804089,2.917733,0.630368,14.305426,2.12244,1.722212,4.342236,2.219795,17.043591,21.004381,42.972221,0.441786,PSF-00336_20220815125821,0,0,0,108.253952,203.358978,0.467671,0.5,0.8,355.602692,44.14,35.82,32.12,30.33,101.05,156.2,155.5,0.5,1901,3.889,12:53:45,8/15/22,-0.48,0.002,-0.005,0.006,-1.505,-0.978,-1.55,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,183.667297,25,-13.968844,180.351379,183.403244,-3.051865,2.444104,2.443806,1.657679,0.927958,0.205751,-0.023314,0.544061,1.83814,108.253952,0.002612,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815125821,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
107,12:59:09,8/15/22,Auto gsw+F,LI-COR Default,,107,LCOR-216,12,0.541375,2.917807,0.456648,12.907924,2.022691,1.661301,4.78215,2.759459,16.4445,20.02174,47.336422,0.441786,PSF-00336_20220815125909,0,0,0,158.794647,236.649582,0.328988,0.5,0.8,269.373352,42.08,34.57,32.11,32.03,101.02,156.2,154.9,0.9,2047,3.889,12:53:45,8/15/22,-0.48,0.002,-0.001,0.011,-1.419,-3.569,-11.377,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,223.458405,25,-9.634252,221.643448,222.8862,-1.242752,2.44233,2.440959,1.657757,0.92645,0.205809,-0.002097,0.544807,1.97117,158.794647,0.002577,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815125909,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
108,13:01:26,8/15/22,Auto gsw+F,LI-COR Default,,108,LCOR-159,12,0.752525,2.918194,0.598252,13.980249,2.067829,1.676756,4.353355,2.285526,16.599201,20.470661,43.096443,0.441786,PSF-00336_20220815130126,0,0,0,132.531525,213.545227,0.379375,0.5,0.8,301.628204,42.73,34.65,32.24,30.38,101.01,156.3,155.4,0.5,1988,3.886,12:53:45,8/15/22,-0.48,-0.001,-0.002,0.012,0.343,0.408,-1.023,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,193.60257,25,-14.716817,189.179413,192.52095,-3.341537,2.44242,2.44182,1.658168,0.927895,0.204818,-0.024223,0.54692,1.917143,132.531525,0.002819,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815130126,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
109,13:02:15,8/15/22,Auto gsw+F,LI-COR Default,,109,LCOR-426,12,0.47508,2.91879,0.408577,11.283074,1.948966,1.633083,4.647692,2.698725,16.165415,19.292255,46.006161,0.441786,PSF-00336_20220815130215,0,0,0,159.321426,252.539078,0.369122,0.5,0.8,291.782898,40.35,33.81,32.2,31.52,101.02,156.3,154.9,0.9,1976,3.885,12:53:45,8/15/22,-0.48,-0.002,-0.001,0.004,-1.539,-3.551,-11.246,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,235.112427,25,-12.352493,234.46405,234.892441,-0.428391,2.441234,2.438518,1.6588,0.926593,0.205094,-0.00953,0.547245,1.906698,159.321426,0.002816,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815130215,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
110,13:04:54,8/15/22,Auto gsw+F,LI-COR Default,,110,LCOR-113,12,0.647491,2.917439,0.529889,14.006833,2.016793,1.624546,4.599478,2.582686,16.082541,19.965673,45.533527,0.441786,PSF-00336_20220815130454,0,0,0,188.312881,289.231293,0.348919,0.5,0.8,288.93512,41.82,33.69,32.17,31.34,101.01,156.2,152.1,2.6,2070,3.882,12:53:45,8/15/22,-0.48,0.001,0.001,0.009,-1.84,-4.054,-9.946,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,273.310303,25,-11.250602,273.275604,273.158813,0.116791,2.441066,2.440578,1.657367,0.919646,0.205326,-0.011459,0.54816,1.992328,188.312881,0.002653,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815130454,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
111,13:05:40,8/15/22,Auto gsw+F,LI-COR Default,,111,LCOR-505,11,0.329637,2.917001,0.296168,7.297646,1.802366,1.597492,4.217155,2.41479,15.814914,17.84313,41.749157,0.441786,PSF-00336_20220815130540,0,0,0,126.777649,373.346954,0.660429,0.5,0.8,472.55835,37.5,33.23,32.12,29.82,101.01,156.1,153.2,1.9,1789,3.88,13:05:23,8/15/22,-0.42,0.004,0.003,0,0.367,-0.923,-8.029,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,326.805725,25,-32.268631,332.426178,327.248352,5.177826,2.440429,2.434428,1.656903,0.922347,0.205791,-0.029522,0.548197,1.736044,126.777649,0.002644,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815130540,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
112,13:07:45,8/15/22,Auto gsw+F,LI-COR Default,,112,LCOR-153,12,0.600178,2.91718,0.497768,9.686779,1.886517,1.614861,3.7968,1.910283,15.988092,18.67765,37.590591,0.441786,PSF-00336_20220815130745,0,0,0,107.03373,387.03476,0.723452,0.5,0.8,28.308666,39.5,33.82,32,28.01,101,156.1,155.2,0.6,98,3.876,13:05:23,8/15/22,-0.42,0.001,0.002,0.014,0.589,0.558,1.761,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,337.992676,25,-33.450794,340.246094,339.247345,0.998749,2.441282,2.437283,1.657093,0.927331,0.206724,-0.05013,0.549428,0.195876,107.03373,0.002674,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815130745,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
113,13:11:06,8/15/22,Auto gsw+F,LI-COR Default,,113,LCOR-336,12,0.400861,2.917596,0.352438,10.399855,1.898948,1.607419,4.780926,2.881978,15.914014,18.800251,47.332851,0.441786,PSF-00336_20220815131106,0,0,0,127.697823,238.526169,0.464638,0.5,0.8,374.348511,39.18,33.17,32.26,32.02,101.01,156.2,142.8,8.5,2014,3.874,13:05:23,8/15/22,-0.42,0.001,0.001,0,-1.716,-1.941,-6.998,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,213.917252,25,-17.858301,210.481888,213.014008,-2.53212,2.440306,2.436774,1.657533,0.896818,0.204621,-0.004019,0.551444,1.941305,127.697823,0.002659,2.386067,-0.000044,1,2.373562,-0.000053,1,0.600878,0.600715,0.106777,0,PSF-00336_20220815131106,PFA-00364,PSA-00381,PSF-00336,RHS-00170,1.0.0,2021-01-19T12:57:14.097Z
