obs,time,elapsed,date,hhmmss,averaging,SPAD,Midday_WP,ID,Leaf,Response_curve,A,Ca,Qin,TIME,E,Emm,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
96,1692989336,10812,20230825 11:48:55,11:48:55,5,,,LCOR-502,9,CO2,-0.326255792,50.30735484,1499.991935,1692989328,0.000337887,0.337887162,69.47572381,7.01309261,5.078178666,0.025649492,2.944589521,0.025526012,0.015964802,241.7361356,30.57304067,29.75451613,4.200743599,71.38368303,2.911636001,4.078853706,1.289107598,-14.90082384,-81.08013563,-6.092193231,139.6629829,-0.326255792,0.337887162,-0.145754472,51.47225216,51.72729152,-0.023400199,67.12133257,0.333494518,28.43079789,28.80675939,-0.009914961,78.55,0,0,1,0,52935.56403,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.204326,-0.326255792,#DIV/0!,-0.000258686,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.204326,0.840807404,0.16115829,6,0.5,0: Broadleaf,2,FALSE,1692989328,50.30735484,49.99809032,28.84433871,28.51619032,51.46235484,28.50733871,599.9865484,100.8431935,0.099872968,29.24377097,29.75451613,999.9,0,0,10001.6529,0,1456.699677,1499.991935,0.972995452,0.027004303,0,503.1138065,5.00022,8541.223226,14099.12581,35.59045161,39.018,35.883,37.39496774,37.72154839,1454.621935,40.37,0,1692989337,0,503.0978077,-2.293367508,-14.83282048,8540.996154,15,1692989359,11:49:19,1692989356,1692989359,97,0.073,-0.022,-1.155,0.337,50,28,0.51,0.57,100,100,-1.155,0.337,-1.255869432,0.000439478,2.00E-06,-3.80E-10,0.35921,0,0,0,23,2006,0,18,1.3,1.4,0.272217,2.70264,1.39771,2.26685,1.39526,2.43652,42.3772,13.9394,18,614.504,325.399,26.9995,32.9121,29.9996,32.6139,32.9586,5.46618,4.46913,70.6737,27,50,28.4898,97.7907,92.2592
97,1692989435,10911.5,20230825 11:50:35,11:50:35,5,,,LCOR-502,9,CO2,-0.525787215,-1.091549334,1500.01,1692989427,0.000116064,0.116064475,95.99225389,9.689963325,-0.110186735,0.008586423,2.944236139,0.008572535,0.00535908,241.7386158,30.7286927,29.89676129,4.235250719,71.10963592,2.91695926,4.102059055,1.31829146,-5.118443369,-88.05348608,-6.624845446,141.9418409,-0.525787215,0.116064475,-0.488216477,-1.687888047,-1.172294545,-0.002875591,67.11127121,0.118434471,28.84966989,28.92747879,0.007086459,78.55,0,0,1,0,52908.21181,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.219291,-0.525787215,#DIV/0!,-0.000416888,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.219291,0.840807255,0.161158003,6,0.5,0: Broadleaf,2,FALSE,1692989427,-1.091549334,-1.617473871,28.89644516,28.78373226,0.049450666,28.54944516,599.987871,100.8453548,0.099908265,29.34202258,29.89676129,999.9,0,0,9999.429355,0,1451.282258,1500.01,0.973000129,0.026999829,0,500.376871,5.00022,8516.281935,14099.29677,35.74387097,39.054,36.044,37.665,37.78,1454.641935,40.36290323,0,1692989437,0,500.3577308,-1.809606843,-25.46598285,8516.068462,15,1692989453,11:50:53,1692989451,1692989453,98,0.042,0.01,-1.141,0.347,-2,29,0.61,0.3,100,100,-1.141,0.347,-1.182835176,0.000439478,2.00E-06,-3.80E-10,0.33677619,0,0,0,23,2006,0,18,1.3,1.3,0.032959,4.99756,1.39771,2.26685,1.39526,2.60864,42.4304,13.9044,18,615.157,325.237,27,32.8745,30.0002,32.6004,32.95,0,2.74498,68.3798,27,0,28.888,97.8016,92.2652
98,1692989529,11005.5,20230825 11:52:09,11:52:09,5,,,LCOR-502,9,CO2,0.894715482,399.2928387,1500.008387,1692989521,0.00015574,0.155740191,267.768805,27.0298089,40.30644691,0.011537651,2.944343712,0.011512592,0.007197617,241.7381842,30.80284127,29.99732581,4.259795396,71.39427203,2.94295482,4.122116154,1.316840576,-6.868142406,-90.6015911,-6.822563198,137.4458875,0.894715482,0.155740191,1.636457965,412.162283,410.8108788,-0.074477344,67.10935076,0.121498925,29.07827072,29.18376727,0.002373576,78.55,0,0,1,0,52896.51023,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.217846,0.894715482,#DIV/0!,0.000709406,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.217846,0.840807196,0.161157888,6,0.5,0: Broadleaf,2,FALSE,1692989521,399.2928387,400.2497419,29.15416452,29.00296452,399.7208387,28.80016452,599.998871,100.8446129,0.099964623,29.42655484,29.99732581,999.9,0,0,10000.11452,0,1451.026129,1500.008387,0.973000613,0.026999365,0,496.6356774,5.00022,8454.461935,14099.2871,35.778,39.187,36.062,37.56403226,37.87093548,1454.647097,40.36,0,1692989531,0,496.58564,-1.631230781,5.549230778,8454.5808,15,1692989548,11:52:28,1692989548,1692989548,99,0.241,0.008,-0.428,0.354,401,29,1.06,0.46,100,100,-0.428,0.354,-1.140790123,0.000439478,2.00E-06,-3.80E-10,0.346595,0,0,0,23,2006,0,18,1.3,1.3,1.07544,2.67944,1.39771,2.26685,1.39526,2.51709,42.4837,13.8956,18,615.436,325.738,27.001,32.8599,29.9999,32.5905,32.9409,21.5403,2.18832,66.097,27,400,29.0502,97.8077,92.2684
99,1692989624,11100.5,20230825 11:53:44,11:53:44,5,,,LCOR-502,9,CO2,1.127499718,398.8833548,1499.992903,1692989616,7.59E-05,0.075925533,74.09647763,7.479850673,40.26625861,0.005648014,2.944386873,0.005642002,0.003526791,241.735711,30.95630437,30.20232903,4.310214529,72.24481276,3.000938521,4.153846354,1.309276008,-3.348315991,-102.0325518,-7.696112616,128.6587306,1.127499718,0.075925533,1.370497326,412.2578274,411.019,-0.038720687,67.10912371,0.093700489,29.65322737,29.73839091,0.001096016,78.55,0,0,1,0,52874.5624,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.204839,1.127499718,#DIV/0!,0.000893986,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.204839,0.840807204,0.161157903,6,0.5,0: Broadleaf,2,FALSE,1692989616,398.8833548,400.041129,29.72772903,29.65406129,399.3213548,29.35572903,600.0056774,100.8474194,0.100033374,29.55955484,30.20232903,999.9,0,0,10000.08161,0,1455.23,1499.992903,0.973004161,0.026995942,0,494.1579355,5.00022,8441.881613,14099.16452,35.98780645,39.44309677,36.35467742,37.13287097,38,1454.632903,40.36,0,1692989626,0,494.14436,-1.293538456,-16.81461536,8441.6724,15,1692989644,11:54:04,1692989644,1692989641,100,-0.01,0.018,-0.438,0.372,400,30,0.55,0.47,100,100,-0.438,0.372,-0.89991344,0.000439478,2.00E-06,-3.80E-10,0.354255,0,0,0,23,2006,0,18,1.3,1.3,1.073,2.66357,1.39771,2.26807,1.39526,2.62573,42.5637,13.8869,18,616.229,325.487,26.9995,32.8674,30.0004,32.6031,32.9555,21.4856,0.714577,64.2258,27,400,29.6183,97.809,92.262
100,1692989720,11196.5,20230825 11:55:20,11:55:20,5,,,LCOR-502,9,CO2,1.848531518,598.0371935,1499.999677,1692989712,0.000212104,0.212103673,400.7926793,40.4590937,60.37047107,0.015894807,2.944381662,0.015847291,0.009908814,241.7369416,30.90250256,30.15436774,4.298372417,72.20541408,2.996081418,4.149386103,1.302290999,-9.35377198,-97.37829002,-7.34264067,127.6622389,1.848531518,0.212103673,1.898991404,618.2081831,616.3762182,-0.02782521,67.119122,0.21169672,29.47495082,29.68050606,-2.62E-05,78.55,0,0,1,0,52877.67708,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.210606,1.848531518,#DIV/0!,0.00146568,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.210606,0.840807252,0.161157996,6,0.5,0: Broadleaf,2,FALSE,1692989712,598.0371935,600.0126129,29.67954516,29.47373226,598.1041935,29.32154516,599.9872581,100.8477419,0.099944468,29.5409129,30.15436774,999.9,0,0,10000.02,0,1460.772258,1499.999677,0.973001355,0.026998803,0,492.3948065,5.00022,8420.41,14099.22258,36.24593548,39.70122581,36.629,37.04812903,38.135,1454.637097,40.36258065,0,1692989722,0,492.36328,-1.115076931,-38.21230765,8420.0192,15,1692989745,11:55:44,1692989745,1692989737,101,-0.058,-0.014,-0.067,0.358,600,30,1.85,0.43,100,100,-0.067,0.358,-0.910061244,0.000439478,2.00E-06,-3.80E-10,0.37224,0,0,0,23,2006,0,18,1.3,1.3,1.47949,2.66724,1.39771,2.26807,1.39526,2.47559,42.6706,13.8606,18,616.153,325.26,26.9994,32.9486,30.0006,32.669,33.0222,29.6397,1.30504,61.9288,27,600,29.6316,97.7852,92.2406
101,1692989821,11297,20230825 11:57:00,11:57:00,5,,,LCOR-502,9,CO2,2.542330795,797.2957419,1500.002903,1692989813,0.000179211,0.179211439,475.3972192,47.98753729,80.48061201,0.013231743,2.944299831,0.013198797,0.008252201,241.7384261,31.02301993,30.30021935,4.33447287,72.16455543,3.013783387,4.176265438,1.320689482,-7.903224464,-102.7361538,-7.756758363,123.3422895,2.542330795,0.179211439,2.470099853,824.4928486,821.8331212,0.025437705,67.10435706,0.19618104,29.69268987,29.87917455,0.000732657,78.55,0,0,1,0,52855.61479,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.213818,2.542330795,#DIV/0!,0.002015781,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.213818,0.840807585,0.161158639,6,0.5,0: Broadleaf,2,FALSE,1692989813,797.2957419,799.9810645,29.85659032,29.68272258,796.7747419,29.49259032,599.9760323,100.8420645,0.099916958,29.65299355,30.30021935,999.9,0,0,10000.11774,0,1463.606774,1500.002903,0.972992774,0.027007413,0,491.4401613,5.00022,8396.146774,14099.19355,36.31,39.937,36.762,37.55422581,38.25,1454.624516,40.37935484,0,1692989823,0,491.43492,-0.270923077,-2.331538473,8396.0568,15,1692989850,11:57:30,1692989850,1692989838,102,0.056,0.006,0.521,0.364,800,30,1.54,0.27,100,100,0.521,0.364,-0.967879208,0.000439478,2.00E-06,-3.80E-10,0.35796,0,0,0,23,2006,0,18,1.3,1.4,1.86523,2.67334,1.39771,2.26807,1.39526,2.42065,42.751,13.8256,18,616.37,324.976,27.0019,33.0726,30.0007,32.7673,33.1207,37.3715,0.7257,60.0435,27,800,29.7314,97.7568,92.2206
102,1692989926,11402.5,20230825 11:58:46,11:58:46,5,,,LCOR-502,9,CO2,3.534966757,996.3440323,1499.990645,1692989918,0.000160935,0.160935383,509.6764694,51.44666076,100.5708062,0.012043594,2.943992281,0.012016289,0.007512629,241.7359296,31.07116805,30.34139677,4.344712597,72.66537026,3.042282464,4.186701937,1.302430133,-7.097250391,-102.380854,-7.733975655,124.5238496,3.534966757,0.160935383,3.168859739,1030.96268,1027.336303,0.080279279,67.10498808,0.133360904,29.99429445,30.12338909,4.73E-05,78.55,0,0,1,0,52839.13639,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.203242,3.534966757,#DIV/0!,0.002802853,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.203242,0.840807405,0.161158291,6,0.5,0: Broadleaf,2,FALSE,1692989918,996.3440323,1000.039323,30.13956129,29.98347742,995.1870323,29.76356129,600.0038065,100.8399032,0.099935777,29.69634194,30.34139677,999.9,0,0,9998.583548,0,1466.29871,1499.990645,0.97299829,0.027001997,0,491.6017742,5.00022,8406.018065,14099.12581,36.58841935,40.062,36.98980645,38.22354839,38.5,1454.620645,40.37,0,1692989928,0,491.6166538,0.373709392,6.881367547,8406.056154,15,1692989958,11:59:18,1692989946,1692989958,103,0.017,0.012,1.157,0.376,1000,30,1.04,0.43,100,100,1.157,0.376,-0.911914944,0.000439478,2.00E-06,-3.80E-10,0.363905,0,0,0,23,2006,0,18,1.3,1.5,2.23511,2.65869,1.39771,2.26807,1.39526,2.63062,42.8852,13.8168,18,616.277,324.824,27.0005,33.2388,30.0009,32.9098,33.2626,44.7722,0,58.9206,27,1000,30.5371,97.7297,92.1901
103,1692990034,11510.5,20230825 12:00:34,12:00:34,5,,,LCOR-502,9,CO2,3.918596769,1195.532419,1500.002258,1692990026,0.000455107,0.455106672,989.7292642,99.90466148,120.6787209,0.034522162,2.94406225,0.034298839,0.021456718,241.7375392,30.85082414,30.11184194,4.287896103,72.17817921,2.996848366,4.15201436,1.291047737,-20.07020422,-88.87414304,-6.701079274,126.0921127,3.918596769,0.455106672,3.818663541,1236.075869,1231.989576,0.034035066,67.10783757,0.403808031,29.2418518,29.66635091,-0.006227082,78.55,0,0,1,0,52866.41144,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.21287,3.918596769,#DIV/0!,0.003107007,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.21287,0.840807314,0.161158117,6,0.5,0: Broadleaf,2,FALSE,1692990026,1195.532419,1199.995161,29.68899032,29.24739032,1193.647419,29.34899032,599.9932258,100.8413871,0.100016871,29.5519,30.11184194,999.9,0,0,9998.834194,0,1452.541935,1500.002258,0.973000258,0.027000139,0,493.6637419,5.00022,8431.583548,14099.21935,36.74593548,40.24593548,37.125,38.5,38.75,1454.637097,40.36580645,0,1692990036,0,493.6827692,-0.113914538,-14.34495725,8431.517308,15,1692990060,12:00:59,1692990060,1692990052,104,0.042,-0.037,1.885,0.34,1200,29,1.74,0.31,100,100,1.885,0.34,-0.893721346,0.000439478,2.00E-06,-3.80E-10,0.37624,0,0,0,23,2006,0,18,1.5,1.3,2.59033,2.65869,1.39771,2.26807,1.39526,2.5,42.939,13.7906,18,616.062,324.029,27.0007,33.384,30.0007,33.0398,33.3891,51.8836,2.96481,56.2498,27,1200,29.2706,97.7015,92.1754
104,1692990136,11612,20230825 12:02:15,12:02:15,5,,,LCOR-502,9,CO2,5.002191027,1494.596903,1499.997097,1692990128,0.000263489,0.263489,1057.690348,106.762652,150.863747,0.019611885,2.944510126,0.019539604,0.012218724,241.7364894,30.97570921,30.20864516,4.31177616,71.93799417,2.999919937,4.170146765,1.311856223,-11.61986489,-92.24792446,-6.960345366,130.9083546,5.002191027,0.263489,5.534583171,1545.583315,1539.840667,0.008937923,67.10258528,0.26537321,29.4462299,29.70428485,-0.000107639,78.55,0,0,1,0,52866.06704,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.208418,5.002191027,#DIV/0!,0.003966189,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.208418,0.840807239,0.161157971,6,0.5,0: Broadleaf,2,FALSE,1692990128,1494.596903,1499.992903,29.72000323,29.46434516,1491.182903,29.36500323,600.0000968,100.8394516,0.099970026,29.62753548,30.20864516,999.9,0,0,10001.57258,0,1456.096452,1499.997097,0.973000839,0.026999655,0,497.9576452,5.00022,8491.982258,14099.18065,36.758,40.312,37.125,38.407,38.74593548,1454.637097,40.36193548,0,1692990138,0,497.9575385,0.174358965,-7.233504241,8492.052308,15,1692990163,12:02:43,1692990163,1692990162,105,0.414,0.016,3.414,0.355,1500,29,1.52,0.55,100,100,3.414,0.355,-0.852255768,0.000439478,2.00E-06,-3.80E-10,0.339625,0,0,0,23,2006,0,18,1.3,1.4,3.10425,2.65869,1.39771,2.26807,1.39526,2.46582,42.966,13.7555,18,616.378,324.149,27.0014,33.4914,30.0002,33.1434,33.4934,62.1735,2.09168,54.3735,27,1500,29.4914,97.6816,92.1648
105,1692990239,11715.5,20230825 12:03:59,12:03:59,5,,,LCOR-502,9,CO2,6.925738463,1992.793258,1499.997419,1692990231,0.000155206,0.155206451,995.5724977,100.4938732,201.1541234,0.011505494,2.944347125,0.011480575,0.007177594,241.7364318,31.20123849,30.45996774,4.374315863,72.54729532,3.05994447,4.217861543,1.314371393,-6.844604475,-100.7592411,-7.619885045,126.5127012,6.925738463,0.155206451,7.594440894,2062.179074,2054.963576,-0.137342534,67.10345314,0.163619813,30.16427553,30.31904485,0.000741244,78.55,0,0,1,0,52826.88911,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1261.208632,6.925738463,#DIV/0!,0.00549135,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1261.208632,0.840807201,0.161157898,6,0.5,0: Broadleaf,2,FALSE,1692990231,1992.793258,2000.028065,30.31425161,30.16375484,1987.442258,29.94525161,600.0187742,100.8406774,0.100111384,29.82520645,30.45996774,999.9,0,0,10000.52419,0,1452.895484,1499.997419,0.973003581,0.026996397,0,506.2463548,5.00022,8618.930645,14099.2129,36.937,40.45935484,37.256,38.86274194,38.881,1454.637419,40.36,0,1692990241,0,506.2522692,0.674905991,22.08205127,8618.939231,15,1692990279,12:04:38,1692990279,1692990259,106,-0.008,0.014,5.351,0.369,2000,30,1.84,0.69,100,100,5.351,0.369,-0.438793421,0.000439478,2.00E-06,-3.80E-10,0.35525,0,0,0,23,2006,0,18,1.3,1.3,3.90381,2.63916,1.39771,2.26929,1.39526,2.65625,43.0199,13.7468,18,617.378,324.733,27.001,33.5716,30.0005,33.2325,33.5843,78.1597,0.280128,52.8719,27,2000,30.0998,97.6777,92.159
