obs,time,elapsed,date,hhmmss,averaging,SPAD,Midday_WP,ID,Response_curve,A,Ca,Qin,TIME,E,Emm,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
50,1694112407,6143,20230907 11:46:47,11:46:47,5,,,LCOR-040,CO2,14.19863159,385.3874839,1499.980968,1694112399,0.001719817,1.719817168,203.6911077,20.61461469,39.00324652,0.132250624,2.948548083,0.129041426,0.080932739,241.7343664,26.73139676,25.98932903,3.372128397,61.91604796,2.05949667,3.326272813,1.312631727,-75.84393709,-36.74640254,-2.659384853,126.4846419,14.19863159,1.719817168,14.94013473,407.7756786,392.6995758,-0.032651487,67.18081456,1.706411477,18.75549764,20.39066,0.006855429,78.55,11,2,1,0,53674.53824,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1506-20230907-11_46_48,8157.3,663.90796,792.43,0.162187247,0.5,1261.195103,14.19863159,102.2748807,0.012216348,1.876140479,464.2406005,DARK-1507-20230907-11_46_54,490.6,490.6,0.380891688,0.425809363,0.831242242,3.131217826,0.973133536,0.314655172,0.685344828,1261.195103,0.840807404,0.161158289,6,0.5,0: Broadleaf,2,FALSE,1694112399,385.3874839,400.2494516,20.34969677,18.66481613,384.1164839,20.24169677,599.9781935,101.1053226,0.099953023,25.75816452,25.98932903,999.9,0,0,9998.190323,0,1520.986774,1499.980968,0.972997129,0.027002597,0,664.1477097,5.00022,10384.77742,14099.02581,36.58445161,40.33445161,36.71745161,37.88270968,38.36864516,1454.61129,40.36967742,0,104.6000001,0,663.90796,-27.8557692,-399.6999994,10380.956,15,1694112430,11:47:09,1694112430,1694112428,50,0.229,0.001,1.271,0.108,401,19,0.36,0.07,100,100,1.271,0.108,0.037989135,0.001863201,1.75E-06,-3.11E-10,0.106965,0,0,0,-6,2030,-1,-1,1.4,1.3,1.08154,2.64648,1.39771,2.27905,1.39526,2.63672,36.1989,14.8238,18,591.497,369.936,23.2916,27.9162,30.0002,27.6752,28.0287,21.6638,4.76196,47.6298,23.3043,400,18.9145,98.6082,93.1404
51,1694112506,6241.5,20230907 11:48:25,11:48:25,5,,,LCOR-040,CO2,14.63073154,384.7430323,1499.999677,1694112498,0.00172982,1.729819828,201.334605,20.37606688,38.93791511,0.134925597,2.948795164,0.131587301,0.082535116,241.7372031,26.76725336,26.01559677,3.377373839,62.47509082,2.082843114,3.333877689,1.294530725,-76.28505441,-34.80023771,-2.51914637,128.1327646,14.63073154,1.729819828,14.79922048,407.7925315,392.6939576,0.003157419,67.20291466,1.722292295,18.88904555,20.57634424,-8.17E-05,78.55,11,2,1,0,53674.83685,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1508-20230907-11_48_26,8151.72,657.47052,795.13,0.173128268,0.5,1261.210742,14.63073154,109.1756159,0.012558804,1.866374052,465.1659712,DARK-1509-20230907-11_48_32,488.67,488.67,0.385421252,0.449192325,0.828838238,3.146834374,0.971366238,0.333865636,0.666134364,1261.210742,0.840807342,0.16115817,6,0.5,0: Broadleaf,2,FALSE,1694112498,384.7430323,400.0393871,20.58043871,18.88620968,383.4930323,20.47543871,599.9965806,101.1050323,0.099958735,25.79669355,26.01559677,999.9,0,0,9999.622581,0,1530.129032,1499.999677,0.972998839,0.027001358,0,657.4523871,5.00022,10327.16452,14099.2129,37.79616129,41.47958065,37.95741935,38.82648387,39.423,1454.632581,40.36709677,0,96.20000005,0,657.47052,4.971769229,107.8769229,10328.332,15,1694112544,11:49:04,1694112544,1694112533,51,-0.02,-0.002,1.25,0.105,400,19,0.31,0.12,100,100,1.25,0.105,0.267230044,0.001863201,1.75E-06,-3.11E-10,0.107955,0,0,0,-6,2030,-1,-1,1.3,1.3,1.07666,2.63184,1.39771,2.27905,1.39526,2.38281,36.2459,14.7887,18,591.351,369.251,22.8686,28.0572,30.0009,27.7857,28.1402,21.5963,5.20809,46.4973,22.8693,400,18.8455,98.5742,93.1053
52,1694112620,6356,20230907 11:50:20,11:50:20,5,,,LCOR-040,CO2,21.77829369,577.1556774,1500.003548,1694112612,0.00187171,1.871709767,322.724707,32.66262268,58.41330928,0.145584228,2.948858014,0.141705919,0.088906044,241.7377649,26.74081888,26.02247419,3.378748378,62.2911132,2.077976722,3.335912003,1.300771655,-82.54240072,-34.25788723,-2.480047112,122.4574298,21.77829369,1.871709767,21.41105795,611.4336774,589.2949818,0.070425798,67.19212758,1.845219277,18.69728164,20.50750121,-0.000551434,78.55,12,2,1,0,53674.90991,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1510-20230907-11_50_21,8158.17,684.3143846,861.09,0.205292844,0.5,1261.213964,21.77829369,129.4591011,0.01822598,1.646808115,486.989317,DARK-1511-20230907-11_50_27,495.33,495.33,0.424763962,0.48331041,0.794955741,1.611366808,0.928191787,0.349836494,0.650163506,1261.213964,0.840807321,0.161158129,6,0.5,0: Broadleaf,2,FALSE,1694112612,577.1556774,600.0130323,20.53155484,18.69837097,575.1416774,20.43155484,600.0316774,101.1089032,0.100028026,25.8069871,26.02247419,999.9,0,0,9999.596774,0,1552.674839,1500.003548,0.972998645,0.027001252,0,684.1935161,5.00022,10709.66774,14099.24194,37.09451613,40.87677419,37.5883871,38.51590323,39.08032258,1454.637419,40.36612903,0,112.4000001,0,684.3143846,15.16499147,171.3606838,10711.38077,15,1694112661,11:51:00,1694112661,1694112642,52,0.092,-0.006,2.014,0.1,600,19,0.24,0.09,100,100,2.014,0.1,0.247122131,0.001863201,1.75E-06,-3.11E-10,0.105457143,0,0,0,-6,2030,-1,-1,1.3,1.4,1.48315,2.60986,1.39771,2.27905,1.39526,2.53296,36.2694,14.7712,18,590.946,368.543,22.8054,28.2913,30.0008,27.9732,28.3246,29.692,7.43928,44.9994,22.7933,600,18.6547,98.5325,93.0671
53,1694112737,6472.5,20230907 11:52:16,11:52:16,5,,,LCOR-040,CO2,26.01399357,772.459129,1500.045806,1694112729,0.001979788,1.979787775,480.3989822,48.62203998,78.18196966,0.152984514,2.949123476,0.148708511,0.093317046,241.7443411,26.71175258,26.00922581,3.376100958,61.90200719,2.064865438,3.335700297,1.31123552,-87.30864087,-32.32484499,-2.33972868,119.7711266,26.01399357,1.979787775,25.9327958,815.0221626,788.3970061,0.045012793,67.21082902,1.838326094,18.43054921,20.31510182,-0.015699307,78.55,11,2,1,0,53682.93011,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1512-20230907-11_52_17,8164.48,722.48928,921.72,0.216151022,0.5,1261.249374,26.01399357,136.3101706,0.021583805,1.472703207,505.8060159,DARK-1513-20230907-11_52_23,497.53,497.53,0.460215684,0.469673307,0.761906366,1.169637891,0.888506114,0.323432564,0.676567436,1261.249374,0.84080724,0.161157973,6,0.5,0: Broadleaf,2,FALSE,1694112729,772.459129,800.001871,20.40143226,18.46207419,769.466129,20.30143226,600.012129,101.1118387,0.099949355,25.80591613,26.00922581,999.9,0,0,10000.81452,0,1575.765484,1500.045806,0.97300171,0.026998526,0,722.4803226,5.00022,11227.10968,14099.64516,35.19541935,38.89287097,35.68522581,36.33645161,37.22754839,1454.682581,40.36322581,0,114.3,0,722.48928,5.795769238,55.0461538,11227.648,15,1694112770,11:52:49,1694112765,1694112770,53,0.213,0.001,2.993,0.1,800,18,0.22,0.07,100,100,2.993,0.1,0.338977971,0.001863201,1.75E-06,-3.11E-10,0.09968,0,0,0,-6,2030,-1,-1,1.3,1.6,1.86523,2.64526,1.39771,2.27905,1.39526,2.59399,36.2694,14.7537,18,591.219,367.948,23.2946,28.4211,30.0016,28.0981,28.4462,37.3602,8.53718,43.1324,23.2838,800,18.6634,98.5185,93.0595
54,1694112846,6581.5,20230907 11:54:05,11:54:05,5,,,LCOR-040,CO2,27.40273773,970.9060323,1499.96129,1694112838,0.00177896,1.778960129,630.5542616,63.81953552,98.26715286,0.138540769,2.948630293,0.135023506,0.084698266,241.7306287,26.72618368,26.02596452,3.379446149,62.55312667,2.081938927,3.328273162,1.297507222,-78.45214167,-40.95901524,-2.964870513,119.3546013,27.40273773,1.778960129,28.00914723,1019.227888,991.0616,-0.08341447,67.17867849,1.750430986,18.78257641,20.53023636,-0.006230719,78.55,11,2,1,0,53675.26124,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1514-20230907-11_54_06,8167.89,739.98132,937.75,0.210897019,0.5,1261.178265,27.40273773,132.9893685,0.02268617,1.430434551,510.595719,DARK-1515-20230907-11_54_12,508.6,508.6,0.457637963,0.460838122,0.75761632,1.06118784,0.878013597,0.316740791,0.683259209,1261.178265,0.840807208,0.161157911,6,0.5,0: Broadleaf,2,FALSE,1694112838,970.9060323,1000.035613,20.57011935,18.82777419,967.0570323,20.46311935,600.0074194,101.1118065,0.099999423,25.76830645,26.02596452,999.9,0,0,9998.016129,0,1606.844194,1499.96129,0.973001871,0.026997877,0,740.0552581,5.00022,11457.09355,14098.85161,34.22554839,37.99764516,34.79009677,35.07832258,36.2256129,1454.601613,40.35935484,0,107,0,739.98132,-5.760615381,-104.5923074,11455.416,15,1694112869,11:54:29,1694112867,1694112869,54,0.009,0.006,3.849,0.107,1000,19,0.33,0.07,100,100,3.849,0.107,0.551989889,0.001863201,1.75E-06,-3.11E-10,0.10046,0,0,0,-6,2030,-1,-1,1.4,1.3,2.23389,2.61963,1.39771,2.27905,1.39526,2.64282,36.1989,14.7449,18,591.914,367.853,23.1307,28.548,30.0006,28.2299,28.5789,44.7371,6.24776,42.0069,23.1248,1000,18.7713,98.4945,93.0393
55,1694112945,6681,20230907 11:55:45,11:55:45,5,,,LCOR-040,CO2,27.78050143,1170.20071,1499.974516,1694112937,0.001690846,1.690845753,799.62106,80.92922042,118.4353888,0.129791483,2.949014574,0.126699496,0.079458853,241.7328325,26.75841588,26.00576129,3.375408944,61.88930529,2.061011281,3.330157402,1.314397663,-74.56629769,-36.23422541,-2.622378468,128.3099309,27.78050143,1.690845753,27.76957171,1222.975153,1194.546364,0.028453211,67.20888213,1.710925373,18.7851353,20.41565515,0.008539931,78.55,11,2,1,0,53684.73472,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1516-20230907-11_55_46,8163.56,736.45024,923.91,0.202898291,0.5,1261.189422,27.78050143,127.9465892,0.022985499,1.466842008,506.4648085,DARK-1517-20230907-11_55_52,508.27,508.27,0.449870658,0.451014724,0.765290507,1.086563351,0.887072638,0.311273242,0.688726758,1261.189422,0.840807233,0.16115796,6,0.5,0: Broadleaf,2,FALSE,1694112937,1170.20071,1199.96,20.36381935,18.70739677,1165.45871,20.25281935,599.9967742,101.1094516,0.100014306,25.77785484,26.00576129,999.9,0,0,10000.43194,0,1651.547097,1499.974516,0.973001613,0.026998584,0,736.6255806,5.00022,11478.82903,14098.99677,35.70945161,39.88883871,35.83029032,38.12477419,37.68316129,1454.613548,40.36096774,0,97.60000014,0,736.45024,-7.859692296,-125.7230768,11476.308,15,1694112978,11:56:17,1694112978,1694112967,55,-0.019,0.004,4.742,0.111,1200,19,0.37,0.09,100,100,4.742,0.111,0.56176601,0.001863201,1.75E-06,-3.11E-10,0.1066,0,0,0,-6,2030,-1,-1,1.3,1.3,2.58911,2.64404,1.39771,2.27905,1.39526,2.65137,36.152,14.7274,18,592.266,368,23.3982,28.6738,30.0003,28.3509,28.7019,51.8455,5.11609,40.5065,23.3996,1200,18.8991,98.4763,93.0203
56,1694113054,6789.5,20230907 11:57:33,11:57:33,5,,,LCOR-040,CO2,27.04806006,1470.258,1499.990968,1694113046,0.001854396,1.854396473,1139.35516,115.3076103,148.7963916,0.145829688,2.948684582,0.141938255,0.08905239,241.7351603,26.71537221,25.96635161,3.367545839,62.49036142,2.080922753,3.329989947,1.286623087,-81.77888447,-30.10010244,-2.178237328,127.6779361,27.04806006,1.854396473,28.15755775,1528.687605,1500.255818,-0.057675857,67.2108254,1.81065923,18.70575596,20.51571636,-0.006853766,78.55,10,2,1,0,53675.1225,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1518-20230907-11_57_34,8153.1,726.1716154,899.37,0.192577454,0.5,1261.203087,27.04806006,121.4396396,0.022404502,1.534151684,499.0010559,DARK-1519-20230907-11_57_40,499.47,499.47,0.444644585,0.433104238,0.77529542,1.170374933,0.903135419,0.29789456,0.70210544,1261.203087,0.840807121,0.161157744,6,0.5,0: Broadleaf,2,FALSE,1694113046,1470.258,1500.031613,20.56160968,18.74539677,1463.7,20.45560968,600.0179032,101.1042581,0.100014632,25.77700645,25.96635161,999.9,0,0,9999.070968,0,1719.272258,1499.990968,0.97300529,0.026994687,0,726.3231935,5.00022,11360.12258,14099.14839,36.58445161,40.94332258,36.528,40.08641935,38.774,1454.634516,40.35580645,0,106.6000001,0,726.1716154,-10.02201709,-136.731624,11358.27692,15,1694113087,11:58:06,1694113087,1694113083,56,0.36,-0.005,6.558,0.106,1500,19,0.17,0.1,100,100,6.558,0.106,0.542214965,0.001863201,1.75E-06,-3.11E-10,0.11093,0,0,0,-6,2030,-1,-1,1.3,1.4,3.09937,2.62939,1.39771,2.27905,1.39526,2.65503,36.152,14.7099,18,592.866,367.817,23.5281,28.7904,30.0004,28.4774,28.8262,62.0714,7.21503,39.0034,23.5431,1500,18.5985,98.4538,93.0029
57,1694113163,6898.5,20230907 11:59:22,11:59:22,5,,,LCOR-040,CO2,29.58780443,1967.512839,1500.083548,1694113155,0.001450697,1.450697028,1499.170358,151.7318788,199.1330859,0.111643809,2.948767385,0.109347599,0.068544621,241.7506076,26.90239158,26.12208387,3.398711472,62.5280931,2.092391959,3.346322997,1.306319513,-63.97573895,-41.73117397,-3.02346535,133.0202293,29.58780443,1.450697028,27.7143822,2039.326069,2011.197091,-0.028586462,67.21012002,1.382696358,19.26368831,20.62840242,-0.001972459,78.55,10,2,1,0,53662.85182,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1520-20230907-11_59_23,8158.36,712.8224231,873.97,0.184385708,0.5,1261.281203,29.58780443,116.2811136,0.024416737,1.607801183,491.0823434,DARK-1521-20230907-11_59_29,495.87,495.87,0.432623545,0.426203589,0.787973779,1.314574143,0.919761118,0.296485586,0.703514414,1261.281203,0.840807303,0.161158095,6,0.5,0: Broadleaf,2,FALSE,1694113155,1967.512839,1999.955806,20.67365161,19.25290645,1960.954839,20.55465161,599.9833871,101.1106452,0.099919771,25.85958065,26.12208387,999.9,0,0,9998.909677,0,1770.899677,1500.083548,0.973000839,0.026999426,0,712.888,5.00022,11187.68387,14100.00645,37.52193548,41.71548387,37.78203226,40.3223871,39.49970968,1454.716129,40.36741935,0,106.6000001,0,712.8224231,-17.44037606,-323.7299144,11186.41923,15,1694113203,12:00:03,1694113087,1694113187,57,0.36,0.013,6.558,0.119,1500,19,0.17,0.1,100,100,6.558,0.119,0.901824146,0.001863201,1.75E-06,-3.11E-10,0.105928571,0,0,0,-6,2030,-1,-1,1.3,1.3,3.89282,2.62573,1.39771,2.27905,1.39526,2.57446,36.2694,14.6486,18,592.388,368.449,21.2503,28.9846,30.001,28.6498,29.0035,77.957,3.10739,37.8775,21.1782,2000,19.4101,98.4226,92.9691
58,1694113512,7248,20230907 12:05:12,12:05:12,5,,,,CO2,13.81314906,385.3006129,1499.969677,1694113504,0.002257569,2.257568633,249.3910263,25.24004516,38.99500721,0.175893261,2.948435925,0.170264837,0.106906212,241.7321536,26.91683384,26.07842581,3.389949175,61.46919252,2.084325412,3.390845603,1.305623763,-99.55877672,0.710687495,0.051542228,142.9356066,13.81314906,2.257568633,13.47128164,407.5233121,393.8143939,-0.003200262,67.21761108,2.288762912,18.38244869,20.62375879,4.44E-05,78.55,13,2,1,0,53613.01438,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1522-20230907-12_05_13,8186.62,650.9765769,773.96,0.158901523,0.5,1261.185406,13.81314906,100.2021412,0.011910791,1.944777508,457.8396569,DARK-1523-20230907-12_05_19,484.07,484.07,0.374554241,0.424241688,0.838507691,5.447677866,0.985223168,0.315468607,0.684531393,1261.185406,0.840807268,0.161158027,6,0.5,0: Broadleaf,2,FALSE,1694113504,385.3006129,399.9835161,20.59473548,18.38367419,383.8446129,20.50673548,600.0036129,101.1067419,0.099967594,26.08289677,26.07842581,999.9,0,0,9997.412903,0,2096.998387,1499.969677,0.973000516,0.026999316,0,651.2309032,5.00022,10164.58387,14098.93226,35.64896774,39.69929032,35.90290323,37.80832258,37.53203226,1454.607097,40.36258065,0,347.6000001,0,650.9765769,-22.36434189,-390.4786325,10159.83462,15,1694113550,12:05:50,1694113537,1694113550,58,-0.447,-0.031,1.456,0.088,400,18,0.37,0.06,100,100,1.456,0.088,0.901824146,0.001863201,1.75E-06,-3.11E-10,0.11926,0,0,0,-6,2030,-1,-1,7.1,5.4,1.07422,2.62451,1.39771,2.27905,1.39526,2.44019,36.908,14.5961,18,589.722,362.908,23.1473,29.3949,30.0006,29.0927,29.4385,21.5267,11.6115,29.1675,23.0877,400,18.367,98.3612,92.9279
59,1694113626,7362,20230907 12:07:06,12:07:06,5,,,,CO2,9.98600468,289.2948065,1500.010323,1694113618,0.002509279,2.509279054,200.5581736,20.29748517,29.27807398,0.197204194,2.948503863,0.190158838,0.119461301,241.7380802,26.62492381,25.81014839,3.336536986,60.87140182,2.036517047,3.34560563,1.30001994,-110.6592063,7.282407196,0.526829847,138.888111,9.98600468,2.509279054,9.898251091,305.3304686,295.2813818,-0.005828016,67.1432288,2.501365432,17.63782823,20.10086,-0.002272435,78.55,11,2,1,0,53655.67257,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1524-20230907-12_07_07,8176.85,609.90724,711.7,0.143027624,0.5,1261.219258,9.98600468,90.1945969,0.008875991,2.202388647,435.3124114,DARK-1525-20230907-12_07_13,468.4,468.4,0.341857524,0.418383724,0.865635044,-2.565043381,1.025975765,0.32131269,0.67868731,1261.219258,0.840807052,0.161157611,6,0.5,0: Broadleaf,2,FALSE,1694113618,289.2948065,300.0060645,20.12269677,17.66406452,288.2278065,20.05869677,600.0374194,101.1049355,0.100040645,25.85596129,25.81014839,999.9,0,0,9997.977419,0,1180.92729,1500.010323,0.973007097,0.026992555,0,610.0600323,5.00022,9549.698387,14099.33548,37.41909677,41.08435484,38.15696774,35.58645161,38.538,1454.657419,40.35290323,0,112,0,609.90724,-11.72330772,-246.1376927,9545.702,15,1694113649,12:07:29,1694113648,1694113649,59,-0.092,-0.025,1.067,0.064,300,18,0.39,0.06,100,100,1.067,0.064,0.45449387,0.001863201,1.75E-06,-3.11E-10,0.0884,0,0,0,-6,2030,-1,-1,1.5,1.3,0.856934,2.59521,1.39771,2.28027,1.39526,2.49268,36.8842,14.5961,18,591.841,362.17,24.7469,29.4292,29.9998,29.1509,29.4949,17.2018,16.0529,26.5137,24.8491,300,17.62,98.3516,92.9261
60,1694113725,7461,20230907 12:08:45,12:08:45,5,,,,CO2,6.103212105,193.426,1499.985806,1694113717,0.002043222,2.043222005,125.6888952,12.72052783,19.57596025,0.155668937,2.948899599,0.151243566,0.094914352,241.7351574,27.23410566,26.18175806,3.410720243,60.41554387,2.080565789,3.443759098,1.330154455,-90.1060904,25.95135274,1.885263096,179.4656828,6.103212105,2.043222005,5.912369266,203.7622125,197.7393939,-0.000279908,67.20962274,2.160252535,18.64752807,20.67403697,0.016753766,78.55,10,2,1,0,53579.60206,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1526-20230907-12_08_46,8169.39,598.5038846,685.29,0.126641444,0.5,1261.199177,6.103212105,79.8600427,0.005797481,2.325803674,425.2874963,DARK-1527-20230907-12_08_52,488.4,488.4,0.287309022,0.44078478,0.89005104,-1.313058785,1.043262564,0.359695722,0.640304278,1261.199177,0.840807408,0.161158297,6,0.5,0: Broadleaf,2,FALSE,1694113717,193.426,199.9243548,20.55763871,18.55644194,192.899,20.47163871,600.0064194,101.1064516,0.100005913,26.34499355,26.18175806,999.9,0,0,10000.07548,0,1361.542161,1499.985806,0.972994935,0.027004948,0,598.5650645,5.00022,9432.720645,14099.08065,38.56229032,41.42312903,39.0643871,35.45545161,39.2396129,1454.615806,40.37,0,97,0,598.5038846,-5.534393166,195.9705986,9434.103846,15,1694113745,12:09:04,1694113744,1694113745,60,-0.274,0.023,0.527,0.086,200,19,0.61,0.08,100,100,0.527,0.086,0.362299919,0.001863201,1.75E-06,-3.11E-10,0.063585,0,0,0,-6,2030,-1,-1,1.3,1.3,0.634766,2.64526,1.39771,2.28027,1.39526,2.54272,36.6706,14.5611,18,592.519,363.166,24.8835,29.2925,29.9996,29.0747,29.4177,12.7146,7.42892,24.6533,24.7155,200,18.7835,98.3727,92.9511
61,1694113821,7556.5,20230907 12:10:20,12:10:20,5,,,,CO2,2.0706069,97.68615484,1499.96,1694113813,0.002357868,2.357868277,77.68358014,7.861828908,9.886153994,0.187668624,2.947891878,0.181274974,0.113853157,241.7307959,26.98520698,25.98518065,3.371300651,61.30753611,2.090457425,3.409788678,1.280843226,-103.981991,30.50675808,2.212905768,170.4684687,2.0706069,2.357868277,1.905015214,101.8563233,99.85634788,0.013075817,67.11564128,2.39707724,18.26366807,20.63242909,-0.003989763,78.55,10,2,1,0,53580.16091,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1528-20230907-12_10_21,8170,599.1348077,671.01,0.107114935,0.5,1261.177374,2.0706069,67.54546601,0.002600089,2.396581273,419.7438971,DARK-1529-20230907-12_10_27,469.73,469.73,0.299965723,0.357090582,0.888759319,-0.894252395,1.05260961,0.279963969,0.720036031,1261.177374,0.840807338,0.161158161,6,0.5,0: Broadleaf,2,FALSE,1694113813,97.68615484,99.98701613,20.65603548,18.34694839,97.48515484,20.57803548,600.02,101.1031935,0.100032335,26.17713548,25.98518065,999.9,0,0,9994.673871,0,1885.450645,1499.96,0.972999129,0.027000942,0,599.1422903,5.00022,9484.542581,14098.82903,39.37670968,41.82625806,40.15503226,33.74774194,39.63477419,1454.594194,40.36580645,0,93.4000001,0,599.1348077,-4.690974366,-101.1377779,9483.686923,15,1694113844,12:10:43,1694113841,1694113844,61,-0.091,-0.009,0.201,0.078,100,18,0.8,0.05,100,100,0.201,0.078,0.088463943,0.001863201,1.75E-06,-3.11E-10,0.086114286,0,0,0,-6,2030,-1,-1,1.3,1.3,0.400391,2.63794,1.39771,2.28027,1.39526,2.58057,36.4814,14.5523,18,592.926,363.487,24.5018,29.1379,29.9996,28.9674,29.3109,8.02779,10.3996,22.7765,24.4764,100,18.0836,98.402,92.9752
62,1694113920,7655.5,20230907 12:11:59,12:11:59,5,,,,CO2,-0.076380943,49.96171613,1500.020645,1694113912,0.002575866,2.575866031,49.56083351,5.015625232,5.056195111,0.213846717,2.948572689,0.205589003,0.129208481,241.7403633,26.72561476,25.84193871,3.342827583,62.59933537,2.109008562,3.369059032,1.233819021,-113.595692,20.98368829,1.519125216,150.6474848,-0.076380943,2.575866031,0.288053508,50.93237592,50.76822182,-0.028430773,67.10729457,2.480205892,18.01503681,20.62898606,-0.03475058,78.55,9,1,1,0,53636.4352,RECT-1407-20230906-12_22_20,8135.41,751.3846154,2279.14,0.670320992,-1.20856664,RECT-1530-20230907-12_12_00,8179.37,604.7518846,669.13,0.096211671,0.5,1261.228258,-0.076380943,60.67243908,0.000897685,2.40612437,419.0074789,DARK-1531-20230907-12_12_06,479.13,479.13,0.283950802,0.338832186,0.894445031,-0.78266873,1.053840174,0.268448383,0.731551617,1261.228258,0.840807266,0.161158024,6,0.5,0: Broadleaf,2,FALSE,1694113912,49.96171613,50.01402903,20.83971935,18.31757419,49.71371613,20.77871935,600.0096452,101.1014516,0.099938216,25.97394194,25.84193871,999.9,0,0,9998.712903,0,1027.859032,1500.020645,0.973000774,0.026998858,0,604.6938065,5.00022,9453.14871,14099.40968,37.26380645,40.57429032,38.00174194,35.0843871,38.75574194,1454.656452,40.36387097,0,97,0,604.7518846,3.97521367,233.7688892,9454.330769,15,1694113943,12:12:23,1694113943,1694113943,62,0.154,-0.016,0.248,0.061,50,18,1.02,0.06,100,100,0.248,0.061,-0.002265923,0.001863201,1.75E-06,-3.11E-10,0.07752,0,0,0,-6,2030,-1,-1,1.3,1.3,0.283203,2.65991,1.39771,2.28027,1.39526,2.46094,36.2929,14.5261,18,594.064,363.355,23.8998,28.9981,29.9997,28.8585,29.2048,5.70479,12.9931,21.2405,23.9929,50,17.6237,98.4269,93.0026
