Obs#,Time,Date,configName,configAuthor,remark,Observation,ID,Timepoint,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
223,16:56:01,6/27/23,Auto gsw+F,LI-COR Default,,223,LCOR-197,16,0.00941,2.920058,0.00938,0.345088,1.336158,1.32649,4.921182,3.585024,13.188772,13.284895,48.929379,0.441786,PSF-00281_20230627165601,0,0,0,65.025688,112.262299,0.42077,0.5,0.8,142.886063,27.34,27.14,32.41,32.53,100.58,156.5,155.9,0.4,849,4.095,3,163,168,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,16:54:21,6/27/23,-0.75,0,0.001,-9999,0.611,1.555,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,99.305031,25,-9.799112,94.442009,98.225037,-3.783028,2.457923,2.483293,1.658966,0.930343,0.203439,0.001815,1.02326,0.895953,65.025688,0.001079,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627165601,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
224,16:56:41,6/27/23,Auto gsw+F,LI-COR Default,,224,LCOR-322,16,0.034093,2.920195,0.0337,1.056268,1.401406,1.371828,4.462842,3.061436,13.63565,13.929644,44.359596,0.441786,PSF-00281_20230627165641,0,0,0,110.586761,320.698761,0.655169,0.5,0.8,34.800549,28.66,28.05,32.42,30.81,100.61,156.5,156.1,0.3,133,4.094,-28,-172,64,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,16:54:21,6/27/23,-0.75,0,0,-9999,13.348,2.673,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,277.384033,25,-32.050358,263.218048,274.78653,-11.568481,2.459189,2.485182,1.659112,0.930831,0.203343,-0.018887,1.023742,0.229998,110.586761,0.001093,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627165641,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
225,16:57:25,6/27/23,Auto gsw+F,LI-COR Default,,225,LCOR-537,16,0.015285,2.921412,0.015205,0.664586,1.352143,1.333543,5.597261,4.245118,13.255998,13.440887,55.639194,0.441786,PSF-00281_20230627165725,0,0,0,51.846386,62.655022,0.17251,0.5,0.8,109.566124,27.63,27.25,32.43,34.84,100.6,156.7,156,0.4,1588,4.092,-10,-170,175,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,16:54:21,6/27/23,-0.75,0.001,0.003,-9999,0.208,0.417,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,60.395123,25,-2.021067,59.224247,59.759838,-0.535591,2.458075,2.483713,1.660413,0.930556,0.203264,0.029642,1.023895,1.583017,51.846386,0.001061,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627165725,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
226,16:58:04,6/27/23,Auto gsw+F,LI-COR Default,,226,LCOR-086,16,0.016233,2.919663,0.016143,0.721322,1.363833,1.343619,5.701169,4.337336,13.356123,13.557052,56.671936,0.441786,PSF-00281_20230627165804,0,0,0,72.168228,87.520721,0.175416,0.5,0.8,127.051979,27.87,27.46,32.43,35.17,100.6,156.4,154.1,1.5,1811,4.092,-23,-143,189,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,16:54:21,6/27/23,-0.75,-0.001,0,-9999,-0.298,-0.583,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,84.86795,25,-1.912188,84.526421,84.781509,-0.255089,2.458358,2.484052,1.658545,0.925838,0.203248,0.033732,1.024238,1.790298,72.168228,0.001081,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627165804,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
227,16:59:05,6/27/23,Auto gsw+F,LI-COR Default,,227,LCOR-093,16,0.107529,2.921679,0.103712,2.961128,1.333637,1.250763,4.128052,2.794415,12.432597,13.256372,41.032887,0.441786,PSF-00281_20230627165905,0,0,0,85.859657,239.641434,0.641716,0.5,0.8,45.933056,27.35,25.65,32.37,29.45,100.6,156.7,146.5,6.5,179,4.09,4,-156,195,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,16:54:21,6/27/23,-0.75,0.002,0.004,-9999,0.394,0.64,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,229.033112,25,-7.144279,232.907654,229.407227,3.500427,2.455829,2.483313,1.660698,0.906649,0.20376,-0.034206,1.02552,0.272917,85.859657,0.001074,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627165905,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
228,17:00:21,6/27/23,Auto gsw+F,LI-COR Default,,228,LCOR-461,16,0.068006,2.919371,0.066457,1.940812,1.286308,1.231863,4.145086,2.858778,12.244399,12.78557,41.20108,0.441786,PSF-00281_20230627170021,0,0,0,97.444298,315.209442,0.690859,0.5,0.8,52.350212,26.6,25.47,32.23,29.52,100.61,156.4,155.9,0.3,189,4.089,-32,-168,164,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,16:54:21,6/27/23,-0.75,-0.001,0.003,-9999,1.523,-2.157,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,294.401398,25,-14.272226,295.051941,294.764435,0.287506,2.455589,2.482237,1.658234,0.930432,0.204913,-0.031645,1.023808,0.282674,97.444298,0.00108,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627170021,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
229,17:01:04,6/27/23,Auto gsw+F,LI-COR Default,,229,LCOR-232,16,0.007321,2.920644,0.007302,0.291787,1.250757,1.242577,5.1425,3.891744,12.352493,12.433802,51.121727,0.441786,PSF-00281_20230627170104,0,0,0,59.189201,81.860886,0.276954,0.5,0.8,105.486305,25.93,25.76,32.18,33.32,100.59,156.6,155.7,0.6,952,4.088,-27,169,146,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,16:54:21,6/27/23,-0.75,0.002,0.001,-9999,-0.065,0.733,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,77.563049,25,-3.319903,76.172234,77.105118,-0.932884,2.45601,2.481278,1.659592,0.929848,0.205309,0.014097,1.02221,0.99196,59.189201,0.001072,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627170104,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
230,17:01:39,6/27/23,Auto gsw+F,LI-COR Default,,230,LCOR-509,16,0.203775,2.920911,0.190486,5.086631,1.396874,1.254525,4.010964,2.614091,12.470765,13.885803,39.87151,0.441786,PSF-00281_20230627170139,0,0,0,87.41748,329.321686,0.734553,0.5,0.8,228.40683,29.03,26.07,32.14,28.95,100.6,156.6,156.4,0.1,777,4.087,-7,159,138,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,16:54:21,6/27/23,-0.75,-0.001,0.002,0.016,-0.357,-1.127,-0.485,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,313.845642,25,-10.448757,319.248688,314.353821,4.894867,2.456446,2.485745,1.659878,0.931628,0.205626,-0.037205,1.021431,0.829383,87.41748,0.001075,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627170139,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
231,17:02:22,6/27/23,Auto gsw+F,LI-COR Default,,231,LCOR-413,16,0.097257,2.918039,0.09412,3.049864,1.377581,1.292016,4.541624,3.164043,12.842749,13.693275,45.144135,0.441786,PSF-00281_20230627170222,0,0,0,116.312386,270.361847,0.56979,0.5,0.8,185.281403,28.69,26.91,32.1,31.12,100.6,156.2,156.2,0,813,4.086,-30,-177,97,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,16:54:21,6/27/23,-0.75,-0.001,0,0.002,0.05,-0.973,-10.393,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,245.311981,25,-17.647476,241.267563,245.081787,-3.814224,2.457636,2.485273,1.656817,0.931119,0.205958,-0.011336,1.020895,0.86246,116.312386,0.001055,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627170222,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
232,17:03:06,6/27/23,Auto gsw+F,LI-COR Default,,232,LCOR-566,16,0.208301,2.919829,0.19443,5.273509,1.435656,1.287997,4.089427,2.653771,12.802514,14.270223,40.648346,0.441786,PSF-00281_20230627170306,0,0,0,87.565903,261.943359,0.665707,0.5,0.8,74.26342,29.98,26.89,32.05,29.29,100.61,156.5,156.7,-0.1,279,4.148,-18,132,139,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,16:54:21,6/27/23,-0.75,-0.001,0.001,-9999,-1.486,-3.381,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,247.145172,25,-10.100345,248.998398,247.474579,1.523819,2.457617,2.487109,1.658722,0.93232,0.206312,-0.032295,1.020848,0.365853,87.565903,0.0011,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627170306,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
233,19:25:43,6/27/23,Auto gsw+F,LI-COR Default,,233,LCOR-268,18,0.199318,2.921221,0.186587,2.742098,1.52386,1.447244,2.969141,1.445281,14.387373,15.149027,29.516888,0.441786,PSF-00281_20230627192543,0,0,0,87.638855,279.037811,0.685925,0.5,0.8,54.81031,43.55,41.36,26.62,23.86,100.59,156.6,156,0.4,200,4.145,-16,-104,203,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:25:36,6/27/23,-0.78,0.009,0.005,-9999,0.114,0.122,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,263.950836,25,-10.390689,267.139435,264.153107,2.986328,2.477997,2.506689,1.660209,0.930698,0.255729,-0.030417,1.035254,0.292279,87.638855,0.00108,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627192543,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
234,19:26:46,6/27/23,Auto gsw+F,LI-COR Default,,234,LCOR-344,18,0.012681,2.919409,0.012626,0.230117,1.395432,1.388986,3.186913,1.791481,13.809004,13.873096,31.683628,0.441786,PSF-00281_20230627192646,0,0,0,94.236015,332.66684,0.716726,0.5,0.8,17.665791,40.26,40.07,26.46,25.04,100.59,156.4,156.5,0,62,4.144,-26,125,124,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:25:36,6/27/23,-0.78,0,0.001,-9999,-0.064,0.057,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,325.932739,25,-4.694501,327.344666,325.941956,1.40271,2.476326,2.502242,1.658274,0.931863,0.257362,-0.015437,1.033259,0.163816,94.236015,0.001101,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627192646,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
235,19:27:48,6/27/23,Auto gsw+F,LI-COR Default,,235,LCOR-092,18,0.023704,2.920417,0.023513,0.375758,1.399779,1.389261,2.972181,1.572402,13.812536,13.917106,29.550495,0.441786,PSF-00281_20230627192748,0,0,0,90.29567,304.572113,0.703533,0.5,0.8,21.992077,40.68,40.38,26.33,23.87,100.58,156.5,156.6,-0.1,78,4.143,-32,160,96,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:25:36,6/27/23,-0.78,0.001,0,-9999,0.534,1.319,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,297.047485,25,-5.100983,297.939423,297.264954,0.674469,2.476749,2.502841,1.659349,0.932265,0.258646,-0.026984,1.03271,0.179186,90.29567,0.001088,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627192748,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
236,19:28:36,6/27/23,Auto gsw+F,LI-COR Default,,236,LCOR-563,18,0.025963,2.919351,0.025734,0.421622,1.452364,1.440559,3.063311,1.610947,14.322195,14.439564,30.455784,0.441786,PSF-00281_20230627192836,0,0,0,78.508972,248.405823,0.683949,0.5,0.8,20.343094,42.44,42.09,26.24,24.38,100.58,156.4,156.5,-0.1,74,4.141,-23,131,141,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:25:36,6/27/23,-0.78,0,0.003,-9999,-0.155,-0.724,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,238.127945,25,-7.746743,236.475708,237.308594,-0.832886,2.479024,2.505245,1.658212,0.932048,0.259589,-0.020361,1.032446,0.175662,78.508972,0.001093,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627192836,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
237,19:29:23,6/27/23,Auto gsw+F,LI-COR Default,,237,LCOR-062,18,0.060171,2.91867,0.058956,0.974616,1.444821,1.417514,3.070348,1.625527,14.092311,14.363786,30.524076,0.441786,PSF-00281_20230627192923,0,0,0,86.881042,375.202911,0.768443,0.5,0.8,18.965332,42.42,41.62,26.16,24.41,100.59,156.3,156.5,-0.1,62,4.141,-13,134,132,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:25:36,6/27/23,-0.78,-0.001,0,-9999,0.09,0.509,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,367.344971,25,-5.364107,371.175873,367.518799,3.657074,2.478412,2.505231,1.657488,0.93189,0.260419,-0.019023,1.031734,0.163891,86.881042,0.001088,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627192923,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
238,19:29:59,6/27/23,Auto gsw+F,LI-COR Default,,238,LCOR-003,18,0.088426,2.920473,0.085828,1.261685,1.448659,1.413362,2.895334,1.446675,14.051593,14.402516,28.785303,0.441786,PSF-00281_20230627192959,0,0,0,85.313919,388.390167,0.78034,0.5,0.8,11.712231,42.73,41.68,26.08,23.44,100.58,156.5,156.9,-0.2,38,4.139,-12,113,119,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:25:36,6/27/23,-0.78,0,0.002,-9999,0.251,0.607,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,384.487854,25,-2.457037,390.534271,384.870453,5.663818,2.478515,2.50566,1.659409,0.932926,0.261222,-0.028958,1.030859,0.141408,85.313919,0.00109,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627192959,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
239,19:30:40,6/27/23,Auto gsw+F,LI-COR Default,,239,LCOR-251,18,0.022862,2.920154,0.022684,0.393125,1.440247,1.429245,3.143717,1.70347,14.209326,14.318706,31.25433,0.441786,PSF-00281_20230627193040,0,0,0,93.659523,326.442932,0.713091,0.5,0.8,16.439825,42.7,42.37,25.99,24.81,100.58,156.5,155.2,0.8,58,4.138,-23,112,143,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:25:36,6/27/23,-0.78,0.002,0.001,-9999,-0.083,0.026,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,313.500153,25,-9.459773,313.585632,312.891785,0.693848,2.479429,2.505634,1.659069,0.928606,0.262127,-0.01275,1.030379,0.160111,93.659523,0.001094,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627193040,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
240,19:31:23,6/27/23,Auto gsw+F,LI-COR Default,,240,XXXXXXX,18,0.055356,2.919232,0.054326,0.860557,1.421078,1.396973,2.979481,1.558403,13.88921,14.128864,29.623072,0.441786,PSF-00281_20230627193123,0,0,0,91.038826,328.812988,0.723129,0.5,0.8,18.579967,42.33,41.61,25.92,23.91,100.58,156.4,157,-0.4,64,4.137,-44,-165,84,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:25:36,6/27/23,-0.78,0,0.001,-9999,0.186,1.192,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,319.845551,25,-6.109928,323.287354,320.060486,3.226868,2.478443,2.505145,1.658085,0.933182,0.262958,-0.021817,1.029943,0.166247,91.038826,0.001093,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627193123,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
241,19:31:45,6/27/23,Auto gsw+F,LI-COR Default,,241,LCOR-001,18,0.176687,2.920464,0.166607,2.541313,1.479468,1.408404,2.979484,1.500016,14.004249,14.710869,29.626049,0.441786,PSF-00281_20230627193145,0,0,0,87.395668,346.66684,0.747897,0.5,0.8,26.02766,44.15,42.03,25.88,23.91,100.57,156.5,156.9,-0.3,87,4.137,-36,-155,94,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:25:36,6/27/23,-0.78,0.002,0.003,-9999,0.428,1.339,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,331.327209,25,-10.555821,333.8703,331.545593,2.324707,2.479,2.507617,1.6594,0.933055,0.263293,-0.021454,1.029563,0.187419,87.395668,0.001095,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627193145,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
242,19:32:39,6/27/23,Auto gsw+F,LI-COR Default,,242,LCOR-163,18,0.245558,2.919558,0.226507,3.251633,1.516745,1.425775,2.92875,1.412005,14.175214,15.07965,29.117958,0.441786,PSF-00281_20230627193239,0,0,0,86.494087,345.753357,0.749839,0.5,0.8,28.543926,45.44,42.71,25.82,23.63,100.58,156.4,155.2,0.8,95,4.135,-75,-142,358,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:25:36,6/27/23,-0.78,0,-0.001,0.01,-0.106,-0.079,0.47,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,330.895172,25,-10.270922,334.686768,331.040222,3.646545,2.479908,2.509361,1.658433,0.928513,0.263981,-0.023869,1.029449,0.195011,86.494087,0.0011,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627193239,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
243,19:33:33,6/27/23,Auto gsw+F,LI-COR Default,,243,LCOR-504,18,0.035852,2.919328,0.035417,0.63963,1.480139,1.462234,3.25393,1.77379,14.537553,14.715563,32.350613,0.441786,PSF-00281_20230627193333,0,0,0,120.407578,301.824371,0.601067,0.5,0.8,115.96669,44.43,43.89,25.79,25.39,100.58,156.4,156.6,-0.1,482,4.133,21,-159,183,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:25:36,6/27/23,-0.78,0,0.004,0.001,0.378,1.199,11.667,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,288.257721,25,-10.274551,284.594177,287.106049,-2.511871,2.48145,2.508006,1.658188,0.932284,0.264323,-0.003881,1.030499,0.555037,120.407578,0.001109,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627193333,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
244,19:34:40,6/27/23,Auto gsw+F,LI-COR Default,,244,LCOR-164,18,0.058744,2.920169,0.057585,0.864572,1.443059,1.418865,2.92041,1.477351,14.106652,14.347195,29.03533,0.441786,PSF-00281_20230627193440,0,0,0,90.413689,360.031525,0.748873,0.5,0.8,41.764126,43.52,42.79,25.7,23.58,100.58,156.5,156.1,0.3,139,4.132,-19,-178,180,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:25:36,6/27/23,-0.78,0,-0.001,-9999,0.227,0.602,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,351.804962,25,-5.55283,353.795898,352.077087,1.718811,2.480033,2.5068,1.659084,0.930776,0.265183,-0.023101,1.030911,0.236165,90.413689,0.001079,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627193440,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
245,19:35:53,6/27/23,Auto gsw+F,LI-COR Default,,245,LCOR-289,18,0.026905,2.920771,0.026659,0.406415,1.450153,1.438786,2.950005,1.499851,14.304322,14.417334,29.328766,0.441786,PSF-00281_20230627193553,0,0,0,85.656883,368.682983,0.767668,0.5,0.8,20.157398,43.95,43.6,25.62,23.75,100.58,156.6,156.7,-0.1,66,4.131,-26,140,116,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:35:46,6/27/23,-0.81,0,-0.002,-9999,0.339,0.762,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,362.756958,25,-4.04667,370.050781,362.886108,7.164673,2.481106,2.507431,1.659727,0.932469,0.266041,-0.020333,1.030318,0.167559,85.656883,0.0011,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627193553,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
246,19:36:24,6/27/23,Auto gsw+F,LI-COR Default,,246,LCOR-040,18,0.066175,2.919326,0.064708,0.924335,1.465077,1.4392,2.870877,1.4058,14.308934,14.566217,28.543081,0.441786,PSF-00281_20230627193624,0,0,0,88.488579,354.327576,0.750263,0.5,0.8,26.214916,44.47,43.68,25.6,23.3,100.58,156.4,156.9,-0.3,87,4.13,-50,160,57,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:35:46,6/27/23,-0.81,0.002,0.003,-9999,0.24,0.788,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,346.107605,25,-5.55283,352.37146,346.373138,5.998322,2.481211,2.508134,1.658186,0.93287,0.266307,-0.025026,1.030191,0.187744,88.488579,0.001097,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627193624,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
247,19:37:16,6/27/23,Auto gsw+F,LI-COR Default,,247,LCOR-277,18,0.115363,2.920753,0.11098,1.632434,1.44332,1.397663,2.890792,1.447472,13.897106,14.351071,28.743433,0.441786,PSF-00281_20230627193716,0,0,0,83.68206,330.891998,0.747102,0.5,0.8,18.365995,44.02,42.63,25.52,23.41,100.57,156.6,156.8,-0.1,61,4.129,-68,145,85,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:35:46,6/27/23,-0.81,0,0.004,-9999,0.34,0.802,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,322.947632,25,-5.371366,330.235718,323.19751,7.038208,2.47985,2.507546,1.659708,0.932615,0.267183,-0.022834,1.029419,0.163665,83.68206,0.001101,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627193716,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
248,19:38:09,6/27/23,Auto gsw+F,LI-COR Default,,248,LCOR-111,18,0.022489,2.920041,0.022317,0.351007,1.405701,1.395875,2.953243,1.547543,13.879496,13.9772,29.364763,0.441786,PSF-00281_20230627193809,0,0,0,88.013649,344.312531,0.744379,0.5,0.8,22.675726,43.14,42.84,25.41,23.77,100.57,156.5,156.8,-0.2,76,4.128,-34,-168,58,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:35:46,6/27/23,-0.81,-0.003,-0.002,-0.001,1.207,-0.448,4.276,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,337.912903,25,-4.482187,339.946045,337.891785,2.05426,2.480146,2.506375,1.658948,0.9328,0.268306,-0.017728,1.028532,0.177333,88.013649,0.00108,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627193809,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
249,19:38:35,6/27/23,Auto gsw+F,LI-COR Default,,249,LCOR-588,18,0.018489,2.917671,0.018373,0.256337,1.424286,1.417098,2.798024,1.373738,14.0901,14.161572,27.820547,0.441786,PSF-00281_20230627193835,0,0,0,88.738922,293.188019,0.697331,0.5,0.8,49.523083,43.85,43.63,25.36,22.87,100.57,156.2,156.8,-0.4,178,4.126,-24,-148,210,,,,,,,,0:00:00,0000-00-00,0,0,0,0,0,19:35:46,6/27/23,-0.81,0,0.003,-9999,-0.178,-0.331,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,281.993866,25,-7.65601,284.639954,282.220764,2.419189,2.481183,2.507339,1.656426,0.93264,0.268866,-0.026988,1.027984,0.271614,88.738922,0.001103,2.413877,-0.000026,1,2.436657,-0.000021,1,0.600512,0.600643,0.106516,0,PSF-00281_20230627193835,PFA-00299,PSA-00311,PSF-00281,RHS-00465,2.0.0,2021-01-19T12:57:14.097Z
