obs,time,elapsed,date,hhmmss,averaging,Group name,Control v transgenic,obs,ID,Leaf number,Plant age,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
10,1693237806,1397.1,20230828 08:50:06,8:50:06,5,,Transgenic,10,LCOR-279,,,1693237798,0.000896603,0.896603424,6.22321765,403.4090968,269.8271422,27.39486979,40.95710901,0.07914939,2.95512651,0.07799027,0.048846647,33.04985747,23.32186986,22.54168065,2.742444689,55.52939341,1.600211621,2.881737982,1.142233068,-39.54021098,130.3606986,9.139895181,133.0102403,6.22321765,0.896603424,6.517201957,416.2159549,409.6935576,-0.020157423,67.25960202,0.928777245,14.87895149,15.79212,0.000168014,78.45189277,14,2,1,0,54310.14602,-,0,0,0,#DIV/0!,0.5,RECT-698-20230828-08_50_02,8123,1123.2216,2750.35,0.591607759,0.5,168.5907195,6.22321765,49.86978888,0.033947406,-1,#DIV/0!,DARK-699-20230828-08_50_09,-4378.6,-4378.6,2.592015562,0.228242364,-0.628134564,0.591607759,#DIV/0!,-0.889746079,1.889746079,200.007,168.5907195,0.842924095,0.165243504,6,0.5,0: Broadleaf,2,FALSE,1693237798,403.4090968,409.9937419,15.76136452,14.87892903,404.0340968,15.68936452,600.0246452,101.4274516,0.10002841,23.35992903,22.54168065,999.9,0,0,10003.73323,0,182.4911935,200.007,0.900039774,0.09996021,0,1124.573871,5.00022,2395.878387,1797.823226,37.433,41.312,39.375,39.94345161,39.22967742,175.513871,19.49483871,0,107,0,1123.2216,-80.04923088,-161.3307694,2392.7288,15,1693237828,8:50:28,1693237828,1693237826,11,0.065,-0.003,-0.625,0.072,410,15,0.48,0.13,100,100,-0.625,0.072,-1.18141269,0.000439478,2.00E-06,-3.80E-10,-0.03756697,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.2,1.4,1.07544,2.55371,1.39771,2.27905,1.39526,2.57812,29.6017,15.4717,18,584.117,401.653,22.652,22.5653,30.0001,22.3722,22.7214,21.5473,0,100,-999.9,410,56.859,99.4428,93.9809
11,1693237966,1556.6,20230828 08:52:45,8:52:45,5,,Transgenic,11,LCOR-342,,,1693237958,0.000553278,0.553278098,4.962711995,404.8291333,227.5914825,23.10646862,41.10071064,0.046728678,2.954066713,0.046321885,0.028987431,33.04724319,23.37697778,22.54686333,2.743308072,54.11683192,1.556337787,2.875884881,1.186970285,-24.39956411,124.1248436,8.704548011,141.4770707,4.962711995,0.553278098,5.145223571,416.1358088,410.9704909,-0.012362136,67.26,0.57080233,14.78686438,15.3483103,0.000108771,78.45821196,25,4,1,0,54284.96446,-,0,0,0,#DIV/0!,0.5,RECT-700-20230828-08_52_42,8245.13,856.2903077,1956.64,0.562366962,0.5,168.5765917,4.962711995,47.40095287,0.026472904,-1,#DIV/0!,DARK-701-20230828-08_52_48,-4960.67,-4960.67,3.535300311,0.159071907,-0.394430591,0.562366962,#DIV/0!,-0.921537041,1.921537041,199.9901333,168.5765917,0.842924543,0.165244368,6,0.5,0: Broadleaf,2,FALSE,1693237958,404.8291333,410.0157333,15.32944,14.78465333,405.2911333,15.25744,600.011,101.4261,0.09996928,23.32625,22.54686333,999.9,0,0,9997.851333,0,185.6802,199.9901333,0.9000159,0.09998411,0,856.7119667,5.00022,1817.111,1797.655,37.1912,41.187,39.125,39.36646667,39,175.494,19.496,0,157.4000001,0,856.2903077,-97.54960671,-180.5032476,1816.336923,15,1693237984,8:53:03,1693237983,1693237984,12,0.164,0.003,-0.462,0.072,410,15,0.82,0.24,100,100,-0.462,0.072,-1.116173114,0.000439478,2.00E-06,-3.80E-10,-0.040805588,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.3,2.3,1.07544,2.56714,1.39771,2.28027,1.39526,2.45361,29.623,15.4367,18,572.399,401.629,22.5952,22.5862,30.0001,22.3816,22.7327,21.5403,0,100,-999.9,410,56.859,99.4405,93.9786
12,1693238144,1734.6,20230828 08:55:43,8:55:43,5,,Transgenic,12,LCOR-076,,,1693238136,0.00097919,0.979189945,6.778657105,402.8210323,267.3023199,27.13930112,40.89856495,0.085053739,2.953856697,0.083716244,0.052441069,33.04602953,23.37309852,22.61742581,2.755086752,55.03607932,1.592961914,2.894395701,1.162124838,-43.18227657,129.8084445,9.111936584,128.784134,6.778657105,0.979189945,6.627295359,416.1005744,409.2723152,0.022147535,67.25975633,1.011360403,14.72204586,15.7172297,4.64E-05,78.45974592,14,2,1,0,54259.38572,-,0,0,0,#DIV/0!,0.5,RECT-702-20230828-08_55_40,8131.27,980.7675769,2729.71,0.640706311,0.5,168.5675316,6.778657105,54.00114062,0.037247132,-1,#DIV/0!,DARK-703-20230828-08_55_46,-4575.67,-4575.67,2.67624766,0.239404716,-0.596570557,0.640706311,#DIV/0!,-1.116918016,2.116918016,199.979,168.5675316,0.842926165,0.165247499,6,0.5,0: Broadleaf,2,FALSE,1693238136,402.8210323,409.9939032,15.6895129,14.72571613,403.4250323,15.6215129,600.0187742,101.4303871,0.099974223,23.43255806,22.61742581,999.9,0,0,9996.237097,0,183.3503226,199.979,0.899959839,0.100040161,0,981.5178065,5.00022,2055.99,1797.52129,37.058,41.183,38.81235484,40.74977419,39.11280645,175.473871,19.50580645,0,176.1000001,0,980.7675769,-61.14054705,-122.883077,2054.431923,15,1693238164,8:56:03,1693238164,1693238163,13,-0.142,-0.003,-0.604,0.068,410,15,0.57,0.12,100,100,-0.604,0.068,-0.952237515,0.000439478,2.00E-06,-3.80E-10,-0.038273044,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.7,2.7,1.07544,2.55981,1.39771,2.28027,1.39526,2.61353,29.623,15.4104,18,584.615,402.015,22.6362,22.6318,30.0004,22.4241,22.775,21.5391,0,100,-999.9,410,56.859,99.4244,93.9665
13,1693238272,1863.1,20230828 08:57:52,8:57:52,5,,Transgenic,13,LCOR-511,,,1693238264,0.001353178,1.353177717,8.052948904,401.4014667,288.7907255,29.32174026,40.75542775,0.123456032,2.953902283,0.120659546,0.075658194,33.05027105,23.18132007,22.52303667,2.739340757,56.47079915,1.625139588,2.877840606,1.114201168,-59.67513732,129.7055135,9.095834068,112.1764813,8.052948904,1.353177717,8.337784963,416.0923445,407.8388848,-0.045148464,67.2596135,1.446325158,14.67370948,16.06664303,0.005596304,78.46025179,39,6,1,0,54278.18954,-,0,0,0,#DIV/0!,0.5,RECT-704-20230828-08_57_48,8169.85,917.36712,2662.27,0.655419202,0.5,168.5870211,8.052948904,55.24758544,0.044801485,-1,#DIV/0!,DARK-705-20230828-08_57_55,4695.73,4695.73,-0.763806827,-0.858095502,0.566955511,0.655419202,#DIV/0!,-4.392336181,5.392336181,200.0018333,168.5870211,0.842927378,0.16524984,6,0.5,0: Broadleaf,2,FALSE,1693238264,401.4014667,409.9973333,16.00605,14.67457,402.0504667,15.94005,600.0174333,101.4328333,0.099998833,23.33751,22.52303667,999.9,0,0,9996.254667,0,174.8027667,200.0018333,0.899928267,0.10007175,0,918.1572333,5.00022,1924.304333,1797.713333,36.9538,41.375,38.77893333,41.28306667,39.17046667,175.4883333,19.51633333,0,126.4000001,0,917.36712,-77.62746143,-144.4853844,1922.846,15,1693238298,8:58:17,1693238298,1693238294,14,-0.045,-0.002,-0.649,0.066,410,15,0.52,0.07,100,100,-0.649,0.066,-1.09415345,0.000439478,2.00E-06,-3.80E-10,-0.041050233,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.8,1.8,1.07544,2.55493,1.39771,2.28027,1.39526,2.61475,29.6657,15.3929,18,557.178,402.013,22.625,22.7168,30.0002,22.4976,22.8478,21.5388,0,100,-999.9,410,56.859,99.4114,93.9514
14,1693238371,1962.1,20230828 08:59:31,8:59:31,5,,Transgenic,14,LCOR-041,,,1693238363,0.001327748,1.327748345,8.84892223,400.6291667,283.2860163,28.76131454,40.67486855,0.129487679,2.954984264,0.126416024,0.079279922,33.04855023,22.94798597,22.08335,2.6670254,57.22751668,1.623211828,2.836418426,1.043813572,-58.55370201,161.5760803,11.28770482,147.3586333,8.84892223,1.327748345,8.966691807,416.1208614,407.0051091,0.003409039,67.26,1.374986094,14.67956536,16.03184727,0.00011491,78.45618137,8,1,1,0,54354.0597,-,0,0,0,#DIV/0!,0.5,RECT-706-20230828-08_59_27,8120.1,1009.200423,2974.8,0.66075016,0.5,168.5842362,8.84892223,55.69603054,0.049523742,-1,#DIV/0!,DARK-707-20230828-08_59_34,4917.67,4917.67,-0.653109453,-1.01169897,0.604920623,0.66075016,#DIV/0!,-4.929845012,5.929845012,199.9993333,168.5842362,0.842923991,0.165243302,6,0.5,0: Broadleaf,2,FALSE,1693238363,400.6291667,410.0097333,15.98790667,14.68142667,401.2271667,15.92190667,600.0185667,101.4275333,0.099943777,23.09758,22.08335,999.9,0,0,10002.91767,0,159.9799,199.9993333,0.900024,0.09997597,0,1009.485533,5.00022,2127.599333,1797.745333,37.02686667,41.30166667,39.14153333,39.86226667,38.91013333,175.504,19.493,0,96.80000019,0,1009.200423,-94.17494017,-179.9063248,2127.128462,15,1693238398,8:59:58,1693238398,1693238390,15,0.051,0,-0.598,0.066,410,15,0.47,0.09,100,100,-0.598,0.066,-1.139360828,0.000439478,2.00E-06,-3.80E-10,-0.04325206,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.2,1.3,1.07422,2.55371,1.39771,2.28027,1.39526,2.4646,29.6657,15.3754,18,591.496,401.838,22.5167,22.7522,30,22.5308,22.8796,21.5361,0,100,-999.9,410,56.859,99.4066,93.9492
15,1693238497,2087.6,20230828 09:01:36,9:01:36,5,,Transgenic,15,LCOR-286,,,1693238489,0.002674022,2.674021789,10.6250545,398.3147097,336.796422,34.19603113,40.44218205,0.317262859,2.955050147,0.299481328,0.188690332,33.05070722,22.55317385,21.94949677,2.645344925,62.1697536,1.758430887,2.828434706,0.886914037,-117.9243609,175.4808432,12.24760268,102.8547922,10.6250545,2.674021789,10.50627727,416.1588253,405.3904,0.022894599,67.25363292,2.785874873,14.69762651,17.40577758,0.005411775,78.55,34,6,1,0,54364.68958,-,0,0,0,#DIV/0!,0.5,RECT-708-20230828-09_01_33,8135.06,1163.925769,3646.72,0.680829411,0.5,168.5958746,10.6250545,57.39251504,0.060055173,-1,#DIV/0!,DARK-709-20230828-09_01_39,-4896.6,-4896.6,2.342740874,0.290612342,-0.744745333,0.680829411,#DIV/0!,-1.222597205,2.222597205,200.0132258,168.5958746,0.842923631,0.165242609,6,0.5,0: Broadleaf,2,FALSE,1693238489,398.3147097,410.0046452,17.31877097,14.69110968,398.9097097,17.25077097,600.0113548,101.4332581,0.099979519,23.05098387,21.94949677,999.9,0,0,10002.7271,0,257.4178065,200.0132258,0.900037323,0.099962716,0,1164.409677,5.00022,2441.847742,1797.878387,36.99987097,40.875,39.062,38.97154839,38.69716129,175.5187097,19.49193548,0,123.2,0,1163.925769,-76.14871801,-144.9381196,2440.973077,15,1693238524,9:02:04,1693238519,1693238524,16,0.003,0.001,-0.595,0.068,410,15,0.28,0.05,100,100,-0.595,0.068,-1.088842632,0.000439478,2.00E-06,-3.80E-10,-0.043113757,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.6,1.8,1.07544,2.5647,1.39771,2.28027,1.39526,2.57812,29.6657,15.3579,18,562.176,402.454,22.41,22.7235,29.9999,22.5227,22.8682,21.5378,0,100,-999.9,410,56.859,99.4147,93.9585
16,1693238662,2253.1,20230828 09:04:22,9:04:22,5,,Transgenic,16,LCOR-161,,,1693238654,0.001938687,1.938686637,9.066260743,400.1533871,315.2089176,32.00388475,40.62849166,0.189425722,2.954254664,0.182927529,0.114894972,33.05028027,23.06154799,22.54064839,2.742272754,58.60230957,1.689707328,2.883345964,1.052565426,-85.49608068,131.958607,9.255044224,88.76785084,9.066260743,1.938686637,9.078314521,416.1543619,406.9302606,0.002164106,67.26,2.006553071,14.72847394,16.69862242,0.00053981,78.45720011,7,1,1,0,54282.79269,-,0,0,0,#DIV/0!,0.5,RECT-710-20230828-09_04_18,8133.62,958.99932,2968.69,0.676962121,0.5,168.5933815,9.066260743,57.06566659,0.050810184,-1,#DIV/0!,DARK-711-20230828-09_04_25,-1219.93,-1219.93,1.410932095,0.479797805,-2.433492086,0.676962121,#DIV/0!,-0.610344266,1.610344266,200.0102258,168.5933815,0.84292381,0.165242953,6,0.5,0: Broadleaf,2,FALSE,1693238654,400.1533871,409.9954516,16.64206774,14.73563871,400.7073871,16.57306774,599.9980645,101.4323226,0.099972213,23.36917097,22.54064839,999.9,0,0,9998.304516,0,210.2110968,200.0102258,0.900033194,0.099966832,0,960.0022258,5.00022,2038.221613,1797.85,37.24593548,41.058,39.20935484,40.46154839,39.135,175.5154839,19.49290323,0,163.5,0,958.99932,-63.03984625,-119.7038462,2036.1972,15,1693238691,9:04:51,1693238691,1693238687,17,0.041,0.001,-0.554,0.069,410,15,0.43,0.06,100,100,-0.554,0.069,-1.085902226,0.000439478,2.00E-06,-3.80E-10,-0.042003998,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.4,2.3,1.07422,2.55493,1.39771,2.28027,1.39526,2.58789,29.687,15.3316,18,592.577,402.031,22.5283,22.6986,30.0001,22.507,22.8571,21.5338,0,100,-999.9,410,56.859,99.4228,93.9635
17,1693238743,2333.6,20230828 09:05:42,9:05:42,5,,Transgenic,17,LCOR-233,,,1693238735,0.001011184,1.011184369,5.335651757,404.2586,299.281198,30.38646032,41.04497039,0.087971484,2.954202598,0.086541646,0.054215058,33.05320024,23.3000703,22.61801,2.755184453,55.29685096,1.594263744,2.883100423,1.160920709,-44.59323066,119.4104111,8.378333383,116.2487141,5.335651757,1.011184369,5.237650134,416.0833861,410.7477455,0.004368846,67.25883046,1.056242903,14.70422252,15.74138788,0.000443321,78.44948976,177,30,1,0,54281.49746,-,0,0,0,#DIV/0!,0.5,RECT-712-20230828-09_05_39,8139.51,933.37844,2513.43,0.628643551,0.5,168.6068403,5.335651757,52.9968014,0.028680045,-1,#DIV/0!,DARK-713-20230828-09_05_45,-532.07,-532.07,1.211690797,0.518815157,-4.723870919,0.628643551,#DIV/0!,-0.295749257,1.295749257,200.026,168.6068403,0.842924621,0.165244519,6,0.5,0: Broadleaf,2,FALSE,1693238735,404.2586,410.0026667,15.70216333,14.70692,404.8216,15.63416333,600.0381333,101.4316333,0.099837833,23.36776,22.61801,999.9,0,0,9998.077,0,272.1168,200.026,0.900007833,0.099992113,0,934.0538667,5.00022,1968.661,1797.980667,37.1996,41.25826667,38.89566667,40.6414,39.25,175.5256667,19.5,0,78.20000005,0,933.37844,-102.671154,-261.8323082,1966.7508,15,1693238776,9:06:15,1693238776,1693238769,18,-0.008,0,-0.563,0.068,410,15,1.04,0.34,100,100,-0.563,0.068,-1.044801564,0.000439478,2.00E-06,-3.80E-10,-0.040835238,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,0.9,0.9,1.07422,2.5647,1.39771,2.27905,1.39526,2.61108,29.7083,15.3141,18,403.294,401.962,22.5613,22.7102,30.0001,22.5199,22.8664,21.5273,0,100,-999.9,410,56.859,99.4216,93.9617
18,1693238941,2532,20230828 09:09:01,9:09:01,5,,Transgenic,18,LCOR-289,,,1693238933,0.001133534,1.13353354,8.054423374,401.505871,259.7327634,26.36995407,40.76378827,0.096606917,2.953975173,0.094885422,0.059455503,33.0445169,23.38732758,22.82750968,2.790417527,55.22933117,1.603785737,2.903865941,1.186631789,-49.98882911,104.981732,7.378789844,95.41620962,8.054423374,1.13353354,8.256203629,416.090414,407.8609515,-0.032403117,67.26,1.20615952,14.67776774,15.8592697,0.001018182,78.4588554,14,2,1,0,54252.9055,-,0,0,0,#DIV/0!,0.5,RECT-714-20230828-09_08_57,8131.87,959.9052692,2769.47,0.653397484,0.5,168.5629369,8.054423374,55.06929944,0.044816634,-1,#DIV/0!,DARK-715-20230828-09_09_04,702,702,0.746521898,0.875255617,3.94511396,0.653397484,#DIV/0!,0.640093833,0.359906167,199.9739677,168.5629369,0.8429244,0.165244093,6,0.5,0: Broadleaf,2,FALSE,1693238933,401.505871,410.0150323,15.79660323,14.68102581,402.087871,15.73460323,600.0269677,101.4272581,0.099995258,23.48671613,22.82750968,999.9,0,0,9997.217742,0,298.4586129,199.9739677,0.900011903,0.099988097,0,960.5286129,5.00022,2011.27129,1797.503226,37.57419355,41.794,39.29209677,41.73364516,39.687,175.4780645,19.49322581,0,196.4000001,0,959.9052692,-71.58505972,-138.473846,2009.943077,15,1693238962,9:09:22,1693238962,1693238960,19,-0.02,-0.006,-0.582,0.062,410,15,0.31,0.1,100,100,-0.582,0.062,-1.053227228,0.000439478,2.00E-06,-3.80E-10,-0.041116883,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2.8,2.9,1.07422,2.56104,1.39771,2.28027,1.39526,2.62085,29.8151,15.2966,18,583.904,402.093,22.6941,22.7975,30.0004,22.5884,22.9398,21.5197,0,100,-999.9,410,56.859,99.3993,93.9434
19,1693239059,2649.5,20230828 09:10:58,9:10:58,5,,Transgenic,19,LCOR-218,,,1693239051,0.00225661,2.256609898,9.696908184,399.4142258,327.4210314,33.24237114,40.55168929,0.242844281,2.954523133,0.232275193,0.146083253,33.048158,22.89564186,22.11385484,2.671988034,59.49806161,1.70689073,2.868817376,0.965097305,-99.5164965,186.6251359,13.05413844,133.2109359,9.696908184,2.256609898,9.782627044,416.0857155,406.2131697,-0.011846511,67.26,2.317656378,14.58972902,16.86727818,0.000175481,78.45957709,27,4,1,0,54305.96226,-,0,0,0,#DIV/0!,0.5,RECT-716-20230828-09_10_55,8128.18,1043.181923,2977.46,0.649640323,0.5,168.5789191,9.696908184,54.75783175,0.054555506,-1,#DIV/0!,DARK-717-20230828-09_11_01,-4813.4,-4813.4,2.616612818,0.248275297,-0.618577305,0.649640323,#DIV/0!,-1.145579966,2.145579966,199.9925806,168.5789191,0.842925865,0.16524692,6,0.5,0: Broadleaf,2,FALSE,1693239051,399.4142258,410.012129,16.81203548,14.59343226,400.0272258,16.74903548,600.0185161,101.4279677,0.099936555,23.28550323,22.11385484,999.9,0,0,10000.25742,0,131.3847419,199.9925806,0.899971581,0.100028419,0,1043.909032,5.00022,2150.51129,1797.651935,34.87274194,39.77193548,36.59854839,38.02190323,37.45135484,175.4883871,19.50516129,0,115.4000001,0,1043.181923,-79.49641016,-171.2988031,2148.977308,15,1693239091,9:11:30,1693239076,1693239091,20,-0.031,0.003,-0.613,0.063,410,15,0.39,0.06,100,100,-0.613,0.063,-1.073022077,0.000439478,2.00E-06,-3.80E-10,-0.046801454,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.6,1.6,1.07422,2.55005,1.39771,2.28027,1.39526,2.50488,29.8151,15.2703,18,569.9,401.863,22.6714,22.8832,30.0004,22.6609,23.0097,21.5229,0,100,-999.9,410,56.859,99.3772,93.9277
20,1693239197,2787.5,20230828 09:13:16,9:13:16,5,,Transgenic,20,LCOR-077,,,1693239189,0.001145856,1.145856339,8.218407319,401.3342581,271.1692406,27.53203424,40.74779467,0.107587001,2.954405963,0.105456901,0.066098432,33.04805514,22.9896607,22.14565161,2.677169446,56.32847924,1.597194366,2.835500598,1.07997508,-50.53226454,150.768896,10.53781748,143.8225041,8.218407319,1.145856339,8.284884741,416.0713426,407.7176727,-0.011563867,67.26,1.184175431,14.60672441,15.77035758,0.000330985,78.45906554,1,0,1,0,54338.00677,-,0,0,0,#DIV/0!,0.5,RECT-718-20230828-09_13_13,8143.01,990.48828,3014.68,0.671444969,0.5,168.5790124,8.218407319,56.5957649,0.045785102,-1,#DIV/0!,DARK-719-20230828-09_13_19,-1046.53,-1046.53,1.347144639,0.498420845,-2.880643651,0.671444969,#DIV/0!,-0.526621443,1.526621443,199.9927742,168.5790124,0.842925516,0.165246246,6,0.5,0: Broadleaf,2,FALSE,1693239189,401.3342581,410.0119032,15.73112903,14.60338065,402.0142581,15.66612903,600.0438065,101.4308065,0.100009448,23.09222903,22.14565161,999.9,0,0,9999.312581,0,5.811302903,199.9927742,0.899971484,0.100028529,0,991.9190323,5.00022,2053.252903,1797.652258,33.37277419,38.52603226,35.7093871,36.58048387,35.68912903,175.4883871,19.50258065,0,136.0999999,0,990.48828,-86.27453859,-160.6030772,2050.7376,15,1693239227,9:13:47,1693239219,1693239227,21,-0.067,0.002,-0.68,0.065,410,15,0.33,0.11,100,100,-0.68,0.065,-1.103817397,0.000439478,2.00E-06,-3.80E-10,-0.043819351,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,2,1.8,1.07422,2.55615,1.39771,2.27905,1.39526,2.63916,29.8151,15.2615,18,599.312,402.041,22.6026,22.9478,30.0003,22.7258,23.0766,21.5221,0,100,-999.9,410,56.859,99.3696,93.918
21,1693239297,2888,20230828 09:14:57,9:14:57,5,,Transgenic,21,LCOR-320,,,1693239289,0.000958256,0.958256043,6.358196598,403.2594194,271.7013514,27.58640747,40.94377375,0.082337201,2.954371178,0.081083314,0.050788137,33.04926906,23.1454882,22.58256774,2.749262531,55.18281495,1.574891185,2.853952243,1.174371346,-42.2590915,98.26459388,6.887143467,95.94191491,6.358196598,0.958256043,6.54309321,416.0874968,409.483103,-0.007654193,67.2596228,0.991801767,14.56699616,15.54300545,6.72E-05,78.45985049,26,4,1,0,54317.32656,-,0,0,0,#DIV/0!,0.5,RECT-720-20230828-09_14_53,8194.17,934.1659231,2618.44,0.643235696,0.5,168.5848204,6.358196598,54.21988716,0.034749253,-1,#DIV/0!,DARK-721-20230828-09_15_00,-4649.73,-4649.73,2.775763432,0.231732895,-0.563138075,0.643235696,#DIV/0!,-1.153430422,2.153430422,199.9996129,168.5848204,0.842925733,0.165246665,6,0.5,0: Broadleaf,2,FALSE,1693239289,403.2594194,410.0039355,15.51126452,14.5678871,403.9254194,15.45026452,600.0094516,101.4321613,0.099933884,23.1995129,22.58256774,999.9,0,0,9998.981613,0,177.7367742,199.9996129,0.899990258,0.100009887,0,935.2340645,5.00022,1952.307097,1797.727419,33.91106452,39.13483871,36.0743871,38.15296774,36.25183871,175.4974194,19.50516129,0,98.60000014,0,934.1659231,-82.77278637,-168.3654702,1950.190385,15,1693239315,9:15:15,1693239314,1693239315,22,0.014,-0.004,-0.666,0.061,410,15,0.72,0.08,100,100,-0.666,0.061,-1.170657519,0.000439478,2.00E-06,-3.80E-10,-0.042101874,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.3,1.2,1.07422,2.56104,1.39771,2.27905,1.39526,2.59766,29.8578,15.244,18,570.939,401.914,22.6211,23.0191,30.0004,22.7949,23.1453,21.5218,0,100,-999.9,410,56.859,99.3564,93.9033
22,1693239378,2968.5,20230828 09:16:17,9:16:17,5,,Transgenic,22,LCOR-544,,,1693239370,0.000561231,0.561230608,3.620733666,406.1517667,276.1381408,28.03729373,41.23804247,0.047271405,2.953231963,0.046855036,0.029321501,33.04691386,23.33837929,22.44194,2.725875163,53.50061113,1.535223589,2.869544024,1.190651574,-24.75026981,134.9752738,9.461350623,152.7332685,3.620733666,0.561230608,3.971599851,416.0734781,412.2788909,-0.051076537,67.26,0.577797577,14.56296755,15.13169091,5.94E-05,78.45898927,36,6,1,0,54267.15442,-,0,0,0,#DIV/0!,0.5,RECT-722-20230828-09_16_14,8200.26,910.9138,2076.05,0.561227427,0.5,168.5728365,3.620733666,47.30384966,0.018512672,-1,#DIV/0!,DARK-723-20230828-09_16_20,-3736.93,-3736.93,2.800019267,0.200436988,-0.555549609,0.561227427,#DIV/0!,-0.822272088,1.822272088,199.9854,168.5728365,0.842925716,0.165246632,6,0.5,0: Broadleaf,2,FALSE,1693239370,406.1517667,410.0003667,15.12035333,14.56762,406.7197667,15.05735333,600.0122333,101.4336,0.099978967,23.28969667,22.44194,999.9,0,0,9992.376333,0,247.4901333,199.9854,0.8999699,0.100030213,0,911.1977,5.00022,1904.951667,1797.585,34.3666,39.5746,36.19566667,39.3456,36.78306667,175.4816667,19.50333333,0,78.5,0,910.9138,-24.66961544,-45.37461548,1904.424,15,1693239400,9:16:39,1693239398,1693239400,23,0.098,0.002,-0.568,0.063,410,15,0.56,0.33,100,100,-0.568,0.063,-1.156505197,0.000439478,2.00E-06,-3.80E-10,-0.046246016,-0.011920631,0.001912794,-4.02E-05,23,2006,0,18,1.1,1,1.07422,2.56714,1.39893,2.28027,1.39526,2.37549,29.8792,15.209,18,560.556,401.863,22.677,23.0717,30.0003,22.844,23.1947,21.5154,0,100,-999.9,410,56.859,99.3488,93.899
